,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.40566665,-0.49578813,"('unsociable', 'sociable')",-0.32836667,-0.5117297,-0.3670167,-0.5037589,-0.1367422
1,0.52424973,0.3570633,"('unfriendly', 'friendly')",1.9458221,1.7922246,1.2350359,1.074644,-0.1603919
2,0.42793065,0.52349865,"('unlikable', 'likable')",0.34364992,0.41032207,0.3857903,0.4669104,0.0811201
3,-0.81891334,-0.64807755,"('repellent', 'pleasant')",0.1740648,0.24717218,-0.3224243,-0.2004527,0.1219716
4,0.3590499,0.18934108,"('disliked', 'liked')",-6.241347,-6.2843666,-2.9411485,-3.0475128,-0.1063643
5,0.56515414,0.4536309,"('distant', 'outgoing')",-0.13642421,-0.18753527,0.214365,0.1330478,-0.0813172
6,-0.38700572,-0.43255967,"('distant', 'open')",0.42394304,0.34739134,0.0184687,-0.0425842,-0.0610529
7,-0.3993028,-0.21979523,"('insensitive', 'sensitive')",0.7185492,0.6482927,0.1596232,0.2142487,0.0546255
8,-1.066835,-1.1687715,"('unaffectionate', 'affectionate')",0.71901727,0.6010972,-0.1739089,-0.2838371,-0.1099282
9,-0.14850032,-0.27053857,"('unaffectionate', 'caring')",1.1822774,1.0611545,0.5168886,0.395308,-0.1215806
10,-0.797437,-0.7157213,"('unsympathetic', 'sympathetic')",0.07756074,0.01397812,-0.3599381,-0.3508716,0.0090665
11,0.027320772,0.059501193,"('unhelpful', 'helpful')",2.089051,2.1012287,1.0581859,1.0803649,0.022179
12,-0.080884546,0.01443392,"('unsupportive', 'supportive')",-1.5791825,-1.5629957,-0.8300335,-0.7742809,0.0557526
13,-0.24286819,-0.28035167,"('impolite', 'polite')",-0.47042716,-0.54266375,-0.3566477,-0.4115077,-0.05486
14,-0.3164772,-0.26146948,"('antisocial', 'social')",-0.7949004,-0.8304021,-0.5556888,-0.5459358,0.009753
15,-0.22111133,-0.34106138,"('boring', 'funny')",0.400415,0.32685053,0.0896518,-0.0071054,-0.0967572
16,-0.61361617,-0.6381988,"('unpopular', 'popular')",0.56215787,0.6053881,-0.0257291,-0.0164053,0.0093238
17,-0.61111265,-0.5513241,"('nasty', 'nice')",-0.3732383,-0.2855602,-0.4921755,-0.4184422,0.0737333
18,-1.2997115,-1.185194,"('disagreeable', 'welcoming')",-0.5750644,-0.63184524,-0.9373879,-0.9085196,0.0288683
19,-0.56581986,-0.60052866,"('inhospitable', 'hospitable')",0.0061754687,0.06489265,-0.2798222,-0.267818,0.0120042
20,-0.059458956,0.034212515,"('rough', 'thoughtful')",1.239115,1.2405554,0.589828,0.6373839,0.0475559
21,-0.30848408,-0.19140412,"('immoral', 'moral')",-0.6254065,-0.52045214,-0.4669453,-0.3559281,0.1110172
22,0.21435769,0.20536631,"('untrustworthy', 'trustworthy')",-1.1724615,-1.2590951,-0.4790519,-0.5268644,-0.0478125
23,0.20068449,0.20343006,"('insincere', 'sincere')",6.0678587,5.9227996,3.1342716,3.0631149,-0.0711567
24,0.42430407,0.39194685,"('dishonest', 'honest')",0.9473457,0.81117094,0.6858249,0.6015589,-0.084266
