,wage_male,wage_female,tuple,average_male,average_female,female-male
0,0.23456681,0.18176788,"('unsociable', 'sociable')",0.2345668,0.1817679,-0.0527989
1,0.9142718,0.9374582,"('unfriendly', 'friendly')",0.9142718,0.9374582,0.0231864
2,-0.3017317,-0.25177005,"('unlikable', 'likable')",-0.3017317,-0.25177,0.0499617
3,0.8751571,0.9122951,"('repellent', 'pleasant')",0.8751571,0.9122951,0.037138
4,-7.2914844,-7.4583917,"('disliked', 'liked')",-7.2914844,-7.4583917,-0.1669073
5,-1.2296021,-1.2381885,"('distant', 'outgoing')",-1.2296021,-1.2381885,-0.0085864
6,-0.43484318,-0.53150725,"('distant', 'open')",-0.4348432,-0.5315073,-0.0966641
7,1.2471061,1.2974163,"('insensitive', 'sensitive')",1.2471061,1.2974163,0.0503102
8,1.012244,0.9193245,"('unaffectionate', 'affectionate')",1.012244,0.9193245,-0.0929195
9,1.3545552,1.3358272,"('unaffectionate', 'caring')",1.3545552,1.3358272,-0.018728
10,1.3762696,1.4328682,"('unsympathetic', 'sympathetic')",1.3762696,1.4328682,0.0565986
11,1.2600183,1.3414171,"('unhelpful', 'helpful')",1.2600183,1.3414171,0.0813988
12,-1.8472111,-1.8753197,"('unsupportive', 'supportive')",-1.8472111,-1.8753197,-0.0281086
13,-0.16059443,-0.0994595,"('impolite', 'polite')",-0.1605944,-0.0994595,0.0611349
14,0.46600893,0.49003166,"('antisocial', 'social')",0.4660089,0.4900317,0.0240228
15,-0.029706767,-0.105356485,"('boring', 'funny')",-0.0297068,-0.1053565,-0.0756497
16,-0.7093976,-0.70832545,"('unpopular', 'popular')",-0.7093976,-0.7083254,0.0010722
17,-0.4908992,-0.48257864,"('nasty', 'nice')",-0.4908992,-0.4825786,0.0083206
18,-0.4567178,-0.46644473,"('disagreeable', 'welcoming')",-0.4567178,-0.4664447,-0.0097269
19,-0.7452546,-0.80755097,"('inhospitable', 'hospitable')",-0.7452546,-0.807551,-0.0622964
20,0.84940606,0.8604714,"('rough', 'thoughtful')",0.8494061,0.8604714,0.0110653
21,-0.1352129,-0.022015959,"('immoral', 'moral')",-0.1352129,-0.022016,0.1131969
22,-0.36243036,-0.3162487,"('untrustworthy', 'trustworthy')",-0.3624304,-0.3162487,0.0461817
23,6.2740555,6.396466,"('insincere', 'sincere')",6.2740555,6.3964658,0.1224103
24,1.8049566,1.69139,"('dishonest', 'honest')",1.8049566,1.69139,-0.1135666
25,0.7681526,0.7001098,"('egoistic', 'altruistic')",0.7681526,0.7001098,-0.0680428
26,1.0081762,0.9611271,"('hardhearted', 'benevolent')",1.0081762,0.9611271,-0.0470491
27,1.5835464,1.3846235,"('hardhearted', 'softhearted')",1.5835464,1.3846235,-0.1989229
28,1.0158887,1.012794,"('disloyal', 'loyal')",1.0158887,1.012794,-0.0030947
29,-1.0147564,-1.0915262,"('unfair', 'fair')",-1.0147564,-1.0915262,-0.0767698
30,1.0373621,1.0804771,"('intolerant', 'tolerant')",1.0373621,1.0804771,0.043115
31,-1.6361089,-1.6824931,"('evil', 'good')",-1.6361089,-1.6824931,-0.0463842
32,0.8756569,0.837348,"('unkind', 'kind')",0.8756569,0.837348,-0.0383089
33,-0.87733346,-0.94065833,"('wrong', 'right')",-0.8773335,-0.9406583,-0.0633248
34,4.7668524,4.9581327,"('mean', 'honorable')",4.7668524,4.9581327,0.1912803
35,-0.73164237,-0.9975181,"('corrupt', 'incorrupt')",-0.7316424,-0.9975181,-0.2658757
36,-0.9129265,-0.99962276,"('hostile', 'amicable')",-0.9129265,-0.9996228,-0.0866963
37,0.8902315,0.89519614,"('fake', 'genuine')",0.8902315,0.8951961,0.0049646
38,-0.42684722,-0.38201037,"('untruthful', 'truthful')",-0.4268472,-0.3820104,0.0448368
39,0.53528345,0.5351138,"('exploitative', 'cooperative')",0.5352834,0.5351138,-0.0001696
40,-1.2864721,-1.4741431,"('stingy', 'generous')",-1.2864721,-1.4741431,-0.187671
41,-0.027441079,-0.0342815,"('unforgiving', 'forgiving')",-0.0274411,-0.0342815,-0.0068404
42,-2.243621,-2.2552028,"('unreliable', 'reliable')",-2.2436211,-2.2552028,-0.0115817
43,0.97093475,1.0548109,"('irresponsible', 'responsible')",0.9709347,1.0548109,0.0838762
44,-1.0288703,-0.9882596,"('prejudiced', 'unprejudiced')",-1.0288703,-0.9882596,0.0406107
45,0.2015498,0.18884586,"('incompetent', 'competent')",0.2015498,0.1888459,-0.0127039
46,-0.51234776,-0.48849887,"('uncompetitive', 'competitive')",-0.5123478,-0.4884989,0.0238489
47,5.33481,5.537263,"('stupid', 'smart')",5.3348098,5.5372629,0.2024531
48,0.57734203,0.6110263,"('unintelligent', 'intelligent')",0.577342,0.6110263,0.0336843
