,basket_male,basket_female,tuple,average_male,average_female,female-male
0,0.12035563,-0.034327824,"('unsociable', 'sociable')",0.1203556,-0.0343278,-0.1546834
1,1.2348483,1.25936,"('unfriendly', 'friendly')",1.2348483,1.25936,0.0245117
2,0.17668143,0.31702015,"('unlikable', 'likable')",0.1766814,0.3170201,0.1403387
3,0.8934429,0.8968449,"('repellent', 'pleasant')",0.8934429,0.8968449,0.003402
4,-7.4588346,-7.6549864,"('disliked', 'liked')",-7.4588346,-7.6549864,-0.1961518
5,-0.5664577,-0.4171812,"('distant', 'outgoing')",-0.5664577,-0.4171812,0.1492765
6,-0.011278413,0.06774894,"('distant', 'open')",-0.0112784,0.0677489,0.0790273
7,1.1949868,1.1422629,"('insensitive', 'sensitive')",1.1949868,1.1422629,-0.0527239
8,0.8941058,0.90490603,"('unaffectionate', 'affectionate')",0.8941058,0.904906,0.0108002
9,1.340048,1.443257,"('unaffectionate', 'caring')",1.340048,1.443257,0.103209
10,1.1370411,1.039442,"('unsympathetic', 'sympathetic')",1.1370411,1.0394419,-0.0975992
11,1.7112333,1.6961789,"('unhelpful', 'helpful')",1.7112333,1.6961789,-0.0150544
12,-1.733694,-1.7528228,"('unsupportive', 'supportive')",-1.733694,-1.7528228,-0.0191288
13,0.10579549,0.04299432,"('impolite', 'polite')",0.1057955,0.0429943,-0.0628012
14,0.027985247,-0.061823193,"('antisocial', 'social')",0.0279852,-0.0618232,-0.0898084
15,0.1552835,0.060256697,"('boring', 'funny')",0.1552835,0.0602567,-0.0950268
16,-0.24071231,-0.17973912,"('unpopular', 'popular')",-0.2407123,-0.1797391,0.0609732
17,-0.06624809,-0.032405443,"('nasty', 'nice')",-0.0662481,-0.0324054,0.0338427
18,-0.35730642,-0.27381414,"('disagreeable', 'welcoming')",-0.3573064,-0.2738141,0.0834923
19,-0.9538764,-0.85202956,"('inhospitable', 'hospitable')",-0.9538764,-0.8520296,0.1018468
20,1.0558277,0.95646787,"('rough', 'thoughtful')",1.0558277,0.9564679,-0.0993598
21,-0.12319952,-0.06938551,"('immoral', 'moral')",-0.1231995,-0.0693855,0.053814
22,-0.2449844,-0.32087016,"('untrustworthy', 'trustworthy')",-0.2449844,-0.3208702,-0.0758858
23,6.120985,6.223843,"('insincere', 'sincere')",6.120985,6.2238431,0.1028581
24,1.4666066,1.4215803,"('dishonest', 'honest')",1.4666066,1.4215803,-0.0450263
25,0.6088613,0.6701482,"('egoistic', 'altruistic')",0.6088613,0.6701482,0.0612869
