,devon_male,devon_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,1.029447,0.8541203,"('unsociable', 'sociable')",0.021762611,-0.016882168,0.011554208,-0.15091252,0.3542546,0.2287752,-0.1254794
1,0.38478974,0.28590533,"('unfriendly', 'friendly')",0.47333032,0.34048173,0.84564346,0.7103893,0.5679212,0.4455921,-0.1223291
2,0.5899737,0.5709459,"('unlikable', 'likable')",1.2370403,1.2060765,0.5397065,0.59693056,0.7889068,0.7913176,0.0024108
3,0.14335287,0.2462255,"('repellent', 'pleasant')",-0.24090308,-0.088731445,0.98965544,0.98177475,0.2973684,0.3797563,0.0823879
4,-0.15542135,-0.31205994,"('disliked', 'liked')",0.651721,0.4772474,-6.7110248,-6.7013783,-2.071575,-2.1787303,-0.1071553
5,-0.8122202,-0.76597416,"('distant', 'outgoing')",0.16243309,0.10132203,-0.87348485,-0.83106124,-0.5077573,-0.4985711,0.0091862
6,-1.3440304,-1.3021742,"('distant', 'open')",-0.33831838,-0.44759667,-1.1835558,-1.1885592,-0.9553015,-0.9794434,-0.0241419
7,1.5566893,1.5010027,"('insensitive', 'sensitive')",0.6228861,0.749571,0.63057536,0.65598905,0.936717,0.9688543,0.0321373
8,0.56875235,0.5821281,"('unaffectionate', 'affectionate')",-0.5996386,-0.7405987,0.005019817,-0.05725137,-0.0086221,-0.0719073,-0.0632852
9,1.611249,1.6255354,"('unaffectionate', 'caring')",0.3557656,0.32193726,0.88050383,0.8529736,0.9491728,0.933482,-0.0156908
10,1.5979073,1.5666001,"('unsympathetic', 'sympathetic')",-0.70301455,-0.66687465,-0.25181112,-0.27278447,0.2143606,0.2089803,-0.0053803
11,1.189755,1.244516,"('unhelpful', 'helpful')",0.41274083,0.5686222,2.575214,2.6166396,1.3925699,1.4765927,0.0840228
12,1.389698,1.4238391,"('unsupportive', 'supportive')",0.49668813,0.576862,-1.912208,-1.8424183,-0.0086073,0.0527609,0.0613682
13,0.9087479,0.805438,"('impolite', 'polite')",0.17625809,0.25681317,-0.10400539,-0.14416294,0.3270002,0.3060294,-0.0209708
