,massey_male,massey_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,-0.82541054,-1.0087438,"('unsociable', 'sociable')",-0.15234196,-0.15097484,-0.094025865,-0.25093836,-0.3572595,-0.470219,-0.1129595
1,1.9606327,1.8150145,"('unfriendly', 'friendly')",0.45907664,0.22003713,1.5418596,1.5156226,1.3205229,1.1835581,-0.1369648
2,0.7165171,0.8107823,"('unlikable', 'likable')",1.195343,1.1386726,0.94323474,1.0593275,0.9516983,1.0029275,0.0512292
3,-1.3131981,-1.1606859,"('repellent', 'pleasant')",-0.010908308,0.013674987,0.87011665,0.82063824,-0.1513299,-0.1087909,0.042539
4,1.3218503,1.2700473,"('disliked', 'liked')",0.9603691,0.72742087,-6.959932,-7.159484,-1.5592375,-1.720672,-0.1614345
5,1.2209337,1.1750416,"('distant', 'outgoing')",0.120660186,0.020541243,-1.0124466,-0.76218146,0.1097157,0.1444671,0.0347514
6,1.202854,1.2238712,"('distant', 'open')",-0.34476116,-0.5779588,-0.97937274,-0.75094426,-0.0404266,-0.0350106,0.005416
7,-0.07027423,-0.11893412,"('insensitive', 'sensitive')",0.69134706,0.72231615,0.52476877,0.5060095,0.3819472,0.3697972,-0.01215
8,0.82537913,0.6266628,"('unaffectionate', 'affectionate')",-0.19822952,-0.48135468,0.47994974,0.530555,0.3690331,0.2252877,-0.1437454
9,1.5181159,1.383817,"('unaffectionate', 'caring')",0.59299076,0.42926624,1.0372279,1.090463,1.0494448,0.9678488,-0.081596
10,-1.3346698,-1.3790157,"('unsympathetic', 'sympathetic')",-0.5305563,-0.5926199,-0.017136503,-0.10900307,-0.6274542,-0.6935462,-0.066092
11,-1.4385866,-1.5568823,"('unhelpful', 'helpful')",0.20763692,0.30205703,2.3840437,2.3702464,0.3843647,0.3718071,-0.0125576
12,1.3807615,1.3179256,"('unsupportive', 'supportive')",1.1994078,1.1429392,-1.8433546,-1.826811,0.2456049,0.2113513,-0.0342536
13,-1.741538,-1.7933804,"('impolite', 'polite')",-0.16764064,0.020920485,0.024309032,0.057925195,-0.6282899,-0.5715115,0.0567784
14,-0.86588883,-0.962046,"('antisocial', 'social')",0.71005815,0.75890374,0.33908808,0.18744561,0.0610858,-0.0052322,-0.066318
15,0.027141072,-0.13077238,"('boring', 'funny')",-0.11340518,-0.17153522,0.47895685,0.5158907,0.1308976,0.0711944,-0.0597032
16,-0.06625964,-0.23487788,"('unpopular', 'popular')",-0.26806647,-0.42421123,0.014672577,-0.019300401,-0.1065512,-0.2261298,-0.1195786
17,-0.38776538,-0.34172764,"('nasty', 'nice')",-0.81005496,-0.68383414,-0.16482098,-0.065374866,-0.4542138,-0.3636456,0.0905682
18,-0.48144618,-0.3334817,"('disagreeable', 'welcoming')",-1.1198342,-1.06363,-1.0416265,-0.9351197,-0.8809689,-0.7774104,0.1035585
19,0.9242006,0.9700483,"('inhospitable', 'hospitable')",-0.42643386,-0.59762627,-0.19077908,-0.08005543,0.1023292,0.0974555,-0.0048737
20,0.07861361,0.22448,"('rough', 'thoughtful')",-0.053957205,-0.019057266,0.55169636,0.469265,0.1921176,0.2248959,0.0327783
21,-0.8378497,-0.58179086,"('immoral', 'moral')",0.8034064,0.9215316,-0.46860325,-0.366119,-0.1676822,-0.0087927,0.1588895
22,-0.80869967,-0.80618984,"('untrustworthy', 'trustworthy')",-0.66983247,-0.7267669,-0.2918688,-0.3122505,-0.5901336,-0.6150691,-0.0249355
23,-0.43994477,-0.551998,"('insincere', 'sincere')",-0.031337097,0.040009506,6.6150036,6.5884066,2.0479072,2.0254726,-0.0224346
24,-0.11249739,0.01919864,"('dishonest', 'honest')",0.4144428,0.54278046,0.82931614,0.9207707,0.3770872,0.4942499,0.1171627
25,0.8042658,0.97226185,"('egoistic', 'altruistic')",0.870815,0.80343187,1.140734,1.1443725,0.9386049,0.9733554,0.0347505
26,2.8141427,2.6347055,"('hardhearted', 'benevolent')",0.53412426,0.43237108,1.8122506,1.6735135,1.7201726,1.5801967,-0.1399759
27,0.10522837,0.2381646,"('hardhearted', 'softhearted')",-0.26233682,-0.21839169,0.8916781,0.88676494,0.2448566,0.3021793,0.0573227
28,0.33807766,0.0022755228,"('disloyal', 'loyal')",0.18722439,-0.016866773,1.1329587,0.9411782,0.5527536,0.3088623,-0.2438913
29,0.15953888,0.104722455,"('unfair', 'fair')",-0.5902447,-0.6024536,-0.74580985,-0.7958111,-0.3921719,-0.4311808,-0.0390089
30,-0.2270505,-0.17482522,"('intolerant', 'tolerant')",0.6109867,0.7691281,0.61705345,0.73261863,0.3336632,0.4423072,0.108644
31,1.1158346,1.2504252,"('evil', 'good')",-0.81766635,-0.9316327,-1.500567,-1.3109201,-0.4007996,-0.3307092,0.0700904
32,0.4707517,0.39781958,"('unkind', 'kind')",0.11311896,0.050715446,1.5801355,1.397502,0.7213354,0.6153456,-0.1059898
33,1.2270905,1.1518993,"('wrong', 'right')",1.2915196,1.2014272,-0.7053692,-0.7093332,0.6044136,0.5479978,-0.0564158
34,-0.7902203,-0.50679356,"('mean', 'honorable')",0.19288468,0.29442233,5.3795185,5.6796856,1.5940609,1.8224381,0.2283772
35,0.6830757,0.7192423,"('corrupt', 'incorrupt')",-0.72865725,-0.86475825,-0.8347949,-0.8815232,-0.2934588,-0.3423464,-0.0488876
36,0.9476764,0.9732301,"('hostile', 'amicable')",-0.42303568,-0.8532399,-0.4838478,-0.5242054,0.0135976,-0.1347384,-0.148336
37,0.039140325,0.0007856153,"('fake', 'genuine')",0.3998582,0.3309716,0.22841583,0.20833665,0.2224715,0.1800313,-0.0424402
38,0.64237463,0.6217296,"('untruthful', 'truthful')",0.815015,0.73237544,0.2968576,0.2929055,0.5847491,0.5490035,-0.0357456
39,0.24706945,0.42507038,"('exploitative', 'cooperative')",-0.55975795,-0.23326002,0.2927779,0.41375935,-0.0066369,0.2018566,0.2084935
40,0.9836847,1.0318542,"('stingy', 'generous')",0.40782422,0.37860066,-2.4589472,-2.4992774,-0.3558127,-0.3629409,-0.0071282
41,0.21050787,0.18874341,"('unforgiving', 'forgiving')",-0.61963993,-0.70110404,0.66092694,0.5596932,0.0839316,0.0157775,-0.0681541
42,0.15853474,0.102190405,"('unreliable', 'reliable')",-0.06855279,-0.15788566,-3.2853253,-3.2949266,-1.0651144,-1.116874,-0.0517596
43,-0.4733705,-0.46589348,"('irresponsible', 'responsible')",0.5562849,0.69338727,0.6007323,0.6417964,0.2278822,0.2897634,0.0618812
44,-2.0545573,-1.9757996,"('prejudiced', 'unprejudiced')",-0.42745256,-0.32144064,-1.4186673,-1.3649393,-1.3002257,-1.2207265,0.0794992
45,-0.75652236,-0.79667336,"('incompetent', 'competent')",-0.19830275,-0.3256669,0.06740901,-0.057059698,-0.2958054,-0.3931333,-0.0973279
46,-1.0636989,-1.1614912,"('uncompetitive', 'competitive')",0.25179163,0.245547,-0.5766814,-0.75984555,-0.4628629,-0.5585966,-0.0957337
47,-0.30805022,-0.1580793,"('stupid', 'smart')",0.63990915,0.7735327,5.602721,5.830092,1.9781934,2.1485151,0.1703217
48,-0.34056002,-0.24311022,"('unintelligent', 'intelligent')",0.7195309,0.836995,-0.27725944,-0.22748613,0.0339038,0.1221329,0.0882291
49,-0.55755657,-0.49107593,"('unable', 'able')",-0.40386927,-0.26858056,-0.42434847,-0.36054376,-0.4619248,-0.3734001,0.0885247
50,-0.36979002,-0.4841779,"('clumsy', 'skillful')",0.11770277,-0.19888552,-0.33842868,-0.4077779,-0.1968386,-0.3636138,-0.1667752
51,-0.25893366,-0.32152167,"('uneducated', 'educated')",-0.024300748,-0.14583504,0.84801984,0.6594424,0.1882618,0.0640286,-0.1242332
52,0.71199673,0.6923659,"('irrational', 'rational')",0.029128619,-0.17230015,-0.5119415,-0.41092965,0.0763946,0.0363787,-0.0400159
53,0.5543568,0.43725935,"('uncreative', 'creative')",0.4901911,0.37201822,0.36154845,0.25628632,0.4686988,0.355188,-0.1135108
54,0.27677462,0.12170026,"('incapable', 'capable')",-0.12060398,-0.26580104,1.0629202,0.95043665,0.4063636,0.2687786,-0.137585
55,-1.8918451,-1.8709458,"('incompetent', 'clever')",-0.5508568,-0.44202533,0.23499475,0.18359733,-0.7359024,-0.7097913,0.0261111
56,0.106259055,0.041831553,"('impractical', 'practical')",0.8598452,0.93496054,-0.20370992,-0.29182538,0.2541315,0.2283222,-0.0258093
57,-0.4273224,-0.5485233,"('unimaginative', 'imaginative')",0.96505934,0.76978177,-3.1085792,-3.3365064,-0.8569474,-1.038416,-0.1814686
58,0.30333206,0.28833115,"('undiscriminating', 'discriminating')",0.89166564,0.785022,0.34930608,0.25690228,0.5147679,0.4434185,-0.0713494
59,0.94050676,1.0008758,"('foolish', 'wise')",0.83424,0.74492437,-0.40416563,-0.24337219,0.4568604,0.5008094,0.043949
60,-2.1034305,-2.0296745,"('inefficient', 'efficient')",1.049447,1.3298202,-0.09339531,0.034948733,-0.3824596,-0.2216352,0.1608244
61,0.73989075,0.76391846,"('illogical', 'logical')",1.3337317,1.2604693,0.15897314,0.03896507,0.7441986,0.6877843,-0.0564143
62,-1.2702311,-1.1963419,"('incompetent', 'brilliant')",0.66039145,0.85440487,0.16255017,0.23032019,-0.1490965,-0.0372056,0.1118909
63,-0.42350438,-0.37489614,"('unperceptive', 'insightful')",0.6439601,0.6254858,0.4048889,0.40594384,0.2084482,0.2188445,0.0103963
64,-0.6513346,-0.619958,"('shy', 'confident')",1.1100057,1.1545491,-6.403745,-6.4358644,-1.9816914,-1.9670911,0.0146003
65,-1.7920178,-1.928681,"('insecure', 'secure')",0.045470536,0.07191109,0.25395104,0.30798948,-0.497532,-0.5162601,-0.0187281
66,0.4628456,0.30313382,"('inactive', 'active')",-0.56025004,-0.65962875,0.52276784,0.4810215,0.1417878,0.0415089,-0.1002789
67,0.36249375,0.26756632,"('doubtful', 'determined')",-0.10362816,-0.050738905,-0.37360027,-0.34814695,-0.0382449,-0.0437732,-0.0055283
68,-1.0169206,-0.65961003,"('dependent', 'independent')",-0.54384166,-0.47587612,-1.5491637,-1.4941379,-1.0366419,-0.8765413,0.1601006
69,1.1003094,1.1665549,"('lazy', 'industrious')",0.70307505,0.5760784,-1.4985106,-1.4128245,0.1016246,0.1099363,0.0083117
70,-0.53028953,-0.6232306,"('lethargic', 'energetic')",0.30816984,0.30864453,0.47865722,0.42619157,0.0855125,0.0372018,-0.0483107
71,2.6969957,2.5495527,"('diffident', 'self-confident')",1.4475453,1.4189941,0.4749375,0.48778138,1.5398261,1.4854428,-0.0543833
72,-0.2629044,-0.20344335,"('unambitious', 'ambitious')",0.85059476,0.8770807,-0.58565605,-0.52243096,0.0006781,0.0504021,0.049724
73,2.095255,2.2441354,"('helpless', 'self-reliant')",1.4589604,1.2843177,-3.583458,-3.5099425,-0.0097475,0.0061702,0.0159177
74,1.7079113,1.7214065,"('undedicated', 'dedicated')",0.20846924,0.12995833,0.09194229,-0.048456676,0.6694409,0.6009694,-0.0684715
75,-0.37538558,-0.16642973,"('meek', 'impulsive')",0.23622084,0.09824309,-0.23043087,-0.19838837,-0.1231985,-0.0888583,0.0343402
76,-1.9330858,-2.0077446,"('anxious', 'daring')",-0.7685617,-0.5883632,-0.06806907,-0.13238752,-0.9232388,-0.9094984,0.0137404
77,-1.2663513,-1.2864333,"('unmotivated', 'motivated')",0.30827498,0.35825142,-1.236607,-1.1868325,-0.7315611,-0.7050049,0.0265562
78,-0.6166723,-0.7785412,"('nonresilient', 'resilient')",0.15231903,0.056922454,-0.28903925,-0.2990544,-0.2511308,-0.3402244,-0.0890936
79,0.16730525,0.1381105,"('wavering', 'unwavering')",-0.1152091,-0.46184883,-0.6696771,-0.6490833,-0.2058603,-0.3242739,-0.1184136
80,-0.35304576,-0.36626875,"('dominated', 'dominating')",0.38706958,0.59621596,0.4685106,0.24258,0.1675115,0.1575091,-0.0100024
81,-2.098726,-2.0658667,"('submissive', 'aggressive')",0.99435997,1.1550614,-0.5644965,-0.5956731,-0.5562875,-0.5021595,0.054128
82,-0.55666494,-0.63683915,"('poor', 'rich')",-0.52004653,-0.65995187,6.4670944,6.3833885,1.7967943,1.6955325,-0.1012618
83,0.3093959,0.26547292,"('powerless', 'powerful')",0.9267987,1.0414982,-1.5369724,-1.6172237,-0.1002593,-0.1034176,-0.0031583
84,1.1734473,0.97776204,"('inferior', 'superior')",0.10157341,0.047697864,0.39220646,0.39570123,0.5557423,0.4737204,-0.0820219
85,2.8356357,2.982419,"('insignificant', 'prestigious')",0.8975616,0.61160606,-0.505644,-0.41899872,1.075851,1.0583421,-0.0175089
86,0.817801,0.7020465,"('uninfluential', 'influential')",0.53115356,0.4398421,-0.0373043,-0.23841116,0.4372168,0.3011591,-0.1360577
87,0.5728229,0.3239576,"('unsuccessful', 'successful')",0.46191713,0.29611272,0.63815564,0.53538406,0.5576319,0.3851515,-0.1724804
88,0.15648828,0.1853844,"('low', 'eminent')",0.36521408,0.15896702,-0.13165681,-0.29631227,0.1300152,0.016013,-0.1140022
