,brain_male,brain_female,tuple,average_male,average_female,female-male
0,0.35200807,0.34875402,"('unsociable', 'sociable')",0.3520081,0.348754,-0.0032541
1,1.0014672,0.88466656,"('unfriendly', 'friendly')",1.0014672,0.8846666,-0.1168006
2,0.049640104,0.16175777,"('unlikable', 'likable')",0.0496401,0.1617578,0.1121177
3,0.72665095,0.9032026,"('repellent', 'pleasant')",0.726651,0.9032026,0.1765516
4,-7.032587,-7.3606954,"('disliked', 'liked')",-7.0325871,-7.3606954,-0.3281083
5,-0.5944437,-0.7113943,"('distant', 'outgoing')",-0.5944437,-0.7113943,-0.1169506
6,-0.14990862,-0.3888346,"('distant', 'open')",-0.1499086,-0.3888346,-0.238926
7,1.3357444,1.4531325,"('insensitive', 'sensitive')",1.3357444,1.4531325,0.1173881
8,1.0492984,0.8476257,"('unaffectionate', 'affectionate')",1.0492984,0.8476257,-0.2016727
9,1.4387354,1.3955843,"('unaffectionate', 'caring')",1.4387354,1.3955843,-0.0431511
10,1.1657052,1.3355888,"('unsympathetic', 'sympathetic')",1.1657052,1.3355888,0.1698836
11,1.7417551,1.9309214,"('unhelpful', 'helpful')",1.7417551,1.9309214,0.1891663
12,-1.4430647,-1.4190078,"('unsupportive', 'supportive')",-1.4430647,-1.4190078,0.0240569
13,0.079420455,0.3671347,"('impolite', 'polite')",0.0794205,0.3671347,0.2877142
14,0.46628922,0.5546391,"('antisocial', 'social')",0.4662892,0.5546391,0.0883499
15,0.57494134,0.45318887,"('boring', 'funny')",0.5749413,0.4531889,-0.1217524
16,-0.840987,-0.8793594,"('unpopular', 'popular')",-0.840987,-0.8793594,-0.0383724
17,0.120896615,0.06555993,"('nasty', 'nice')",0.1208966,0.0655599,-0.0553367
18,-0.43420354,-0.350455,"('disagreeable', 'welcoming')",-0.4342035,-0.350455,0.0837485
19,-0.7170941,-0.82272935,"('inhospitable', 'hospitable')",-0.7170941,-0.8227293,-0.1056352
20,0.61535937,0.5196207,"('rough', 'thoughtful')",0.6153594,0.5196207,-0.0957387
21,-0.1178643,0.22305848,"('immoral', 'moral')",-0.1178643,0.2230585,0.3409228
22,-0.10508061,-0.091126785,"('untrustworthy', 'trustworthy')",-0.1050806,-0.0911268,0.0139538
23,5.954684,6.2870855,"('insincere', 'sincere')",5.9546838,6.2870855,0.3324017
24,1.4253383,1.4602872,"('dishonest', 'honest')",1.4253383,1.4602872,0.0349489
25,0.68624353,0.626876,"('egoistic', 'altruistic')",0.6862435,0.626876,-0.0593675
26,1.194303,0.8882851,"('hardhearted', 'benevolent')",1.194303,0.8882851,-0.3060179
