,thong_male,thong_female,tuple,average_male,average_female,female-male
0,0.36787775,0.31338236,"('unsociable', 'sociable')",0.3678778,0.3133824,-0.0544954
1,1.3429072,1.3315656,"('unfriendly', 'friendly')",1.3429072,1.3315656,-0.0113416
2,0.6747251,0.78822774,"('unlikable', 'likable')",0.6747251,0.7882277,0.1135026
3,1.0581635,1.2584637,"('repellent', 'pleasant')",1.0581635,1.2584637,0.2003002
4,-6.9470916,-6.9025564,"('disliked', 'liked')",-6.9470916,-6.9025564,0.0445352
5,-0.13344905,0.0043638665,"('distant', 'outgoing')",-0.133449,0.0043639,0.1378129
6,0.02708412,0.15321791,"('distant', 'open')",0.0270841,0.1532179,0.1261338
7,1.6497133,1.7351941,"('insensitive', 'sensitive')",1.6497133,1.7351941,0.0854808
8,0.9162678,0.84646565,"('unaffectionate', 'affectionate')",0.9162678,0.8464656,-0.0698022
9,1.3223425,1.3601924,"('unaffectionate', 'caring')",1.3223425,1.3601924,0.0378499
10,1.768342,1.7769165,"('unsympathetic', 'sympathetic')",1.768342,1.7769165,0.0085745
11,2.2980204,2.28428,"('unhelpful', 'helpful')",2.2980204,2.2842801,-0.0137403
12,-0.8222817,-0.78598887,"('unsupportive', 'supportive')",-0.8222817,-0.7859889,0.0362928
13,0.53122044,0.4887173,"('impolite', 'polite')",0.5312204,0.4887173,-0.0425031
14,0.44856164,0.3707206,"('antisocial', 'social')",0.4485616,0.3707206,-0.077841
15,0.3074197,0.31618518,"('boring', 'funny')",0.3074197,0.3161852,0.0087655
16,-0.5272186,-0.3529089,"('unpopular', 'popular')",-0.5272186,-0.3529089,0.1743097
17,0.041492645,0.03210855,"('nasty', 'nice')",0.0414926,0.0321085,-0.0093841
18,-0.113659546,-0.12701422,"('disagreeable', 'welcoming')",-0.1136595,-0.1270142,-0.0133547
19,-0.1730447,-0.093087815,"('inhospitable', 'hospitable')",-0.1730447,-0.0930878,0.0799569
20,0.8022416,0.7442918,"('rough', 'thoughtful')",0.8022416,0.7442918,-0.0579498
21,0.557471,0.6439654,"('immoral', 'moral')",0.557471,0.6439654,0.0864944
22,0.30142167,0.23189552,"('untrustworthy', 'trustworthy')",0.3014217,0.2318955,-0.0695262
23,6.881622,6.9405794,"('insincere', 'sincere')",6.8816218,6.9405794,0.0589576
24,2.3596923,2.388765,"('dishonest', 'honest')",2.3596923,2.3887651,0.0290728
25,0.27658918,0.18342625,"('egoistic', 'altruistic')",0.2765892,0.1834262,-0.093163
26,-0.12602255,-0.18623656,"('hardhearted', 'benevolent')",-0.1260225,-0.1862366,-0.0602141
27,1.4552419,1.3731276,"('hardhearted', 'softhearted')",1.4552419,1.3731276,-0.0821143
28,1.3410059,1.3711318,"('disloyal', 'loyal')",1.3410059,1.3711318,0.0301259
29,-0.16560134,-0.24298513,"('unfair', 'fair')",-0.1656013,-0.2429851,-0.0773838
