,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,female-male
0,1.2720563,0.9998217,"('unsociable', 'sociable')",0.33939654,0.037874606,-0.12160468,-0.33915576,0.496616,0.2328469,-0.2637691
1,0.07232506,-0.17913245,"('unfriendly', 'friendly')",-0.36650518,-0.6468696,1.3320899,1.1245182,0.3459699,0.0995054,-0.2464645
2,0.47655207,0.46034598,"('unlikable', 'likable')",0.7440625,0.7207695,0.3686729,0.35478437,0.5297625,0.5119666,-0.0177959
3,-0.6879805,-0.64857584,"('repellent', 'pleasant')",-0.49895146,-0.38672048,0.7159199,0.8234995,-0.157004,-0.0705989,0.0864051
4,-0.73504645,-0.93766624,"('disliked', 'liked')",0.22827755,0.1922823,-6.464662,-6.4458437,-2.3238103,-2.3970758,-0.0732655
5,-0.5019633,-0.47723013,"('distant', 'outgoing')",0.16034536,0.21167907,-0.36863738,-0.21694195,-0.2367518,-0.160831,0.0759208
6,-0.87051797,-0.79619473,"('distant', 'open')",-0.34930536,-0.23176694,-0.4693591,-0.3807407,-0.5630608,-0.4695675,0.0934933
7,0.65568423,0.6298583,"('insensitive', 'sensitive')",0.118738875,0.1338633,0.4367699,0.45484957,0.403731,0.4061904,0.0024594
8,-0.15986758,-0.45986634,"('unaffectionate', 'affectionate')",-0.2535424,-0.39139137,1.0226971,0.87272495,0.2030957,0.0071558,-0.1959399
9,0.52397543,0.5405965,"('unaffectionate', 'caring')",-0.2624384,-0.3092993,1.5019712,1.4528747,0.5878361,0.5613906,-0.0264455
10,0.0032927394,-0.25986624,"('unsympathetic', 'sympathetic')",-0.9251589,-1.1029806,-0.22655176,-0.4821346,-0.382806,-0.6149938,-0.2321878
11,0.14918041,0.10410779,"('unhelpful', 'helpful')",-0.2417176,-0.3225731,1.9894392,1.9848387,0.6323007,0.5887911,-0.0435096
12,1.0453598,1.0479625,"('unsupportive', 'supportive')",0.45371407,0.39848673,-1.5803614,-1.5718477,-0.0270958,-0.0417995,-0.0147037
13,1.6832957,1.7230282,"('impolite', 'polite')",0.23364012,0.08120444,-0.63229364,-0.7617664,0.4282141,0.3474887,-0.0807254
14,1.2134992,1.1544946,"('antisocial', 'social')",0.19177954,0.06390888,0.056450285,-0.0134560205,0.487243,0.4016492,-0.0855938
15,0.10392873,-0.0868828,"('boring', 'funny')",-0.109081686,-0.25138667,-0.21331868,-0.26818258,-0.0728239,-0.2021507,-0.1293268
16,-1.9041647,-1.853931,"('unpopular', 'popular')",-0.65430665,-0.5312279,0.14187554,0.08656239,-0.8055319,-0.7661988,0.0393331
17,-0.70848554,-0.8405721,"('nasty', 'nice')",-0.30017385,-0.44282565,-0.5630467,-0.6169625,-0.523902,-0.6334534,-0.1095514
18,-0.6045635,-0.7457105,"('disagreeable', 'welcoming')",-0.20110342,-0.18840782,-0.57980806,-0.6156786,-0.461825,-0.516599,-0.054774
19,-0.9501264,-1.0188979,"('inhospitable', 'hospitable')",-0.2696785,-0.355874,-0.5562508,-0.59722996,-0.5920186,-0.6573339,-0.0653153
20,0.32430574,0.37104297,"('rough', 'thoughtful')",0.145271,0.18978034,0.9104183,0.90414464,0.4599983,0.4883227,0.0283244
21,0.9551049,0.9643165,"('immoral', 'moral')",-0.19257703,-0.3657655,-0.68339777,-0.7715982,0.0263767,-0.0576824,-0.0840591
