,host_male,host_female,tuple,hotels_male,hotels_female,&_male,&_female,resorts_male,resorts_female,inc_male,inc_female,average_male,average_female,female-male
0,1.4774867,1.491715,"('unsociable', 'sociable')",1.3719025,1.2944094,0.061433263,-0.025676936,0.81901073,0.73885155,-0.35725352,-0.5276713,0.6745159,0.5943255,-0.0801904
1,-1.6087778,-1.5855995,"('unfriendly', 'friendly')",0.24617484,0.23752089,-0.103695095,-0.06840364,0.9290861,0.98743355,2.210284,2.0541651,0.3346144,0.3250233,-0.0095911
2,0.08745295,0.21229626,"('unlikable', 'likable')",1.5745031,1.711627,1.7859707,1.946238,2.146438,2.2111437,1.2105176,1.3020645,1.3609764,1.4766739,0.1156975
3,0.25779215,0.41601306,"('repellent', 'pleasant')",0.21071401,0.38196033,-0.39985007,-0.25438774,-0.3954282,-0.25821608,0.06421822,0.15240969,-0.0525108,0.0875558,0.1400666
4,-2.4109783,-2.4285035,"('disliked', 'liked')",0.18011144,0.1834907,0.090165734,0.038304515,0.6917968,0.72428054,-5.863755,-5.8422093,-1.4625319,-1.4649274,-0.0023955
5,-3.0506387,-3.0550358,"('distant', 'outgoing')",0.13621697,0.13116382,0.49677956,0.6149506,1.6406686,1.6335868,0.48894858,0.498653,-0.057605,-0.0353363,0.0222687
6,-2.8768473,-2.8363888,"('distant', 'open')",-0.044300955,-0.041374747,0.4419913,0.60573596,1.2951093,1.306844,1.1000751,1.0701114,-0.0167945,0.0209856,0.0377801
7,1.9982442,2.085502,"('insensitive', 'sensitive')",0.53280485,0.61850536,0.5060849,0.5166154,-0.1726839,-0.09939453,0.49367312,0.44929004,0.6716246,0.7141036,0.042479
8,-1.2513609,-1.2541549,"('unaffectionate', 'affectionate')",-0.37045354,-0.3962891,-1.0147338,-0.8737736,0.71700126,0.6403856,1.0881319,0.99226743,-0.166283,-0.1783129,-0.0120299
9,-0.06300603,0.016508548,"('unaffectionate', 'caring')",0.42787486,0.44025382,-0.43034074,-0.3501673,1.2998517,1.2799613,1.4649496,1.411166,0.5398659,0.5595445,0.0196786
10,2.3694136,2.4301302,"('unsympathetic', 'sympathetic')",0.04272969,0.13964583,-1.5467701,-1.5387471,-1.195091,-1.0950496,-0.6568339,-0.68779707,-0.1973104,-0.1503635,0.0469469
11,1.536285,1.5910239,"('unhelpful', 'helpful')",-0.6956297,-0.6836338,-0.2993819,-0.27421814,-0.55400324,-0.5287179,1.6060085,1.6391143,0.3186557,0.3487137,0.030058
12,1.9612409,2.1047173,"('unsupportive', 'supportive')",1.2857199,1.4110347,0.30176154,0.5004257,1.1402522,1.1925186,-1.2960142,-1.2642169,0.678592,0.7888959,0.1103039
13,2.5651584,2.5772367,"('impolite', 'polite')",0.7191386,0.70909834,0.15379177,0.054540288,0.23089907,0.18171568,-0.41983518,-0.5254714,0.6498305,0.5994239,-0.0504066
14,2.4625638,2.462366,"('antisocial', 'social')",2.818756,2.8091338,1.1114019,1.0271556,1.4493115,1.4395754,-0.80329937,-0.7755157,1.4077468,1.392543,-0.0152038
15,-0.48009306,-0.6141275,"('boring', 'funny')",-0.34723514,-0.43786222,-0.038637675,-0.161608,-0.36033636,-0.5054791,0.40828803,0.36585245,-0.1636029,-0.2706449,-0.107042
16,-1.7680415,-1.6940153,"('unpopular', 'popular')",1.2642827,1.2571328,0.7198836,0.7074469,2.537893,2.5327156,0.82760644,0.8807406,0.7163249,0.7368041,0.0204792
17,-1.600168,-1.5968369,"('nasty', 'nice')",-0.07153442,0.002497755,-0.5622164,-0.502864,-0.043304563,0.013604242,-0.32582444,-0.22174485,-0.5206095,-0.4610688,0.0595407
18,0.16486812,0.2686049,"('disagreeable', 'welcoming')",0.4791643,0.52392954,1.4465902,1.6130842,0.83755225,0.9056826,-0.034250423,-0.049175147,0.5787849,0.6524252,0.0736403
19,-1.9477892,-1.984362,"('inhospitable', 'hospitable')",-1.7696457,-1.7051097,-0.752528,-0.64859,-1.3839731,-1.2798865,0.021777976,0.12202094,-1.1664316,-1.0991856,0.067246
20,0.30398855,0.3921075,"('rough', 'thoughtful')",-0.11316584,-0.02583312,0.4448757,0.59712666,-0.6021172,-0.5220801,0.9945387,0.9872543,0.205624,0.2857151,0.0800911
21,1.4146901,1.472223,"('immoral', 'moral')",0.46959203,0.45655677,-0.36386958,-0.39878666,-1.1507796,-1.0920388,-1.0530899,-1.0449982,-0.1366914,-0.1214087,0.0152827
22,0.8147212,0.8453599,"('untrustworthy', 'trustworthy')",0.18383151,0.21056747,0.7915323,0.818924,-0.7449556,-0.697059,-1.0028864,-1.0455084,0.0084486,0.0264568,0.0180082
23,1.1902368,1.2078488,"('insincere', 'sincere')",0.15515357,0.23054948,-0.8457762,-0.7786108,-0.69865906,-0.67775655,5.12705,4.9863396,0.985601,0.9936741,0.0080731
24,1.482918,1.4658502,"('dishonest', 'honest')",-0.27770558,-0.3092565,-0.5692912,-0.55917317,-1.0028623,-1.0399302,0.8010626,0.7144,0.0868243,0.0543781,-0.0324462
25,-1.6828891,-1.6532544,"('egoistic', 'altruistic')",0.26727834,0.22745548,0.46663973,0.41946304,0.7822206,0.75798744,1.6367289,1.5398954,0.2939957,0.2583094,-0.0356863
26,-0.08389874,-0.11894797,"('hardhearted', 'benevolent')",1.6435384,1.6371899,2.1618838,2.0487094,0.9487036,1.0047649,1.7191647,1.6101687,1.2778784,1.236377,-0.0415014
27,-0.4300874,-0.4292469,"('hardhearted', 'softhearted')",-0.59131986,-0.5361527,-0.124306664,-0.06881482,-0.02912078,-0.115214996,1.5591171,1.4022509,0.0768565,0.0505643,-0.0262922
28,0.7715192,0.7376892,"('disloyal', 'loyal')",-0.08169813,-0.17288873,0.08852382,0.0266053,-0.8921532,-0.9379865,0.82030433,0.6702872,0.1412992,0.0647413,-0.0765579
29,-0.8111974,-0.8216927,"('unfair', 'fair')",0.30137998,0.31297868,-0.005033545,0.041513868,0.357899,0.33113873,-0.50723016,-0.63509196,-0.1328364,-0.1542307,-0.0213943
30,1.8048426,1.8164207,"('intolerant', 'tolerant')",1.8194678,1.8613484,0.2918216,0.34039634,0.69272214,0.732399,0.7557932,0.7044298,1.0729295,1.0909988,0.0180693
31,-3.372936,-3.341259,"('evil', 'good')",-0.9559108,-0.83609575,-0.5786291,-0.40099984,-0.24875617,-0.09745898,-0.57239115,-0.5906624,-1.1457246,-1.0532952,0.0924294
32,1.3518406,1.3819771,"('unkind', 'kind')",1.0248808,1.0006489,0.3242557,0.240898,-0.4575003,-0.49382785,0.6751427,0.5420372,0.5837239,0.5343467,-0.0493772
33,-0.20127374,-0.23551375,"('wrong', 'right')",0.047247726,0.0027358253,0.36069357,0.4018191,1.1332109,1.1227456,0.021342091,-0.070723034,0.2722441,0.2442127,-0.0280314
34,-0.9124342,-0.8318273,"('mean', 'honorable')",0.266022,0.3665666,-0.051392235,0.042136975,0.21162233,0.31225038,5.663378,5.7242026,1.0354391,1.1226659,0.0872268
35,-2.253303,-2.4064639,"('corrupt', 'incorrupt')",-0.6170888,-0.6915582,0.7353828,0.65353525,0.40245032,0.33644807,0.37260705,0.21443921,-0.2719903,-0.3787199,-0.1067296
36,-2.8850381,-2.899009,"('hostile', 'amicable')",-0.8019116,-0.7314644,-0.06619138,-0.02760224,0.70030814,0.80504626,0.48652115,0.31088784,-0.5132624,-0.5084283,0.0048341
