,solaredge_male,solaredge_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.69727135,-0.7192725,"('unsociable', 'sociable')",0.101414554,-0.056203417,-0.6062181,-0.8629968,-0.4006916,-0.5461576,-0.145466
1,-1.3443189,-1.3820319,"('unfriendly', 'friendly')",-0.77759814,-0.96269363,1.3231746,1.1960598,-0.2662475,-0.3828886,-0.1166411
2,0.12842512,0.1255853,"('unlikable', 'likable')",0.2410997,0.268536,1.2239116,1.3585032,0.5311455,0.5842082,0.0530627
3,-0.48864526,-0.3784771,"('repellent', 'pleasant')",0.6393183,0.67957085,-0.014054919,-0.0039010197,0.0455394,0.0990643,0.0535249
4,-0.30866975,-0.4457435,"('disliked', 'liked')",-0.46273565,-0.52470386,-4.623973,-4.765128,-1.7984594,-1.9118586,-0.1133992
5,-1.1509888,-1.1506287,"('distant', 'outgoing')",-1.2319244,-1.1973621,-0.18194562,-0.0466044,-0.8549529,-0.7981984,0.0567545
6,-1.6485264,-1.6605194,"('distant', 'open')",-1.9545565,-1.9391413,0.109992124,0.249652,-1.1643636,-1.1166696,0.047694
7,0.32051504,0.442432,"('insensitive', 'sensitive')",0.56814826,0.6156958,-0.15861917,-0.14659247,0.243348,0.3038451,0.0604971
8,-0.90512115,-0.9550773,"('unaffectionate', 'affectionate')",-0.94146055,-1.0282906,0.15349026,0.15645088,-0.5643638,-0.6089724,-0.0446086
9,-0.6409263,-0.6601035,"('unaffectionate', 'caring')",-0.38133627,-0.46946317,0.6704701,0.65884775,-0.1172642,-0.1569063,-0.0396421
10,-1.1781694,-1.1220974,"('unsympathetic', 'sympathetic')",-0.27194947,-0.34259304,-0.9010331,-1.0417837,-0.7837173,-0.8354913,-0.051774
11,-0.039737992,0.031483844,"('unhelpful', 'helpful')",1.4518465,1.4364684,1.4911586,1.4935237,0.9677557,0.9871586,0.0194029
12,0.016565159,0.13817075,"('unsupportive', 'supportive')",0.4402124,0.52661395,-1.986818,-1.9531982,-0.5100135,-0.4294712,0.0805423
13,-0.100281715,-0.025704097,"('impolite', 'polite')",0.2536329,0.25477755,-0.64441854,-0.7275729,-0.1636891,-0.1661665,-0.0024774
14,0.2577887,0.36168665,"('antisocial', 'social')",1.117041,1.1699934,-0.665663,-0.7234224,0.2363889,0.2694192,0.0330303
15,0.45570427,0.32842046,"('boring', 'funny')",-0.23242357,-0.29302564,0.98741764,0.91814566,0.4035661,0.3178468,-0.0857193
16,-0.5071747,-0.6411653,"('unpopular', 'popular')",0.08053428,0.03842217,0.8755619,0.8705123,0.1496405,0.0892564,-0.0603841
17,-0.16692258,-0.15648991,"('nasty', 'nice')",-0.71023947,-0.64714473,-0.3640178,-0.3506737,-0.4137266,-0.3847694,0.0289572
18,-0.08858588,-0.052561507,"('disagreeable', 'welcoming')",-0.20657194,-0.1417661,-0.2473818,-0.2015094,-0.1808465,-0.1319457,0.0489008
19,-1.9363438,-1.9595377,"('inhospitable', 'hospitable')",-1.0265728,-1.0679238,-0.15017158,0.03910628,-1.037696,-0.9961184,0.0415776
20,0.28002292,0.38704932,"('rough', 'thoughtful')",1.0489397,1.122285,0.6398493,0.60569775,0.6562706,0.7050107,0.0487401
21,0.38885087,0.375155,"('immoral', 'moral')",0.92842054,0.82865113,-0.49317452,-0.62706333,0.274699,0.1922476,-0.0824514
22,-0.7820319,-0.77892953,"('untrustworthy', 'trustworthy')",-0.120134115,-0.21364582,-0.88413423,-1.0134931,-0.5954334,-0.6686895,-0.0732561
23,-0.031772263,-0.0013777297,"('insincere', 'sincere')",-0.022306934,-0.06466098,3.991453,3.9200246,1.3124579,1.284662,-0.0277959
