,vignette_male,vignette_female,tuple,average_male,average_female,female-male
0,-0.6590432,-0.8028401,"('unsociable', 'sociable')",-0.6590432,-0.8028401,-0.1437969
1,-1.1443557,-1.194578,"('unfriendly', 'friendly')",-1.1443557,-1.1945781,-0.0502224
2,0.6982342,0.7226164,"('unlikable', 'likable')",0.6982342,0.7226164,0.0243822
3,-0.3359674,-0.32341918,"('repellent', 'pleasant')",-0.3359674,-0.3234192,0.0125482
4,-1.211327,-1.1195364,"('disliked', 'liked')",-1.211327,-1.1195364,0.0917906
5,-0.6534453,-0.5047699,"('distant', 'outgoing')",-0.6534453,-0.5047699,0.1486754
6,-1.0397781,-0.910319,"('distant', 'open')",-1.0397781,-0.910319,0.1294591
7,-0.80967444,-0.8383353,"('insensitive', 'sensitive')",-0.8096744,-0.8383353,-0.0286609
8,-0.9424839,-1.0051126,"('unaffectionate', 'affectionate')",-0.9424839,-1.0051126,-0.0626287
9,-1.1580802,-1.2738056,"('unaffectionate', 'caring')",-1.1580802,-1.2738056,-0.1157254
10,-0.6845703,-0.854968,"('unsympathetic', 'sympathetic')",-0.6845703,-0.854968,-0.1703977
11,0.28158602,0.0946956,"('unhelpful', 'helpful')",0.281586,0.0946956,-0.1868904
12,-1.1197681,-1.1001168,"('unsupportive', 'supportive')",-1.1197681,-1.1001168,0.0196513
13,-0.3625385,-0.5665764,"('impolite', 'polite')",-0.3625385,-0.5665764,-0.2040379
14,-0.035474442,-0.0692526,"('antisocial', 'social')",-0.0354744,-0.0692526,-0.0337782
15,0.22694647,0.1964456,"('boring', 'funny')",0.2269465,0.1964456,-0.0305009
16,0.7425156,0.70838207,"('unpopular', 'popular')",0.7425156,0.7083821,-0.0341335
17,-0.25499675,-0.192436,"('nasty', 'nice')",-0.2549967,-0.192436,0.0625607
18,-0.64474756,-0.66297376,"('disagreeable', 'welcoming')",-0.6447476,-0.6629738,-0.0182262
19,-0.97066844,-0.91662794,"('inhospitable', 'hospitable')",-0.9706684,-0.9166279,0.0540405
20,0.7163574,0.66680974,"('rough', 'thoughtful')",0.7163574,0.6668097,-0.0495477
21,0.2137397,0.16534051,"('immoral', 'moral')",0.2137397,0.1653405,-0.0483992
22,-0.07158705,-0.16170073,"('untrustworthy', 'trustworthy')",-0.071587,-0.1617007,-0.0901137
23,0.33287323,0.19978662,"('insincere', 'sincere')",0.3328732,0.1997866,-0.1330866
24,-0.6882088,-0.8342396,"('dishonest', 'honest')",-0.6882088,-0.8342396,-0.1460308
25,0.06268038,0.020124529,"('egoistic', 'altruistic')",0.0626804,0.0201245,-0.0425559
26,0.12183257,0.07152893,"('hardhearted', 'benevolent')",0.1218326,0.0715289,-0.0503037
27,-0.281723,-0.39659852,"('hardhearted', 'softhearted')",-0.281723,-0.3965985,-0.1148755
28,-0.1071679,-0.29291448,"('disloyal', 'loyal')",-0.1071679,-0.2929145,-0.1857466
29,-0.2870969,-0.29859924,"('unfair', 'fair')",-0.2870969,-0.2985992,-0.0115023
30,0.08396229,-0.09243573,"('intolerant', 'tolerant')",0.0839623,-0.0924357,-0.176398
