,blanket_male,blanket_female,tuple,average_male,average_female,female-male
0,-0.2337307,-0.26149836,"('unsociable', 'sociable')",-0.2337307,-0.2614984,-0.0277677
1,1.1957493,1.1575661,"('unfriendly', 'friendly')",1.1957493,1.1575661,-0.0381832
2,-0.12441993,-0.063942544,"('unlikable', 'likable')",-0.1244199,-0.0639425,0.0604774
3,0.5897725,0.65071875,"('repellent', 'pleasant')",0.5897725,0.6507187,0.0609462
4,-7.29761,-7.4651027,"('disliked', 'liked')",-7.2976098,-7.4651027,-0.1674929
5,-0.77082825,-0.785318,"('distant', 'outgoing')",-0.7708282,-0.785318,-0.0144898
6,-0.024630867,-0.09793097,"('distant', 'open')",-0.0246309,-0.097931,-0.0733001
7,0.6416904,0.68589497,"('insensitive', 'sensitive')",0.6416904,0.685895,0.0442046
8,1.20431,1.1021849,"('unaffectionate', 'affectionate')",1.2043101,1.1021849,-0.1021252
9,1.4780444,1.5209997,"('unaffectionate', 'caring')",1.4780444,1.5209997,0.0429553
10,0.786734,0.77891755,"('unsympathetic', 'sympathetic')",0.786734,0.7789176,-0.0078164
11,1.1088573,1.1651263,"('unhelpful', 'helpful')",1.1088573,1.1651263,0.056269
12,-1.9050591,-1.9099723,"('unsupportive', 'supportive')",-1.9050591,-1.9099723,-0.0049132
13,-0.5382556,-0.5172572,"('impolite', 'polite')",-0.5382556,-0.5172572,0.0209984
14,0.119772024,0.10971148,"('antisocial', 'social')",0.119772,0.1097115,-0.0100605
15,0.20486665,0.12064601,"('boring', 'funny')",0.2048666,0.120646,-0.0842206
16,-0.47199255,-0.45891485,"('unpopular', 'popular')",-0.4719926,-0.4589148,0.0130778
17,-0.3034898,-0.24276975,"('nasty', 'nice')",-0.3034898,-0.2427697,0.0607201
18,-0.42564762,-0.47570872,"('disagreeable', 'welcoming')",-0.4256476,-0.4757087,-0.0500611
19,-0.6757658,-0.7128237,"('inhospitable', 'hospitable')",-0.6757658,-0.7128237,-0.0370579
20,0.8229001,0.74243724,"('rough', 'thoughtful')",0.8229001,0.7424372,-0.0804629
21,-0.6230131,-0.50039923,"('immoral', 'moral')",-0.6230131,-0.5003992,0.1226139
22,-0.6391717,-0.6875821,"('untrustworthy', 'trustworthy')",-0.6391717,-0.6875821,-0.0484104
23,5.9927616,6.0801215,"('insincere', 'sincere')",5.9927616,6.0801215,0.0873599
