,typewriter_male,typewriter_female,tuple,average_male,average_female,female-male
26,2.0949879,1.867912,"('hardhearted', 'benevolent')",2.0949879,1.8679121,-0.2270758
27,0.76997846,0.6405915,"('hardhearted', 'softhearted')",0.7699785,0.6405915,-0.129387
28,0.698498,0.6091916,"('disloyal', 'loyal')",0.698498,0.6091916,-0.0893064
29,-0.31939554,-0.40022704,"('unfair', 'fair')",-0.3193955,-0.400227,-0.0808315
30,-0.016429845,0.0643568,"('intolerant', 'tolerant')",-0.0164298,0.0643568,0.0807866
31,-0.33252758,-0.4670518,"('evil', 'good')",-0.3325276,-0.4670518,-0.1345242
32,0.52474356,0.53619975,"('unkind', 'kind')",0.5247436,0.5361997,0.0114561
33,0.60777354,0.50318813,"('wrong', 'right')",0.6077735,0.5031881,-0.1045854
34,2.0774882,2.2480478,"('mean', 'honorable')",2.0774882,2.2480478,0.1705596
35,0.9310461,0.65134305,"('corrupt', 'incorrupt')",0.9310461,0.651343,-0.2797031
36,0.17876333,-0.10804485,"('hostile', 'amicable')",0.1787633,-0.1080448,-0.2868081
37,-0.06010679,0.037082084,"('fake', 'genuine')",-0.0601068,0.0370821,0.0971889
38,-0.08914181,-0.073191345,"('untruthful', 'truthful')",-0.0891418,-0.0731913,0.0159505
39,0.1842244,0.26655403,"('exploitative', 'cooperative')",0.1842244,0.266554,0.0823296
40,-0.5768608,-0.67645127,"('stingy', 'generous')",-0.5768608,-0.6764513,-0.0995905
41,-0.13992716,-0.17398445,"('unforgiving', 'forgiving')",-0.1399272,-0.1739845,-0.0340573
42,-2.21143,-2.019338,"('unreliable', 'reliable')",-2.2114301,-2.0193379,0.1920922
43,-0.33654472,-0.18608537,"('irresponsible', 'responsible')",-0.3365447,-0.1860854,0.1504593
44,-1.0950689,-1.0092736,"('prejudiced', 'unprejudiced')",-1.0950689,-1.0092736,0.0857953
45,-0.3374408,-0.2907907,"('incompetent', 'competent')",-0.3374408,-0.2907907,0.0466501
46,-1.5719455,-1.4441584,"('uncompetitive', 'competitive')",-1.5719455,-1.4441584,0.1277871
47,2.9198763,3.0248652,"('stupid', 'smart')",2.9198763,3.0248652,0.1049889
48,0.168758,0.2094739,"('unintelligent', 'intelligent')",0.168758,0.2094739,0.0407159
49,-1.0011134,-0.8754238,"('unable', 'able')",-1.0011134,-0.8754238,0.1256896
50,-0.41794944,-0.4547346,"('clumsy', 'skillful')",-0.4179494,-0.4547346,-0.0367852
51,-0.3753403,-0.33342603,"('uneducated', 'educated')",-0.3753403,-0.333426,0.0419143
52,0.43370834,0.152222,"('irrational', 'rational')",0.4337083,0.152222,-0.2814863
53,0.82931125,0.7848479,"('uncreative', 'creative')",0.8293113,0.7848479,-0.0444634
54,0.65021884,0.6593059,"('incapable', 'capable')",0.6502188,0.6593059,0.0090871
55,-0.42470595,-0.23543493,"('incompetent', 'clever')",-0.424706,-0.2354349,0.1892711
56,0.0071154423,0.18548805,"('impractical', 'practical')",0.0071154,0.185488,0.1783726
57,-1.6824867,-1.6501832,"('unimaginative', 'imaginative')",-1.6824867,-1.6501832,0.0323035
58,0.11301309,0.13547927,"('undiscriminating', 'discriminating')",0.1130131,0.1354793,0.0224662
59,0.48858815,0.36016843,"('foolish', 'wise')",0.4885882,0.3601684,-0.1284198
60,-0.77793974,-0.42729697,"('inefficient', 'efficient')",-0.7779397,-0.427297,0.3506427
61,0.37549368,0.25997326,"('illogical', 'logical')",0.3754937,0.2599733,-0.1155204
62,-0.25470248,-0.01574951,"('incompetent', 'brilliant')",-0.2547025,-0.0157495,0.238953
63,-0.98058325,-0.83056056,"('unperceptive', 'insightful')",-0.9805833,-0.8305606,0.1500227
64,-3.913834,-3.8178978,"('shy', 'confident')",-3.9138341,-3.8178978,0.0959363
65,-0.71316284,-0.58184767,"('insecure', 'secure')",-0.7131628,-0.5818477,0.1313151
66,0.19813281,0.06527383,"('inactive', 'active')",0.1981328,0.0652738,-0.132859
67,-0.12303204,-0.07544484,"('doubtful', 'determined')",-0.123032,-0.0754448,0.0475872
68,-1.2693123,-1.2825239,"('dependent', 'independent')",-1.2693123,-1.2825239,-0.0132116
69,0.06294295,-0.11119227,"('lazy', 'industrious')",0.062943,-0.1111923,-0.1741353
70,-0.66017544,-0.5460328,"('lethargic', 'energetic')",-0.6601754,-0.5460328,0.1141426
71,0.563483,0.5682455,"('diffident', 'self-confident')",0.563483,0.5682455,0.0047625
72,0.04376111,0.15789546,"('unambitious', 'ambitious')",0.0437611,0.1578955,0.1141344
73,-0.95673704,-0.90700984,"('helpless', 'self-reliant')",-0.956737,-0.9070098,0.0497272
74,0.29653952,0.37202513,"('undedicated', 'dedicated')",0.2965395,0.3720251,0.0754856
75,-0.11914027,-0.16720323,"('meek', 'impulsive')",-0.1191403,-0.1672032,-0.0480629
76,-0.3648612,-0.17177197,"('anxious', 'daring')",-0.3648612,-0.171772,0.1930892
77,-1.3832266,-1.2606032,"('unmotivated', 'motivated')",-1.3832266,-1.2606032,0.1226234
78,-0.1601677,-0.17754444,"('nonresilient', 'resilient')",-0.1601677,-0.1775444,-0.0173767
79,-0.030992119,-0.14048107,"('wavering', 'unwavering')",-0.0309921,-0.1404811,-0.109489
80,-0.28686404,-0.21617025,"('dominated', 'dominating')",-0.286864,-0.2161703,0.0706937
81,-1.2320422,-1.095838,"('submissive', 'aggressive')",-1.2320422,-1.095838,0.1362042
82,2.930534,2.960628,"('poor', 'rich')",2.9305339,2.960628,0.0300941
83,0.06444131,0.09211089,"('powerless', 'powerful')",0.0644413,0.0921109,0.0276696
84,0.08400679,0.06674211,"('inferior', 'superior')",0.0840068,0.0667421,-0.0172647
85,0.4561207,0.30674624,"('insignificant', 'prestigious')",0.4561207,0.3067462,-0.1493745
86,0.45659947,0.400983,"('uninfluential', 'influential')",0.4565995,0.400983,-0.0556165
87,0.13625151,0.15752864,"('unsuccessful', 'successful')",0.1362515,0.1575286,0.0212771
88,-0.33176756,-0.29532737,"('low', 'eminent')",-0.3317676,-0.2953274,0.0364402
