,trustee_male,trustee_female,tuple,average_male,average_female,female-male
0,0.65281487,0.5572525,"('unsociable', 'sociable')",0.6528149,0.5572525,-0.0955624
1,0.8863323,0.7166781,"('unfriendly', 'friendly')",0.8863323,0.7166781,-0.1696542
2,0.18126293,0.312496,"('unlikable', 'likable')",0.1812629,0.312496,0.1312331
3,0.22508681,0.47553194,"('repellent', 'pleasant')",0.2250868,0.4755319,0.2504451
4,-6.928237,-7.00264,"('disliked', 'liked')",-6.928237,-7.0026398,-0.0744028
5,-1.1866895,-1.2562563,"('distant', 'outgoing')",-1.1866895,-1.2562563,-0.0695668
6,-0.4499216,-0.59756553,"('distant', 'open')",-0.4499216,-0.5975655,-0.1476439
7,1.5185705,1.6120343,"('insensitive', 'sensitive')",1.5185705,1.6120343,0.0934638
8,1.0509526,0.9159384,"('unaffectionate', 'affectionate')",1.0509526,0.9159384,-0.1350142
9,1.6907084,1.6064593,"('unaffectionate', 'caring')",1.6907084,1.6064593,-0.0842491
10,1.4093114,1.4881958,"('unsympathetic', 'sympathetic')",1.4093114,1.4881958,0.0788844
11,2.0893593,2.2009594,"('unhelpful', 'helpful')",2.0893593,2.2009594,0.1116001
12,-1.0502988,-1.0057858,"('unsupportive', 'supportive')",-1.0502988,-1.0057858,0.044513
13,-0.025083538,0.18636909,"('impolite', 'polite')",-0.0250835,0.1863691,0.2114526
14,0.4398635,0.5823255,"('antisocial', 'social')",0.4398635,0.5823255,0.142462
15,0.33993742,0.22469498,"('boring', 'funny')",0.3399374,0.224695,-0.1152424
16,-0.59559536,-0.59368545,"('unpopular', 'popular')",-0.5955954,-0.5936854,0.00191
17,0.046534922,0.15856437,"('nasty', 'nice')",0.0465349,0.1585644,0.1120295
18,-1.0906733,-1.0251685,"('disagreeable', 'welcoming')",-1.0906733,-1.0251685,0.0655048
19,-0.48092094,-0.4851218,"('inhospitable', 'hospitable')",-0.4809209,-0.4851218,-0.0042009
20,0.818804,0.77425444,"('rough', 'thoughtful')",0.818804,0.7742544,-0.0445496
21,0.14986433,0.47009638,"('immoral', 'moral')",0.1498643,0.4700964,0.3202321
22,-0.20872745,-0.18068424,"('untrustworthy', 'trustworthy')",-0.2087274,-0.1806842,0.0280432
23,6.6023545,6.7346964,"('insincere', 'sincere')",6.6023545,6.7346964,0.1323419
24,1.3843793,1.3683431,"('dishonest', 'honest')",1.3843793,1.3683431,-0.0160362
25,0.60055614,0.4865299,"('egoistic', 'altruistic')",0.6005561,0.4865299,-0.1140262
26,2.296667,2.110838,"('hardhearted', 'benevolent')",2.2966671,2.1108379,-0.1858292
27,1.5580926,1.2921962,"('hardhearted', 'softhearted')",1.5580926,1.2921962,-0.2658964
28,1.5566053,1.3332541,"('disloyal', 'loyal')",1.5566053,1.3332541,-0.2233512
29,-0.9870862,-1.1133472,"('unfair', 'fair')",-0.9870862,-1.1133472,-0.126261
30,1.0445784,1.1954072,"('intolerant', 'tolerant')",1.0445784,1.1954072,0.1508288
31,-1.8017694,-1.9554105,"('evil', 'good')",-1.8017694,-1.9554105,-0.1536411
32,1.6454663,1.6099057,"('unkind', 'kind')",1.6454663,1.6099057,-0.0355606
33,-0.47994965,-0.56309104,"('wrong', 'right')",-0.4799497,-0.563091,-0.0831413
34,4.8223886,5.1069384,"('mean', 'honorable')",4.8223886,5.1069384,0.2845498
35,-0.64157087,-1.0769478,"('corrupt', 'incorrupt')",-0.6415709,-1.0769478,-0.4353769
36,-0.44288126,-0.8104558,"('hostile', 'amicable')",-0.4428813,-0.8104558,-0.3675745
37,1.052785,1.0013485,"('fake', 'genuine')",1.052785,1.0013485,-0.0514365
38,0.033309534,0.15089935,"('untruthful', 'truthful')",0.0333095,0.1508994,0.1175899
39,0.007855091,0.11703263,"('exploitative', 'cooperative')",0.0078551,0.1170326,0.1091775
40,-1.63169,-1.862232,"('stingy', 'generous')",-1.63169,-1.862232,-0.230542
41,0.82017684,0.5999099,"('unforgiving', 'forgiving')",0.8201768,0.5999099,-0.2202669
42,-2.6566186,-2.6154017,"('unreliable', 'reliable')",-2.6566186,-2.6154017,0.0412169
43,1.4283713,1.5500716,"('irresponsible', 'responsible')",1.4283713,1.5500716,0.1217003
44,-1.5384804,-1.5827414,"('prejudiced', 'unprejudiced')",-1.5384804,-1.5827414,-0.044261
45,0.97490966,0.8062123,"('incompetent', 'competent')",0.9749097,0.8062123,-0.1686974
46,-0.3452919,-0.28586218,"('uncompetitive', 'competitive')",-0.3452919,-0.2858622,0.0594297
47,5.305866,5.4947724,"('stupid', 'smart')",5.3058658,5.4947724,0.1889066
48,0.50197715,0.5321197,"('unintelligent', 'intelligent')",0.5019771,0.5321197,0.0301426
49,-0.3353637,-0.16552529,"('unable', 'able')",-0.3353637,-0.1655253,0.1698384
50,-0.44790906,-0.49701113,"('clumsy', 'skillful')",-0.4479091,-0.4970111,-0.049102
51,0.67350715,0.8480782,"('uneducated', 'educated')",0.6735072,0.8480782,0.174571
52,-0.38308895,-0.6567481,"('irrational', 'rational')",-0.3830889,-0.6567481,-0.2736592
53,0.11155811,-0.07419978,"('uncreative', 'creative')",0.1115581,-0.0741998,-0.1857579
54,0.79796475,0.8738729,"('incapable', 'capable')",0.7979648,0.8738729,0.0759081
55,0.9554526,1.1676785,"('incompetent', 'clever')",0.9554526,1.1676785,0.2122259
56,0.44578958,0.6133311,"('impractical', 'practical')",0.4457896,0.6133311,0.1675415
57,-1.9054166,-2.004251,"('unimaginative', 'imaginative')",-1.9054166,-2.004251,-0.0988344
58,0.5697145,0.556351,"('undiscriminating', 'discriminating')",0.5697145,0.556351,-0.0133635
59,-0.31284752,-0.36678404,"('foolish', 'wise')",-0.3128475,-0.366784,-0.0539365
60,0.27807686,0.7137564,"('inefficient', 'efficient')",0.2780769,0.7137564,0.4356795
61,0.44397506,0.21923433,"('illogical', 'logical')",0.4439751,0.2192343,-0.2247408
62,0.49311808,0.77630645,"('incompetent', 'brilliant')",0.4931181,0.7763065,0.2831884
63,0.6536633,0.71129555,"('unperceptive', 'insightful')",0.6536633,0.7112955,0.0576322
64,-6.2092443,-6.0145397,"('shy', 'confident')",-6.2092443,-6.0145397,0.1947046
65,0.38054466,0.593406,"('insecure', 'secure')",0.3805447,0.593406,0.2128613
66,0.12853606,0.025628388,"('inactive', 'active')",0.1285361,0.0256284,-0.1029077
67,-0.57512355,-0.405995,"('doubtful', 'determined')",-0.5751235,-0.405995,0.1691285
68,-1.405644,-1.3615233,"('dependent', 'independent')",-1.4056441,-1.3615233,0.0441208
69,-2.1916718,-2.3164592,"('lazy', 'industrious')",-2.1916718,-2.3164592,-0.1247874
70,1.576852,1.6683846,"('lethargic', 'energetic')",1.576852,1.6683846,0.0915326
71,0.17797257,0.22562592,"('diffident', 'self-confident')",0.1779726,0.2256259,0.0476533
72,0.87499446,1.1063905,"('unambitious', 'ambitious')",0.8749945,1.1063905,0.231396
73,-3.5592616,-3.5283763,"('helpless', 'self-reliant')",-3.5592616,-3.5283763,0.0308853
74,0.5428281,0.43459213,"('undedicated', 'dedicated')",0.5428281,0.4345921,-0.108236
75,-0.7851074,-0.72529775,"('meek', 'impulsive')",-0.7851074,-0.7252977,0.0598097
76,0.068113506,0.22743586,"('anxious', 'daring')",0.0681135,0.2274359,0.1593224
77,-1.0578593,-0.80818695,"('unmotivated', 'motivated')",-1.0578593,-0.8081869,0.2496724
78,-0.544273,-0.654083,"('nonresilient', 'resilient')",-0.544273,-0.654083,-0.10981
79,-0.014305139,-0.19321322,"('wavering', 'unwavering')",-0.0143051,-0.1932132,-0.1789081
80,0.37522024,0.39514306,"('dominated', 'dominating')",0.3752202,0.3951431,0.0199229
81,-0.1643902,0.0076847076,"('submissive', 'aggressive')",-0.1643902,0.0076847,0.1720749
82,6.368382,6.4223795,"('poor', 'rich')",6.368382,6.4223795,0.0539975
83,-0.10626753,0.013991675,"('powerless', 'powerful')",-0.1062675,0.0139917,0.1202592
84,0.28103578,0.11721497,"('inferior', 'superior')",0.2810358,0.117215,-0.1638208
85,-0.81537235,-1.0408306,"('insignificant', 'prestigious')",-0.8153723,-1.0408306,-0.2254583
86,1.1398765,1.1277306,"('uninfluential', 'influential')",1.1398765,1.1277306,-0.0121459
87,-0.3070924,-0.1838128,"('unsuccessful', 'successful')",-0.3070924,-0.1838128,0.1232796
88,0.22575969,0.22243996,"('low', 'eminent')",0.2257597,0.22244,-0.0033197
