,sba_male,sba_female,tuple,communications_male,communications_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.36936435,-0.475657,"('unsociable', 'sociable')",-0.06749246,-0.23441437,-0.16211441,-0.3158806,-0.1996571,-0.341984,-0.1423269
1,-1.8863082,-1.9522442,"('unfriendly', 'friendly')",0.7773259,0.6921719,0.96156824,0.8490734,-0.049138,-0.1369996,-0.0878616
2,1.1254226,1.1221628,"('unlikable', 'likable')",1.5186493,1.608303,0.974483,0.9944769,1.206185,1.2416476,0.0354626
3,0.5633152,0.70172304,"('repellent', 'pleasant')",0.26299432,0.3781128,0.7004602,0.71176374,0.5089233,0.5971999,0.0882766
4,-0.21141638,-0.25547057,"('disliked', 'liked')",-0.5926218,-0.70005083,-5.9346714,-6.1425514,-2.2462365,-2.3660243,-0.1197878
5,-1.0269753,-1.0412344,"('distant', 'outgoing')",0.053108208,0.14860255,-0.9443491,-0.91623306,-0.6394054,-0.6029549,0.0364505
6,-1.2846878,-1.2451354,"('distant', 'open')",-0.6235091,-0.55517614,-0.91370636,-0.91621906,-0.9406344,-0.9055102,0.0351242
7,0.1689124,0.2283483,"('insensitive', 'sensitive')",-0.08128731,-0.011747764,0.23313777,0.24874508,0.106921,0.1551152,0.0481942
8,-1.4972577,-1.555337,"('unaffectionate', 'affectionate')",-0.5896877,-0.5692836,0.21046546,0.1662723,-0.6254934,-0.6527827,-0.0272893
9,-1.2321233,-1.2938585,"('unaffectionate', 'caring')",-0.05863563,-0.05016885,0.7654659,0.7638085,-0.1750976,-0.1934063,-0.0183087
10,-0.45186046,-0.38977808,"('unsympathetic', 'sympathetic')",-0.4689448,-0.45046216,-0.4948299,-0.49466,-0.4718784,-0.4449668,0.0269116
11,0.059944365,0.061381117,"('unhelpful', 'helpful')",0.81243074,0.85469913,1.8421446,1.8927935,0.9048399,0.9362912,0.0314513
12,-0.08956343,0.033242144,"('unsupportive', 'supportive')",-0.17741181,0.0059794364,-1.8421004,-1.8119472,-0.7030252,-0.5909086,0.1121166
13,0.28113595,0.2676769,"('impolite', 'polite')",0.5459082,0.5939887,-0.6805291,-0.61316794,0.0488383,0.0828326,0.0339943
14,0.89141375,0.86464983,"('antisocial', 'social')",1.770266,1.7259923,0.35180038,0.2496528,1.0044934,0.946765,-0.0577284
15,0.5258818,0.35959184,"('boring', 'funny')",0.5427636,0.45401534,0.12793705,0.06275513,0.3988609,0.2921208,-0.1067401
16,-0.91611654,-0.94630885,"('unpopular', 'popular')",-0.7940764,-0.85154486,0.26970607,0.15870416,-0.4801623,-0.5463832,-0.0662209
17,0.092435986,0.14532715,"('nasty', 'nice')",-0.993441,-0.9335728,-0.51738906,-0.48403767,-0.472798,-0.4240944,0.0487036
18,-0.743783,-0.7066585,"('disagreeable', 'welcoming')",0.13679862,0.14280488,-0.536501,-0.5943551,-0.3811618,-0.3860696,-0.0049078
19,-0.6753897,-0.6218584,"('inhospitable', 'hospitable')",-0.6676321,-0.60589296,-0.9010906,-0.78246766,-0.7480375,-0.670073,0.0779645
20,0.23066688,0.2614001,"('rough', 'thoughtful')",0.10989249,0.18121046,0.43760005,0.40525573,0.2593865,0.2826221,0.0232356
21,0.76315945,0.77715486,"('immoral', 'moral')",1.1946844,1.1788161,-0.3349657,-0.26695666,0.5409594,0.5630048,0.0220454
22,0.32818043,0.38163304,"('untrustworthy', 'trustworthy')",0.92009264,0.86233854,-0.49971962,-0.5609271,0.2495178,0.2276815,-0.0218363
23,0.17964235,0.17245467,"('insincere', 'sincere')",0.6011315,0.60628456,5.2019396,5.185427,1.9942379,1.9880555,-0.0061824
24,0.46050876,0.48234355,"('dishonest', 'honest')",0.45874333,0.5241988,0.5205287,0.49471605,0.4799269,0.5004195,0.0204926
25,-1.0753865,-1.1286092,"('egoistic', 'altruistic')",0.7572531,0.7061031,1.0854287,1.0218396,0.2557651,0.1997778,-0.0559873
26,-0.48113906,-0.553238,"('hardhearted', 'benevolent')",0.56323904,0.47236273,1.9343482,1.8482052,0.6721494,0.58911,-0.0830394
27,-0.42351002,-0.37712753,"('hardhearted', 'softhearted')",-0.030546986,0.04966519,0.5587863,0.51529247,0.0349098,0.06261,0.0277002
28,-0.11313616,-0.24515899,"('disloyal', 'loyal')",-0.26050982,-0.4291791,1.1930531,1.0881385,0.2731357,0.1379335,-0.1352022
29,-0.2849849,-0.3360976,"('unfair', 'fair')",-0.61447954,-0.65815157,-0.5609003,-0.6858473,-0.4867882,-0.5600321,-0.0732439
30,1.0413576,1.027442,"('intolerant', 'tolerant')",1.4228455,1.4307109,0.93363994,0.8580953,1.1326144,1.105416,-0.0271984
31,-1.1057545,-0.98325354,"('evil', 'good')",-0.5199798,-0.5633126,-1.1207284,-1.1856792,-0.9154876,-0.9107485,0.0047391
32,0.047624864,-0.037089102,"('unkind', 'kind')",0.14153537,0.10856265,0.8742079,0.74220365,0.354456,0.2712257,-0.0832303
