,aon_male,aon_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.696379,-0.7622224,"('unsociable', 'sociable')",-0.2488112,-0.38382208,-0.4725951,-0.5730222,-0.1004271
1,-1.0403204,-1.0748485,"('unfriendly', 'friendly')",1.953089,1.7990494,0.4563843,0.3621004,-0.0942839
2,0.8655332,0.89846253,"('unlikable', 'likable')",0.45034587,0.5124616,0.6579396,0.7054621,0.0475225
3,-0.39738655,-0.29104507,"('repellent', 'pleasant')",-0.17449841,-0.15043974,-0.2859425,-0.2207424,0.0652001
4,-0.45046782,-0.43714133,"('disliked', 'liked')",-4.405006,-4.1649294,-2.4277368,-2.3010354,0.1267014
5,-0.75578284,-0.73540115,"('distant', 'outgoing')",0.3508979,0.37847745,-0.2024425,-0.1784618,0.0239807
6,-0.49660507,-0.4535544,"('distant', 'open')",0.26946634,0.25157675,-0.1135694,-0.1009888,0.0125806
7,0.085774705,0.16083898,"('insensitive', 'sensitive')",0.643846,0.6563893,0.3648103,0.4086141,0.0438038
8,-0.8049079,-0.8621846,"('unaffectionate', 'affectionate')",0.7930063,0.60608506,-0.0059508,-0.1280498,-0.122099
9,-0.7595375,-0.7688395,"('unaffectionate', 'caring')",1.3783935,1.2509608,0.309428,0.2410607,-0.0683673
10,-0.7839498,-0.7262227,"('unsympathetic', 'sympathetic')",-0.4201879,-0.4491902,-0.6020688,-0.5877064,0.0143624
11,0.046174794,0.02350264,"('unhelpful', 'helpful')",1.2726725,1.2074957,0.6594236,0.6154991,-0.0439245
12,0.085561596,0.1392226,"('unsupportive', 'supportive')",-1.1367851,-1.0311412,-0.5256118,-0.4459593,0.0796525
13,0.055963047,-0.0066798404,"('impolite', 'polite')",-0.2502588,-0.32499546,-0.0971479,-0.1658376,-0.0686897
14,0.39004907,0.34118402,"('antisocial', 'social')",0.86020464,0.9130427,0.6251268,0.6271133,0.0019865
15,0.28544956,0.15832703,"('boring', 'funny')",0.1156457,0.07973534,0.2005476,0.1190312,-0.0815164
16,-0.4513584,-0.38776284,"('unpopular', 'popular')",-0.14355636,-0.23259902,-0.2974574,-0.3101809,-0.0127235
17,-0.16100049,-0.10638359,"('nasty', 'nice')",-0.91580176,-0.9929237,-0.5384011,-0.5496536,-0.0112525
18,-1.056999,-1.0403237,"('disagreeable', 'welcoming')",-0.72458327,-0.7974032,-0.8907911,-0.9188635,-0.0280724
19,-0.87451893,-0.83851147,"('inhospitable', 'hospitable')",-0.4907683,-0.5690877,-0.6826437,-0.7037996,-0.0211559
20,0.3454119,0.40548778,"('rough', 'thoughtful')",1.098863,1.050958,0.7221375,0.7282229,0.0060854
21,-0.26225853,-0.21927398,"('immoral', 'moral')",-0.91787976,-0.8366992,-0.5900692,-0.5279866,0.0620826
