,action_male,action_female,tuple,average_male,average_female,female-male
0,0.11931357,-0.13584803,"('unsociable', 'sociable')",0.1193136,-0.135848,-0.2551616
1,0.7235384,0.7732772,"('unfriendly', 'friendly')",0.7235384,0.7732772,0.0497388
2,0.6301212,0.67170954,"('unlikable', 'likable')",0.6301212,0.6717095,0.0415883
3,0.42975715,0.40615767,"('repellent', 'pleasant')",0.4297571,0.4061577,-0.0235994
4,-7.4033847,-7.44285,"('disliked', 'liked')",-7.4033847,-7.4428501,-0.0394654
5,-0.66532093,-0.46894056,"('distant', 'outgoing')",-0.6653209,-0.4689406,0.1963803
6,-0.27958563,-0.04460077,"('distant', 'open')",-0.2795856,-0.0446008,0.2349848
7,0.66560847,0.6723665,"('insensitive', 'sensitive')",0.6656085,0.6723665,0.006758
8,0.881942,0.9656859,"('unaffectionate', 'affectionate')",0.881942,0.9656859,0.0837439
9,1.7764012,1.911425,"('unaffectionate', 'caring')",1.7764012,1.911425,0.1350238
10,1.1319774,1.0782753,"('unsympathetic', 'sympathetic')",1.1319774,1.0782753,-0.0537021
11,2.5942035,2.6436706,"('unhelpful', 'helpful')",2.5942035,2.6436706,0.0494671
12,-1.7997593,-1.7851709,"('unsupportive', 'supportive')",-1.7997593,-1.7851709,0.0145884
13,-0.13768747,-0.32891032,"('impolite', 'polite')",-0.1376875,-0.3289103,-0.1912228
14,0.28129616,0.07704147,"('antisocial', 'social')",0.2812962,0.0770415,-0.2042547
15,0.63341725,0.5826241,"('boring', 'funny')",0.6334172,0.5826241,-0.0507931
16,-0.84589744,-0.7985262,"('unpopular', 'popular')",-0.8458974,-0.7985262,0.0473712
17,-0.54624426,-0.55646956,"('nasty', 'nice')",-0.5462443,-0.5564696,-0.0102253
18,-1.0094594,-0.9746075,"('disagreeable', 'welcoming')",-1.0094594,-0.9746075,0.0348519
19,-0.6033624,-0.44065496,"('inhospitable', 'hospitable')",-0.6033624,-0.440655,0.1627074
20,0.824857,0.6493434,"('rough', 'thoughtful')",0.824857,0.6493434,-0.1755136
21,0.5448877,0.5231337,"('immoral', 'moral')",0.5448877,0.5231337,-0.021754
22,-0.3756781,-0.45655122,"('untrustworthy', 'trustworthy')",-0.3756781,-0.4565512,-0.0808731
23,6.8608727,6.883186,"('insincere', 'sincere')",6.8608727,6.8831859,0.0223132
24,1.9281133,1.8758589,"('dishonest', 'honest')",1.9281133,1.8758589,-0.0522544
25,0.15209809,0.18712375,"('egoistic', 'altruistic')",0.1520981,0.1871237,0.0350256
26,0.64113986,0.58145416,"('hardhearted', 'benevolent')",0.6411399,0.5814542,-0.0596857
27,1.3949962,1.3119287,"('hardhearted', 'softhearted')",1.3949962,1.3119287,-0.0830675
28,1.3293619,1.2782285,"('disloyal', 'loyal')",1.3293619,1.2782285,-0.0511334
29,-0.60515785,-0.7642034,"('unfair', 'fair')",-0.6051579,-0.7642034,-0.1590455
30,1.070287,1.0464753,"('intolerant', 'tolerant')",1.070287,1.0464753,-0.0238117
31,-2.1596806,-2.064383,"('evil', 'good')",-2.1596806,-2.064383,0.0952976
32,1.2407715,1.1542115,"('unkind', 'kind')",1.2407715,1.1542115,-0.08656
33,-0.28558692,-0.2742973,"('wrong', 'right')",-0.2855869,-0.2742973,0.0112896
34,5.061343,5.336518,"('mean', 'honorable')",5.0613432,5.3365178,0.2751746
35,-1.2375649,-1.2496102,"('corrupt', 'incorrupt')",-1.2375649,-1.2496102,-0.0120453
36,-0.88624793,-0.8225853,"('hostile', 'amicable')",-0.8862479,-0.8225853,0.0636626
37,1.1133742,1.0824947,"('fake', 'genuine')",1.1133742,1.0824947,-0.0308795
38,0.40059954,0.5254973,"('untruthful', 'truthful')",0.4005995,0.5254973,0.1248978
39,-0.25844792,-0.30266294,"('exploitative', 'cooperative')",-0.2584479,-0.3026629,-0.044215
40,-2.9770164,-3.163908,"('stingy', 'generous')",-2.9770164,-3.163908,-0.1868916
41,0.08114146,-0.013933938,"('unforgiving', 'forgiving')",0.0811415,-0.0139339,-0.0950754
42,-2.664209,-2.6708796,"('unreliable', 'reliable')",-2.6642089,-2.6708796,-0.0066707
43,1.5896375,1.5943863,"('irresponsible', 'responsible')",1.5896375,1.5943863,0.0047488
44,-1.352963,-1.3937865,"('prejudiced', 'unprejudiced')",-1.352963,-1.3937865,-0.0408235
45,0.41445157,0.2576982,"('incompetent', 'competent')",0.4144516,0.2576982,-0.1567534
