,celanese_male,celanese_female,tuple,corp_male,corp_female,del_male,del_female,average_male,average_female,female-male
0,-0.7480146,-1.0075614,"('unsociable', 'sociable')",0.5255325,0.31581092,-0.5913477,-0.6510681,-0.2712766,-0.4476062,-0.1763296
1,-0.6629693,-0.8870716,"('unfriendly', 'friendly')",-0.3156131,-0.43291068,1.8869451,1.8650161,0.3027876,0.1816779,-0.1211097
2,0.31586277,0.32248956,"('unlikable', 'likable')",1.2098948,1.1911825,0.43258354,0.41382235,0.6527804,0.6424982,-0.0102822
3,-0.6359486,-0.6832865,"('repellent', 'pleasant')",0.23724869,0.20102435,0.60967225,0.63307655,0.0703241,0.0502715,-0.0200526
4,0.17025656,0.12199907,"('disliked', 'liked')",0.2865149,0.255048,-7.2532964,-7.3597736,-2.2655083,-2.3275755,-0.0620672
5,-0.80725336,-0.8606043,"('distant', 'outgoing')",-1.0809002,-0.9839322,0.10204566,0.08420938,-0.5953693,-0.5867757,0.0085936
6,-0.764994,-0.8281586,"('distant', 'open')",-1.8813103,-1.7923815,0.8072648,0.8307547,-0.6130132,-0.5965951,0.0164181
7,-0.5677386,-0.61510766,"('insensitive', 'sensitive')",-0.58668643,-0.5910534,0.61603683,0.67016137,-0.1794627,-0.1786666,0.0007961
8,0.092945494,-0.06948712,"('unaffectionate', 'affectionate')",-0.2501447,-0.26806572,1.5523317,1.5245497,0.4650442,0.3956656,-0.0693786
9,-0.8411309,-1.0136714,"('unaffectionate', 'caring')",-0.3274673,-0.3975123,1.5960971,1.5562494,0.1424996,0.0483552,-0.0941444
10,-1.4089828,-1.5410123,"('unsympathetic', 'sympathetic')",-1.3943421,-1.4440656,-0.3447897,-0.29283094,-1.0493715,-1.0926363,-0.0432648
11,-0.6600501,-0.7373192,"('unhelpful', 'helpful')",0.10998783,0.043406885,0.5985961,0.6218227,0.016178,-0.0240299,-0.0402079
12,-0.6323227,-0.7185772,"('unsupportive', 'supportive')",-0.46338668,-0.35560557,-2.0488875,-2.0409305,-1.048199,-1.0383711,0.0098279
13,-1.2180398,-1.3039039,"('impolite', 'polite')",-1.109859,-1.1653694,-0.8771857,-0.90756714,-1.0683614,-1.1256135,-0.0572521
14,-0.44528106,-0.43613827,"('antisocial', 'social')",0.9962729,0.9386711,-0.3246424,-0.40548763,0.0754498,0.0323484,-0.0431014
15,0.40717041,0.38315296,"('boring', 'funny')",0.25932074,0.25838718,0.5937669,0.5304037,0.420086,0.390648,-0.029438
16,0.29753217,0.23738122,"('unpopular', 'popular')",0.075418234,0.02471418,0.7171542,0.6596173,0.3633682,0.3072376,-0.0561306
17,0.31211993,0.281571,"('nasty', 'nice')",0.12633093,0.1476722,-1.0178831,-1.058775,-0.1931441,-0.2098439,-0.0166998
18,-0.17244402,-0.14569868,"('disagreeable', 'welcoming')",0.084568076,0.103378095,-0.15684123,-0.268656,-0.0815724,-0.1036589,-0.0220865
19,-1.2629554,-1.3425865,"('inhospitable', 'hospitable')",-1.2811472,-1.2780235,-0.09913555,-0.06827058,-0.8810794,-0.8962936,-0.0152142
20,0.85996044,0.7609983,"('rough', 'thoughtful')",0.83876616,0.76396745,0.37597153,0.33523446,0.6915661,0.6200667,-0.0714994
21,-0.11120315,-0.19580933,"('immoral', 'moral')",0.2478992,0.119540274,-0.86733484,-0.80671287,-0.2435463,-0.2943273,-0.050781
22,-0.4552782,-0.5397071,"('untrustworthy', 'trustworthy')",0.08553563,-0.003395252,-1.2538713,-1.3318647,-0.5412046,-0.624989,-0.0837844
23,-1.0858533,-1.2443496,"('insincere', 'sincere')",-0.5106386,-0.61485255,5.619378,5.606058,1.3409621,1.248952,-0.0920101
24,-0.45838144,-0.5918504,"('dishonest', 'honest')",-0.6045826,-0.6392059,0.80097675,0.71830755,-0.0873291,-0.1709162,-0.0835871
25,0.7854886,0.7175927,"('egoistic', 'altruistic')",0.9904866,1.0173788,1.026053,0.9856778,0.9340094,0.9068831,-0.0271263
26,0.15199223,0.11488289,"('hardhearted', 'benevolent')",1.3305608,1.3944929,1.2600524,1.228125,0.9142018,0.9125002,-0.0017016
27,-0.11807726,-0.13889046,"('hardhearted', 'softhearted')",-0.31062147,-0.22663756,1.5703473,1.4894998,0.3805495,0.3746573,-0.0058922
28,-0.5209993,-0.6845101,"('disloyal', 'loyal')",0.41966453,0.28977528,0.8754495,0.80979306,0.2580382,0.1383527,-0.1196855
29,-0.13929586,-0.16349667,"('unfair', 'fair')",-0.2990266,-0.3312533,-0.465948,-0.535415,-0.3014235,-0.3433883,-0.0419648
30,-1.1751105,-1.2225763,"('intolerant', 'tolerant')",0.6224319,0.5094293,0.35828188,0.26522106,-0.0647989,-0.1493086,-0.0845097
31,0.002507154,0.035356708,"('evil', 'good')",-0.42940643,-0.34418127,-0.46290278,-0.4616574,-0.2966007,-0.2568273,0.0397734
32,-0.030212674,-0.10112934,"('unkind', 'kind')",0.28084236,0.12455183,1.1386956,1.0385294,0.4631084,0.353984,-0.1091244
33,0.1854966,0.12720472,"('wrong', 'right')",0.24906309,0.23052523,0.25624117,0.15630385,0.230267,0.1713446,-0.0589224
34,-0.17309852,-0.16402851,"('mean', 'honorable')",0.26699576,0.32710227,5.1281095,5.286672,1.7406689,1.8165819,0.075913
35,0.9406903,0.9322742,"('corrupt', 'incorrupt')",-0.57263887,-0.5869984,0.32024398,0.19229618,0.2294318,0.1791907,-0.0502411
36,0.49203748,0.3524504,"('hostile', 'amicable')",-0.56411827,-0.679448,0.5095558,0.4526927,0.145825,0.0418984,-0.1039266
37,0.13301773,0.07520347,"('fake', 'genuine')",-0.59643734,-0.58590126,0.17387757,0.20106277,-0.096514,-0.1032117,-0.0066977
38,-0.57209,-0.67898923,"('untruthful', 'truthful')",-0.7286701,-0.7153325,-0.16718632,-0.2037969,-0.4893155,-0.5327062,-0.0433907
39,1.251261,1.2483133,"('exploitative', 'cooperative')",1.3566499,1.4050183,-0.08068887,-0.12664096,0.8424073,0.8422302,-0.0001771
40,0.9521484,0.8884788,"('stingy', 'generous')",0.7804184,0.75601393,-1.6065803,-1.7224736,0.0419955,-0.0259936,-0.0679891
41,-0.23398897,-0.28598416,"('unforgiving', 'forgiving')",0.61814964,0.5686401,-0.25429416,-0.343378,0.0432888,-0.0202407,-0.0635295
42,0.060311086,0.07241669,"('unreliable', 'reliable')",-0.286843,-0.2512624,-3.2937267,-3.267861,-1.1734196,-1.1489022,0.0245174
43,-0.94911915,-1.0272549,"('irresponsible', 'responsible')",-0.62639844,-0.62054366,-0.033737708,0.0022166893,-0.5364184,-0.5485273,-0.0121089
44,0.64591897,0.74887025,"('prejudiced', 'unprejudiced')",-0.3275295,-0.29866785,-1.1708391,-1.1517571,-0.2841499,-0.2338516,0.0502983
45,-1.0104506,-1.0867236,"('incompetent', 'competent')",-0.1992389,-0.27611637,-1.069189,-1.071211,-0.7596262,-0.8113503,-0.0517241
46,-0.86959547,-0.9662704,"('uncompetitive', 'competitive')",-0.4176321,-0.45015165,-1.7083577,-1.7231797,-0.9985285,-1.0465339,-0.0480054
47,0.25715548,0.19939888,"('stupid', 'smart')",0.43090096,0.42971465,5.8075943,5.9260774,2.1652169,2.1850637,0.0198468
48,1.4825212,1.3682526,"('unintelligent', 'intelligent')",1.1740912,1.185454,0.06096297,0.07408667,0.9058584,0.8759311,-0.0299273
49,0.64480823,0.6557214,"('unable', 'able')",0.33434787,0.43830994,0.016479697,0.07266235,0.3318786,0.3888979,0.0570193
50,0.3399517,0.37454924,"('clumsy', 'skillful')",-0.42791018,-0.49727187,0.28145987,0.27741507,0.0645005,0.0515641,-0.0129364
51,-0.60421044,-0.7572241,"('uneducated', 'educated')",0.2509935,0.06962942,0.19823137,0.1909766,-0.0516619,-0.1655393,-0.1138774
52,1.0252601,0.9249244,"('irrational', 'rational')",-0.046902493,-0.10143934,1.1200188,1.0128314,0.6994588,0.6121055,-0.0873533
53,-0.6617441,-0.8383383,"('uncreative', 'creative')",-0.6465004,-0.78060865,0.6268093,0.5653308,-0.2271451,-0.3512054,-0.1240603
54,-0.36124566,-0.41648436,"('incapable', 'capable')",-0.53121144,-0.545311,1.4283282,1.5110496,0.1786237,0.1830848,0.0044611
55,-0.26071104,-0.34128964,"('incompetent', 'clever')",1.0390673,0.93986773,-0.3792821,-0.38574374,0.1330247,0.0709448,-0.0620799
