,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2967735,-0.47937593,"('unsociable', 'sociable')",0.12946633,-0.072957605,-0.7157908,-0.8654272,-0.294366,-0.4725869,-0.1782209
1,-0.06601764,-0.07134196,"('unfriendly', 'friendly')",0.42029738,0.37388843,2.1417263,2.0859385,0.832002,0.7961617,-0.0358403
2,1.0130312,1.0232518,"('unlikable', 'likable')",1.4034472,1.4453466,0.7120237,0.78283584,1.042834,1.0838114,0.0409774
3,-0.47046098,-0.3881382,"('repellent', 'pleasant')",-0.07828927,-0.040857635,0.056742746,0.09277735,-0.1640025,-0.1120728,0.0519297
4,0.1358626,0.16400099,"('disliked', 'liked')",-0.007818621,-0.021922436,-6.3266873,-6.3304634,-2.0662144,-2.062795,0.0034194
5,-0.2729096,-0.13934918,"('distant', 'outgoing')",-0.53287905,-0.41538745,0.028645273,0.16305661,-0.2590478,-0.13056,0.1284878
6,-0.8095166,-0.6570282,"('distant', 'open')",-0.7537435,-0.6354742,0.44927323,0.5883957,-0.3713289,-0.2347022,0.1366267
7,0.21470425,0.2247305,"('insensitive', 'sensitive')",0.036508955,0.076837435,0.6891755,0.7356146,0.3134629,0.3457275,0.0322646
8,-0.38440216,-0.35842818,"('unaffectionate', 'affectionate')",-0.4550113,-0.4433568,0.834287,0.8348579,-0.0017088,0.0110243,0.0127331
9,0.15799057,0.14764728,"('unaffectionate', 'caring')",0.08034694,0.10784427,1.1731118,1.2160093,0.4704831,0.4905003,0.0200172
10,-0.8663123,-1.0091704,"('unsympathetic', 'sympathetic')",-0.73174655,-0.7601523,-0.8730093,-0.9207478,-0.8236895,-0.8966901,-0.0730006
11,-0.31048805,-0.3846192,"('unhelpful', 'helpful')",0.2562316,0.25012153,1.5914217,1.6491237,0.5123884,0.5048753,-0.0075131
12,0.26699135,0.32733485,"('unsupportive', 'supportive')",0.29047585,0.41771474,-1.8746531,-1.8197236,-0.439062,-0.3582247,0.0808373
13,0.021664016,-0.12207909,"('impolite', 'polite')",0.6226333,0.5388707,-0.4250234,-0.5025418,0.0730913,-0.0285834,-0.1016747
14,-0.18539107,-0.29155785,"('antisocial', 'social')",1.0437127,1.0124888,-0.59947616,-0.6913536,0.0862818,0.0098591,-0.0764227
15,0.12223513,0.037605293,"('boring', 'funny')",-0.042789176,-0.13394824,0.8170599,0.7889124,0.2988353,0.2308565,-0.0679788
16,-0.4553845,-0.336063,"('unpopular', 'popular')",-0.013963588,0.001571551,0.5661821,0.6504777,0.032278,0.1053288,0.0730508
17,-0.050421022,0.08751808,"('nasty', 'nice')",-1.1040455,-1.0403098,-0.46404675,-0.37359208,-0.5395044,-0.4421279,0.0973765
18,-0.49961156,-0.5255405,"('disagreeable', 'welcoming')",0.8061297,0.8975511,-0.22681154,-0.21355543,0.0265689,0.0528184,0.0262495
19,-0.3410211,-0.2896166,"('inhospitable', 'hospitable')",-0.90070283,-0.90454817,0.25152797,0.34777635,-0.3300653,-0.2821295,0.0479358
20,-0.05975341,-0.026914604,"('rough', 'thoughtful')",0.44646534,0.45618576,0.8731966,0.84099156,0.4199695,0.4234209,0.0034514
21,0.34906676,0.19389203,"('immoral', 'moral')",0.38282445,0.28961417,-0.86345243,-0.89942235,-0.0438537,-0.1386387,-0.094785
22,-0.29811338,-0.37228817,"('untrustworthy', 'trustworthy')",-0.11660596,-0.15059143,-0.91237754,-0.9721951,-0.4423656,-0.4983582,-0.0559926
23,0.18667693,0.08913394,"('insincere', 'sincere')",0.2162047,0.1985145,5.8024993,5.766857,2.0684603,2.0181684,-0.0502919
24,0.12919147,0.06612399,"('dishonest', 'honest')",-0.011023134,0.04029526,0.6936908,0.6358466,0.2706197,0.247422,-0.0231977
25,-0.243698,-0.14006653,"('egoistic', 'altruistic')",0.56454295,0.66268,1.7985356,1.7693032,0.7064602,0.7639722,0.057512
26,-0.20304847,-0.30655912,"('hardhearted', 'benevolent')",1.3793392,1.3279015,1.6607499,1.4785267,0.9456802,0.8332897,-0.1123905
