,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.6843387,0.5948086,"('unsociable', 'sociable')",-0.121824294,-0.2271605,0.2812572,0.183824,-0.0974332
1,-0.7230915,-0.8323779,"('unfriendly', 'friendly')",1.7966794,1.5857576,0.5367939,0.3766899,-0.160104
2,1.0200019,1.0396509,"('unlikable', 'likable')",0.68300027,0.78356415,0.8515011,0.9116075,0.0601064
3,0.16764349,0.41180554,"('repellent', 'pleasant')",0.01667536,0.1598754,0.0921594,0.2858405,0.1936811
4,0.1342029,0.031446844,"('disliked', 'liked')",-6.0256343,-6.055344,-2.9457157,-3.0119486,-0.0662329
5,-1.2574148,-1.4209942,"('distant', 'outgoing')",-0.090384126,-0.20306882,-0.6738995,-0.8120315,-0.138132
6,-1.5443884,-1.675045,"('distant', 'open')",0.3757711,0.21781646,-0.5843086,-0.7286143,-0.1443057
7,0.5405396,0.73288137,"('insensitive', 'sensitive')",0.69756037,0.78127855,0.61905,0.75708,0.13803
8,-0.97831815,-1.0786197,"('unaffectionate', 'affectionate')",0.81724364,0.62093216,-0.0805373,-0.2288438,-0.1483065
9,-0.4773128,-0.57944727,"('unaffectionate', 'caring')",1.2119348,1.0469742,0.367311,0.2337635,-0.1335475
10,0.7096614,0.8901545,"('unsympathetic', 'sympathetic')",-0.2891073,-0.2986768,0.2102771,0.2957388,0.0854617
11,0.39920533,0.46504864,"('unhelpful', 'helpful')",1.841645,1.8493458,1.1204252,1.1571972,0.036772
12,0.8161718,0.9124592,"('unsupportive', 'supportive')",-1.6654214,-1.6701905,-0.4246248,-0.3788656,0.0457592
13,0.46974435,0.50135684,"('impolite', 'polite')",-0.20621759,-0.11956875,0.1317634,0.190894,0.0591306
14,1.4025178,1.4586283,"('antisocial', 'social')",-0.053873844,0.010103734,0.6743219,0.734366,0.0600441
15,0.3763622,0.16851978,"('boring', 'funny')",1.0638385,0.995938,0.7201003,0.5822289,-0.1378714
16,-0.5511101,-0.5643597,"('unpopular', 'popular')",0.44099483,0.51503676,-0.0550576,-0.0246615,0.0303961
17,-0.2530007,-0.16015479,"('nasty', 'nice')",-0.2911229,-0.2771117,-0.2720618,-0.2186332,0.0534286
18,-0.09180707,-0.10412414,"('disagreeable', 'welcoming')",-0.21417305,-0.25562343,-0.1529901,-0.1798738,-0.0268837
19,-1.0865414,-1.1228739,"('inhospitable', 'hospitable')",-0.03989917,-0.07213289,-0.5632203,-0.5975034,-0.0342831
20,0.2552367,0.46744338,"('rough', 'thoughtful')",1.0722969,1.0986781,0.6637667,0.7830607,0.119294
21,0.7719075,0.93762916,"('immoral', 'moral')",-0.47168052,-0.32485467,0.1501135,0.3063872,0.1562737
22,0.33135355,0.4591995,"('untrustworthy', 'trustworthy')",-0.9579338,-0.9496393,-0.3132901,-0.2452199,0.0680702
23,0.4102827,0.5322151,"('insincere', 'sincere')",5.6423907,5.542456,3.0263367,3.0373356,0.0109989
24,0.5405098,0.5530499,"('dishonest', 'honest')",0.72156066,0.70611584,0.6310352,0.6295829,-0.0014523
25,-0.8938681,-1.0590404,"('egoistic', 'altruistic')",1.5142717,1.417488,0.3102018,0.1792238,-0.130978
26,1.0708383,0.9514859,"('hardhearted', 'benevolent')",1.996098,1.8989087,1.5334682,1.4251974,-0.1082708
27,-0.3968493,-0.34851462,"('hardhearted', 'softhearted')",1.3157941,1.2390674,0.4594724,0.4452764,-0.014196
28,0.15056865,0.08994441,"('disloyal', 'loyal')",0.93356025,0.76976156,0.5420644,0.429853,-0.1122114
29,0.33775508,0.30375612,"('unfair', 'fair')",-0.6147354,-0.80402005,-0.1384902,-0.250132,-0.1116418
30,1.8153409,1.8204634,"('intolerant', 'tolerant')",1.9393259,1.9683012,1.8773334,1.8943822,0.0170488
31,-1.3357968,-1.3883263,"('evil', 'good')",-0.7478611,-0.9166371,-1.041829,-1.1524817,-0.1106527
32,0.93381757,0.9034438,"('unkind', 'kind')",0.935501,0.7930306,0.9346592,0.8482372,-0.086422
33,-0.28892893,-0.3909033,"('wrong', 'right')",-0.4433004,-0.5186434,-0.3661147,-0.4547733,-0.0886586
34,-0.08304365,0.06707765,"('mean', 'honorable')",5.8787847,5.984298,2.8978705,3.0256879,0.1278174
35,-0.91959393,-1.1335493,"('corrupt', 'incorrupt')",0.0959235,-0.07732316,-0.4118352,-0.6054363,-0.1936011
36,-1.2399037,-1.434309,"('hostile', 'amicable')",0.33866173,0.086983204,-0.450621,-0.6736629,-0.2230419
37,0.044294395,0.07978159,"('fake', 'genuine')",0.3586848,0.39512387,0.2014896,0.2374527,0.0359631
38,0.09887261,0.15262826,"('untruthful', 'truthful')",0.07015118,0.12985834,0.0845119,0.1412433,0.0567314
39,1.1766278,1.2048728,"('exploitative', 'cooperative')",0.1786483,0.18504012,0.6776381,0.6949565,0.0173184
40,0.6675552,0.675053,"('stingy', 'generous')",-1.40236,-1.4442723,-0.3674024,-0.3846096,-0.0172072
41,0.7839346,0.8424659,"('unforgiving', 'forgiving')",0.4356852,0.36693227,0.6098099,0.6046991,-0.0051108
42,1.3509748,1.4748623,"('unreliable', 'reliable')",-2.8333342,-2.7117226,-0.7411797,-0.6184301,0.1227496
43,0.8162808,0.9725547,"('irresponsible', 'responsible')",0.7662825,0.81268805,0.7912816,0.8926214,0.1013398
44,-0.40873796,-0.38858795,"('prejudiced', 'unprejudiced')",-1.4841381,-1.4433856,-0.9464381,-0.9159868,0.0304513
45,0.8581713,1.0522485,"('incompetent', 'competent')",0.1060603,0.12641771,0.4821158,0.5893331,0.1072173
46,0.28810632,0.4677084,"('uncompetitive', 'competitive')",-0.7028553,-0.5794794,-0.2073745,-0.0558855,0.151489
47,0.51518375,0.61896825,"('stupid', 'smart')",5.384716,5.437613,2.94995,3.0282907,0.0783407
48,0.46026897,0.53692746,"('unintelligent', 'intelligent')",0.7552056,0.7546303,0.6077373,0.6457789,0.0380416
49,-0.738752,-0.5768219,"('unable', 'able')",-0.4037791,-0.30963135,-0.5712656,-0.4432266,0.128039
50,0.2969173,0.36900252,"('clumsy', 'skillful')",-0.008539394,-0.007081352,0.1441889,0.1809606,0.0367717
51,0.35702226,0.2364018,"('uneducated', 'educated')",0.44722998,0.4057211,0.4021261,0.3210614,-0.0810647
52,-0.1588712,-0.49954444,"('irrational', 'rational')",0.07967869,-0.11913131,-0.0395963,-0.3093379,-0.2697416
53,-1.1204002,-1.1270051,"('uncreative', 'creative')",0.8458307,0.79399645,-0.1372848,-0.1665043,-0.0292195
54,-0.018535309,-0.15825191,"('incapable', 'capable')",1.3224084,1.2781829,0.6519366,0.5599655,-0.0919711
55,0.8407367,1.0499727,"('incompetent', 'clever')",0.059269097,0.15268041,0.4500029,0.6013265,0.1513236
56,1.1775986,1.2333094,"('impractical', 'practical')",0.3702795,0.37602296,0.773939,0.8046662,0.0307272
57,-0.34036237,-0.34116036,"('unimaginative', 'imaginative')",-2.2172606,-2.251449,-1.2788115,-1.2963047,-0.0174932
58,-0.053150784,-0.016280469,"('undiscriminating', 'discriminating')",0.28348625,0.25234172,0.1151677,0.1180306,0.0028629
59,0.49810907,0.41616067,"('foolish', 'wise')",0.38843802,0.3438129,0.4432735,0.3799868,-0.0632867
60,1.6022096,1.8154424,"('inefficient', 'efficient')",-0.049671017,0.18259455,0.7762693,0.9990185,0.2227492
61,0.4414402,0.3130247,"('illogical', 'logical')",0.3189089,0.18817538,0.3801745,0.2506,-0.1295745
62,1.5383842,1.7544115,"('incompetent', 'brilliant')",0.5480613,0.72939175,1.0432228,1.2419016,0.1986788
63,1.0782652,1.2707392,"('unperceptive', 'insightful')",0.90415525,1.0796654,0.9912102,1.1752024,0.1839922
64,0.6662616,0.5755014,"('shy', 'confident')",-6.7649946,-6.6964874,-3.0493665,-3.060493,-0.0111265
65,0.5545375,0.65984225,"('insecure', 'secure')",-0.82807744,-0.757041,-0.13677,-0.0485994,0.0881706
66,-1.0065758,-1.1021419,"('inactive', 'active')",0.6985949,0.6792635,-0.1539904,-0.2114392,-0.0574488
67,0.94496965,0.9186575,"('doubtful', 'determined')",-0.16085415,-0.104300365,0.3920577,0.4071786,0.0151209
68,-0.44852525,-0.4587239,"('dependent', 'independent')",-0.7760279,-0.75999665,-0.6122766,-0.6093603,0.0029163
69,-0.51873976,-0.6360262,"('lazy', 'industrious')",-0.21951522,-0.24761057,-0.3691275,-0.4418184,-0.0726909
70,1.2618686,1.4496185,"('lethargic', 'energetic')",0.9567654,1.1134765,1.1093171,1.2815475,0.1722304
71,0.7079843,0.6200534,"('diffident', 'self-confident')",0.5774249,0.52377194,0.6427046,0.5719126,-0.070792
72,-0.64050037,-0.5069591,"('unambitious', 'ambitious')",-0.8557562,-0.81434095,-0.7481283,-0.66065,0.0874783
73,0.5247404,0.43262514,"('helpless', 'self-reliant')",-3.0082438,-2.9316702,-1.2417517,-1.2495226,-0.0077709
74,1.1727492,1.2698772,"('undedicated', 'dedicated')",0.16206163,0.1754685,0.6674054,0.7226728,0.0552674
75,-0.8083843,-0.79411846,"('meek', 'impulsive')",-0.2869443,-0.23930718,-0.5476643,-0.5167128,0.0309515
76,0.83183616,1.0733036,"('anxious', 'daring')",0.18028258,0.3977152,0.5060593,0.7355094,0.2294501
77,-0.1750494,-0.115066916,"('unmotivated', 'motivated')",-0.98078,-0.87265164,-0.5779147,-0.4938593,0.0840554
78,-0.5160796,-0.37073326,"('nonresilient', 'resilient')",0.09693281,0.19957538,-0.2095734,-0.0855789,0.1239945
79,-1.1065832,-1.2243994,"('wavering', 'unwavering')",0.08655387,-0.0058935834,-0.5100147,-0.6151465,-0.1051318
80,0.58728784,0.6041032,"('dominated', 'dominating')",-1.377243,-1.2558358,-0.3949776,-0.3258663,0.0691113
81,1.0547451,1.0331662,"('submissive', 'aggressive')",-0.5779098,-0.42942408,0.2384176,0.3018711,0.0634535
82,-0.062482823,-0.02171119,"('poor', 'rich')",6.041982,6.0314145,2.9897497,3.0048516,0.0151019
83,0.13809864,0.13013929,"('powerless', 'powerful')",-0.8703786,-0.9225361,-0.36614,-0.3961984,-0.0300584
84,0.32958305,0.21619226,"('inferior', 'superior')",0.8202661,0.76748997,0.5749246,0.4918411,-0.0830835
85,-0.1032966,-0.16328414,"('insignificant', 'prestigious')",0.9744769,0.8833891,0.4355901,0.3600525,-0.0755376
86,-0.39372334,-0.440705,"('uninfluential', 'influential')",-0.14838594,-0.23447967,-0.2710546,-0.3375923,-0.0665377
87,0.38097665,0.29746383,"('unsuccessful', 'successful')",0.59838593,0.69587296,0.4896813,0.4966684,0.0069871
88,0.66264087,0.54299605,"('low', 'eminent')",0.7383681,0.6514255,0.7005045,0.5972108,-0.1032937
