,mallinckrodt_male,mallinckrodt_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.2007155,-1.3148364,"('unsociable', 'sociable')",-0.18001635,-0.2883395,-0.690366,-0.8015879,-0.1112219
1,-0.21534505,-0.3663399,"('unfriendly', 'friendly')",2.1442866,1.9369382,0.9644708,0.7852991,-0.1791717
2,0.46211302,0.4965769,"('unlikable', 'likable')",0.25650814,0.32367045,0.3593106,0.4101237,0.0508131
3,-1.0553126,-0.9651471,"('repellent', 'pleasant')",-0.1623002,-0.09528446,-0.6088064,-0.5302157,0.0785907
4,0.0264085,-0.041663546,"('disliked', 'liked')",-5.349916,-5.369474,-2.6617537,-2.7055688,-0.0438151
5,1.0217563,0.9501149,"('distant', 'outgoing')",0.44777766,0.36179444,0.734767,0.6559547,-0.0788123
6,0.9358246,0.87013865,"('distant', 'open')",0.36265844,0.2561053,0.6492415,0.563122,-0.0861195
7,-0.5184227,-0.52622885,"('insensitive', 'sensitive')",0.35213333,0.4121539,-0.0831447,-0.0570375,0.0261072
8,-0.01864195,-0.06837599,"('unaffectionate', 'affectionate')",1.0513132,0.8186321,0.5163356,0.3751281,-0.1412075
9,-0.13428544,-0.19492742,"('unaffectionate', 'caring')",1.5181257,1.3998369,0.6919201,0.6024547,-0.0894654
10,-1.4453574,-1.439149,"('unsympathetic', 'sympathetic')",-0.7395723,-0.71524245,-1.0924649,-1.0771958,0.0152691
11,-0.9406942,-0.8753343,"('unhelpful', 'helpful')",1.2393214,1.3262423,0.1493136,0.225454,0.0761404
12,-0.94935846,-0.9270798,"('unsupportive', 'supportive')",-1.4290766,-1.3728741,-1.1892176,-1.149977,0.0392406
13,-0.59438926,-0.60209644,"('impolite', 'polite')",-0.28404477,-0.27683917,-0.439217,-0.4394678,-0.0002508
14,-0.92027175,-0.8687135,"('antisocial', 'social')",0.60879153,0.6905724,-0.1557401,-0.0890706,0.0666695
15,1.0645689,1.0222412,"('boring', 'funny')",0.15092464,0.1348756,0.6077468,0.5785584,-0.0291884
16,-0.0925685,-0.14285903,"('unpopular', 'popular')",-0.048809417,-0.09836189,-0.070689,-0.1206105,-0.0499215
17,-0.31060097,-0.2347843,"('nasty', 'nice')",-0.8536372,-0.91276467,-0.5821191,-0.5737745,0.0083446
18,-0.1251899,-0.13750215,"('disagreeable', 'welcoming')",-0.8616155,-0.966754,-0.4934027,-0.5521281,-0.0587254
19,0.08350147,0.08775854,"('inhospitable', 'hospitable')",-0.6206395,-0.6898409,-0.268569,-0.3010412,-0.0324722
20,-0.19702587,-0.13117129,"('rough', 'thoughtful')",1.1941512,1.1688281,0.4985626,0.5188284,0.0202658
21,-1.2793651,-1.2733765,"('immoral', 'moral')",-1.2574497,-1.1485987,-1.2684073,-1.2109876,0.0574197
22,-0.3297714,-0.31438014,"('untrustworthy', 'trustworthy')",-0.9276799,-0.9768503,-0.6287256,-0.6456152,-0.0168896
23,-0.91070557,-0.9660817,"('insincere', 'sincere')",4.7486887,4.5945396,1.9189916,1.814229,-0.1047626
24,-0.7374318,-0.74314064,"('dishonest', 'honest')",0.5604958,0.49344498,-0.088468,-0.1248478,-0.0363798
25,-0.115281545,-0.21073073,"('egoistic', 'altruistic')",1.4794365,1.3288108,0.6820775,0.5590401,-0.1230374
26,-0.25796843,-0.27178505,"('hardhearted', 'benevolent')",2.6102216,2.4621155,1.1761266,1.0951653,-0.0809613
27,0.30729353,0.30749053,"('hardhearted', 'softhearted')",0.5414717,0.3098647,0.4243826,0.3086776,-0.115705
28,-0.8682796,-0.9632486,"('disloyal', 'loyal')",1.0514779,0.86481684,0.0915992,-0.0492159,-0.1408151
