,minor_male,minor_female,tuple,average_male,average_female,female-male
0,0.094830796,0.036802683,"('unsociable', 'sociable')",0.0948308,0.0368027,-0.0580281
1,1.1085521,1.178717,"('unfriendly', 'friendly')",1.1085521,1.178717,0.0701649
2,0.33095962,0.5293421,"('unlikable', 'likable')",0.3309596,0.5293421,0.1983825
3,0.8297467,0.9808295,"('repellent', 'pleasant')",0.8297467,0.9808295,0.1510828
4,-7.1944366,-7.114121,"('disliked', 'liked')",-7.1944366,-7.114121,0.0803156
5,-0.6704556,-0.44838578,"('distant', 'outgoing')",-0.6704556,-0.4483858,0.2220698
6,-0.168969,-0.05060268,"('distant', 'open')",-0.168969,-0.0506027,0.1183663
7,1.3262341,1.3157458,"('insensitive', 'sensitive')",1.3262341,1.3157458,-0.0104883
8,1.2136652,1.0976892,"('unaffectionate', 'affectionate')",1.2136652,1.0976892,-0.115976
9,1.3526533,1.3336201,"('unaffectionate', 'caring')",1.3526533,1.3336201,-0.0190332
10,1.5676641,1.3997838,"('unsympathetic', 'sympathetic')",1.5676641,1.3997838,-0.1678803
11,1.9833623,1.9163871,"('unhelpful', 'helpful')",1.9833623,1.9163871,-0.0669752
12,-1.2695671,-1.2127405,"('unsupportive', 'supportive')",-1.2695671,-1.2127405,0.0568266
13,0.008880064,0.039947636,"('impolite', 'polite')",0.0088801,0.0399476,0.0310675
14,0.21941547,0.1971973,"('antisocial', 'social')",0.2194155,0.1971973,-0.0222182
15,0.24107538,0.22315475,"('boring', 'funny')",0.2410754,0.2231548,-0.0179206
16,-0.78423303,-0.5669177,"('unpopular', 'popular')",-0.784233,-0.5669177,0.2173153
17,0.18537518,0.1575209,"('nasty', 'nice')",0.1853752,0.1575209,-0.0278543
18,-0.74492496,-0.5940606,"('disagreeable', 'welcoming')",-0.744925,-0.5940606,0.1508644
19,-0.41519707,-0.40915588,"('inhospitable', 'hospitable')",-0.4151971,-0.4091559,0.0060412
20,0.7047628,0.54789436,"('rough', 'thoughtful')",0.7047628,0.5478944,-0.1568684
21,0.17877963,0.28478196,"('immoral', 'moral')",0.1787796,0.284782,0.1060024
22,0.088081986,0.09341886,"('untrustworthy', 'trustworthy')",0.088082,0.0934189,0.0053369
23,6.073006,6.1405888,"('insincere', 'sincere')",6.0730062,6.1405888,0.0675826
24,1.4453931,1.5261507,"('dishonest', 'honest')",1.4453931,1.5261507,0.0807576
25,0.43144685,0.5046279,"('egoistic', 'altruistic')",0.4314469,0.5046279,0.073181
26,0.6533573,0.3945283,"('hardhearted', 'benevolent')",0.6533573,0.3945283,-0.258829
27,1.9658074,1.7154174,"('hardhearted', 'softhearted')",1.9658074,1.7154174,-0.25039
28,1.2064109,1.0152273,"('disloyal', 'loyal')",1.2064109,1.0152273,-0.1911836
29,-0.16310397,-0.3306716,"('unfair', 'fair')",-0.163104,-0.3306716,-0.1675676
30,1.0932807,1.0865922,"('intolerant', 'tolerant')",1.0932807,1.0865922,-0.0066885
31,-1.141356,-1.0403302,"('evil', 'good')",-1.141356,-1.0403302,0.1010258
32,1.2767808,1.132268,"('unkind', 'kind')",1.2767808,1.132268,-0.1445128
33,-0.90313375,-0.78731894,"('wrong', 'right')",-0.9031337,-0.7873189,0.1158148
34,4.0953345,4.362469,"('mean', 'honorable')",4.0953345,4.3624692,0.2671347
35,-1.0320771,-1.1819428,"('corrupt', 'incorrupt')",-1.0320771,-1.1819428,-0.1498657
36,-0.6001449,-0.74770045,"('hostile', 'amicable')",-0.6001449,-0.7477005,-0.1475556
37,0.97462535,0.8643716,"('fake', 'genuine')",0.9746253,0.8643716,-0.1102537
