,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.16173504,-0.02551287,"('unsociable', 'sociable')",0.05720038,-0.16569917,0.1094677,-0.095606,-0.2050737
1,-1.2922657,-1.257665,"('unfriendly', 'friendly')",1.4737434,1.3186785,0.0907389,0.0305067,-0.0602322
2,0.7254402,0.760478,"('unlikable', 'likable')",0.60272735,0.5854722,0.6640838,0.6729751,0.0088913
3,-0.37449697,-0.28008178,"('repellent', 'pleasant')",0.5328697,0.57263976,0.0791864,0.146279,0.0670926
4,-0.6854905,-0.6237394,"('disliked', 'liked')",-6.18751,-6.246343,-3.4365003,-3.4350412,0.0014591
5,-1.2154068,-1.0562468,"('distant', 'outgoing')",-0.5704932,-0.5657875,-0.89295,-0.8110172,0.0819328
6,-1.7286481,-1.549585,"('distant', 'open')",-0.6990695,-0.74555665,-1.2138588,-1.1475708,0.066288
7,-0.0869938,-0.11777901,"('insensitive', 'sensitive')",0.04995319,0.01624395,-0.0185203,-0.0507675,-0.0322472
8,-1.008463,-1.007688,"('unaffectionate', 'affectionate')",0.52881765,0.48679328,-0.2398227,-0.2604474,-0.0206247
9,-0.7921235,-0.8423284,"('unaffectionate', 'caring')",0.75391036,0.70840824,-0.0191066,-0.0669601,-0.0478535
10,-0.30102235,-0.47866547,"('unsympathetic', 'sympathetic')",-0.8794652,-0.9824083,-0.5902438,-0.7305369,-0.1402931
11,0.48011556,0.36653435,"('unhelpful', 'helpful')",1.1805172,1.1859002,0.8303164,0.7762173,-0.0540991
12,-0.33727732,-0.25974298,"('unsupportive', 'supportive')",-2.35008,-2.4065418,-1.3436787,-1.3331424,0.0105363
13,-0.057796832,-0.26506087,"('impolite', 'polite')",-1.1535256,-1.2433478,-0.6056612,-0.7542043,-0.1485431
14,1.4024049,1.3265957,"('antisocial', 'social')",0.28863862,0.14310311,0.8455217,0.7348494,-0.1106723
15,0.39079145,0.29157096,"('boring', 'funny')",0.23551238,0.21143433,0.3131519,0.2515026,-0.0616493
16,-0.919511,-0.83984154,"('unpopular', 'popular')",0.61547935,0.5810164,-0.1520158,-0.1294126,0.0226032
17,-0.6979143,-0.62269324,"('nasty', 'nice')",-0.39485887,-0.3759426,-0.5463866,-0.4993179,0.0470687
18,-0.33172297,-0.27158454,"('disagreeable', 'welcoming')",-0.41544735,-0.5247516,-0.3735852,-0.3981681,-0.0245829
19,-1.078233,-1.0437756,"('inhospitable', 'hospitable')",-0.54112613,-0.50077313,-0.8096796,-0.7722744,0.0374052
20,0.9242236,0.9200388,"('rough', 'thoughtful')",1.1121337,1.0891889,1.0181787,1.0046139,-0.0135648
21,1.3669331,1.1998622,"('immoral', 'moral')",-0.2188971,-0.26350784,0.574018,0.4681772,-0.1058408
22,0.7039757,0.59480715,"('untrustworthy', 'trustworthy')",-0.86619496,-0.97731376,-0.0811096,-0.1912533,-0.1101437
23,0.22534055,0.1365408,"('insincere', 'sincere')",5.17545,5.097638,2.7003951,2.6170895,-0.0833056
24,0.17916363,0.062152885,"('dishonest', 'honest')",0.2528974,0.18563738,0.2160305,0.1238951,-0.0921354
