,bout_male,bout_female,tuple,average_male,average_female,female-male
0,0.06707043,-0.17241563,"('unsociable', 'sociable')",0.0670704,-0.1724156,-0.239486
1,1.3352486,1.2978681,"('unfriendly', 'friendly')",1.3352486,1.2978681,-0.0373805
2,0.59908324,0.67636365,"('unlikable', 'likable')",0.5990832,0.6763636,0.0772804
3,0.87377715,0.8628267,"('repellent', 'pleasant')",0.8737772,0.8628267,-0.0109505
4,-7.132293,-7.266497,"('disliked', 'liked')",-7.1322932,-7.2664971,-0.1342039
5,-0.51764876,-0.40992013,"('distant', 'outgoing')",-0.5176488,-0.4099201,0.1077287
6,-0.12016751,-0.019094516,"('distant', 'open')",-0.1201675,-0.0190945,0.101073
7,0.72249424,0.77653897,"('insensitive', 'sensitive')",0.7224942,0.776539,0.0540448
8,0.90374404,0.9269768,"('unaffectionate', 'affectionate')",0.903744,0.9269768,0.0232328
9,1.4291102,1.5580769,"('unaffectionate', 'caring')",1.4291102,1.5580769,0.1289667
10,1.6144494,1.560834,"('unsympathetic', 'sympathetic')",1.6144494,1.5608341,-0.0536153
11,2.1951742,2.2225537,"('unhelpful', 'helpful')",2.1951742,2.2225537,0.0273795
12,-1.6940558,-1.7490083,"('unsupportive', 'supportive')",-1.6940558,-1.7490083,-0.0549525
13,0.5338229,0.37801763,"('impolite', 'polite')",0.5338229,0.3780176,-0.1558053
14,-0.21978475,-0.42729595,"('antisocial', 'social')",-0.2197848,-0.427296,-0.2075112
15,0.6272369,0.62756354,"('boring', 'funny')",0.6272369,0.6275635,0.0003266
16,-0.49879378,-0.48697948,"('unpopular', 'popular')",-0.4987938,-0.4869795,0.0118143
17,-0.22074291,-0.22296384,"('nasty', 'nice')",-0.2207429,-0.2229638,-0.0022209
18,-0.7827709,-0.87236315,"('disagreeable', 'welcoming')",-0.7827709,-0.8723632,-0.0895923
19,-0.5996088,-0.47857475,"('inhospitable', 'hospitable')",-0.5996088,-0.4785748,0.121034
20,0.7196516,0.5614451,"('rough', 'thoughtful')",0.7196516,0.5614451,-0.1582065
21,0.30166888,0.34109026,"('immoral', 'moral')",0.3016689,0.3410903,0.0394214
22,-0.16444694,-0.23717971,"('untrustworthy', 'trustworthy')",-0.1644469,-0.2371797,-0.0727328
23,6.2743297,6.355553,"('insincere', 'sincere')",6.2743297,6.3555532,0.0812235
24,1.930351,1.9357082,"('dishonest', 'honest')",1.930351,1.9357082,0.0053572
25,0.44812566,0.38473982,"('egoistic', 'altruistic')",0.4481257,0.3847398,-0.0633859
26,0.21472938,0.13593417,"('hardhearted', 'benevolent')",0.2147294,0.1359342,-0.0787952
27,1.5305148,1.3507142,"('hardhearted', 'softhearted')",1.5305148,1.3507142,-0.1798006
28,1.3752873,1.381536,"('disloyal', 'loyal')",1.3752873,1.381536,0.0062487
29,-0.63927615,-0.7868759,"('unfair', 'fair')",-0.6392761,-0.7868759,-0.1475998
30,0.932851,0.93935186,"('intolerant', 'tolerant')",0.932851,0.9393519,0.0065009
31,-1.7314683,-1.7068073,"('evil', 'good')",-1.7314683,-1.7068073,0.024661
32,1.5560633,1.4498554,"('unkind', 'kind')",1.5560633,1.4498554,-0.1062079
33,-0.6471268,-0.5790004,"('wrong', 'right')",-0.6471268,-0.5790004,0.0681264
34,4.429729,4.6974626,"('mean', 'honorable')",4.429729,4.6974626,0.2677336
35,-1.2885352,-1.385977,"('corrupt', 'incorrupt')",-1.2885352,-1.385977,-0.0974418
36,-0.97058135,-1.0017128,"('hostile', 'amicable')",-0.9705814,-1.0017128,-0.0311314
37,1.1270617,1.0844179,"('fake', 'genuine')",1.1270617,1.0844179,-0.0426438
38,0.0825235,0.1138777,"('untruthful', 'truthful')",0.0825235,0.1138777,0.0313542
39,-0.078911535,-0.049109377,"('exploitative', 'cooperative')",-0.0789115,-0.0491094,0.0298021
40,-1.7036991,-1.9585232,"('stingy', 'generous')",-1.7036991,-1.9585232,-0.2548241
41,0.13249528,0.06795049,"('unforgiving', 'forgiving')",0.1324953,0.0679505,-0.0645448
42,-1.6954731,-1.8571697,"('unreliable', 'reliable')",-1.6954731,-1.8571697,-0.1616966
43,1.2118584,1.266979,"('irresponsible', 'responsible')",1.2118584,1.266979,0.0551206
44,-1.0055437,-1.1211624,"('prejudiced', 'unprejudiced')",-1.0055437,-1.1211624,-0.1156187
45,0.57124907,0.42047074,"('incompetent', 'competent')",0.5712491,0.4204707,-0.1507784
46,-0.06590865,-0.14148009,"('uncompetitive', 'competitive')",-0.0659086,-0.1414801,-0.0755715
47,5.162572,5.4288354,"('stupid', 'smart')",5.1625719,5.4288354,0.2662635
48,0.58337444,0.49383822,"('unintelligent', 'intelligent')",0.5833744,0.4938382,-0.0895362
49,0.4992938,0.7299931,"('unable', 'able')",0.4992938,0.7299931,0.2306993
50,0.08099579,-0.018786026,"('clumsy', 'skillful')",0.0809958,-0.018786,-0.0997818
51,0.7674737,0.6576378,"('uneducated', 'educated')",0.7674737,0.6576378,-0.1098359
52,-0.5804069,-0.5647187,"('irrational', 'rational')",-0.5804069,-0.5647187,0.0156882
53,0.07673275,0.08772333,"('uncreative', 'creative')",0.0767327,0.0877233,0.0109906
54,1.1780221,1.4254518,"('incapable', 'capable')",1.1780221,1.4254518,0.2474297
55,1.022583,0.9222613,"('incompetent', 'clever')",1.022583,0.9222613,-0.1003217
