,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.72528857,-0.8534887,"('unsociable', 'sociable')",0.105082154,-0.055522054,-0.6078659,-0.68586123,-0.4093575,-0.531624,-0.1222665
1,-2.0163562,-2.0432055,"('unfriendly', 'friendly')",0.012968112,-0.09765158,1.8253846,1.6357986,-0.0593345,-0.1683528,-0.1090183
2,-0.39216256,-0.35556507,"('unlikable', 'likable')",1.0506983,1.1182076,0.23797005,0.2775877,0.2988353,0.3467434,0.0479081
3,-0.74882656,-0.73645556,"('repellent', 'pleasant')",-0.7386734,-0.6980816,-0.3969533,-0.34256262,-0.6281511,-0.5923666,0.0357845
4,0.26028788,0.3112236,"('disliked', 'liked')",0.3725127,0.3673617,-3.5433433,-3.3713703,-0.9701809,-0.897595,0.0725859
5,-0.47328275,-0.33586362,"('distant', 'outgoing')",-0.11884169,-0.06637179,0.44362697,0.36541408,-0.0494992,-0.0122738,0.0372254
6,-1.3636432,-1.2163559,"('distant', 'open')",-0.3065231,-0.28152502,0.23301144,0.11701661,-0.4790516,-0.4602881,0.0187635
7,0.010859963,-0.024663843,"('insensitive', 'sensitive')",-0.12518735,-0.16435418,0.3474721,0.32737398,0.0777149,0.0461187,-0.0315962
8,-1.5068232,-1.5328163,"('unaffectionate', 'affectionate')",-0.6558125,-0.7120103,0.55607086,0.3401283,-0.5355217,-0.6348994,-0.0993777
9,-1.4212075,-1.4556037,"('unaffectionate', 'caring')",-0.25580993,-0.2949118,0.90239257,0.74734735,-0.2582083,-0.3343894,-0.0761811
10,-0.8798107,-0.939463,"('unsympathetic', 'sympathetic')",-1.2583102,-1.2820315,-1.1627321,-1.1281226,-1.1002843,-1.1165391,-0.0162548
11,-0.7249505,-0.76084435,"('unhelpful', 'helpful')",-0.17873554,-0.21372217,0.55936646,0.46916717,-0.1147732,-0.1684664,-0.0536932
12,-0.2410887,-0.23472369,"('unsupportive', 'supportive')",0.06364474,0.13651043,-1.1037279,-1.0547909,-0.4270573,-0.3843347,0.0427226
13,-0.13309121,-0.24911171,"('impolite', 'polite')",0.5886205,0.5479832,-0.88583237,-0.9026584,-0.1434344,-0.2012623,-0.0578279
14,0.54460776,0.4707582,"('antisocial', 'social')",1.0277023,1.0488863,0.6930176,0.7730727,0.7551092,0.7642391,0.0091299
15,-0.7314861,-0.74213237,"('boring', 'funny')",0.13736735,0.060067743,0.016368568,-0.044241037,-0.1925834,-0.2421019,-0.0495185
16,-0.5304313,-0.45164937,"('unpopular', 'popular')",0.4441197,0.45133066,0.064575516,0.0006362796,-0.0072454,0.0001059,0.0073513
17,0.053505585,0.1265409,"('nasty', 'nice')",-0.7712209,-0.7380413,-0.9033923,-0.9266938,-0.5403692,-0.5127314,0.0276378
18,-1.3045604,-1.3140843,"('disagreeable', 'welcoming')",0.5252182,0.5309752,-1.0326442,-1.1205895,-0.6039955,-0.6345662,-0.0305707
19,-1.0728774,-0.9616796,"('inhospitable', 'hospitable')",-1.055047,-1.1021882,-0.5969965,-0.69776255,-0.908307,-0.9205434,-0.0122364
20,-0.45838055,-0.43957162,"('rough', 'thoughtful')",0.34218553,0.37405556,1.3179547,1.2390124,0.4005865,0.3911654,-0.0094211
21,-0.43064177,-0.5240731,"('immoral', 'moral')",-0.29165456,-0.32650515,-1.4535244,-1.3607293,-0.7252736,-0.7371025,-0.0118289
22,0.06856467,-0.010249844,"('untrustworthy', 'trustworthy')",0.1644551,0.13367333,-0.5931026,-0.61490947,-0.1200276,-0.1638287,-0.0438011
23,-0.78066695,-0.9064877,"('insincere', 'sincere')",-0.5717075,-0.6565075,3.3937705,3.0646396,0.6804654,0.5005481,-0.1799173
24,-0.3651183,-0.49020794,"('dishonest', 'honest')",-0.17654473,-0.21131177,0.3423051,0.24549276,-0.0664527,-0.152009,-0.0855563
