,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,female-male
0,0.08526961,-0.0070073344,"('unsociable', 'sociable')",-0.34959716,-0.35447192,-0.22623697,-0.31135207,-0.1635215,-0.2242771,-0.0607556
1,-0.14082697,-0.20059961,"('unfriendly', 'friendly')",0.35719073,0.2814889,2.2847888,2.1656218,0.8337175,0.748837,-0.0848805
2,0.8481281,0.93214226,"('unlikable', 'likable')",1.2633458,1.3043468,0.5605804,0.6440635,0.8906848,0.9601842,0.0694994
3,-0.96255285,-0.8296394,"('repellent', 'pleasant')",-0.63584733,-0.54229,0.02720481,0.08745713,-0.5237318,-0.4281574,0.0955744
4,0.19359349,0.17812222,"('disliked', 'liked')",0.5010189,0.47038522,-6.600946,-6.7113757,-1.9687778,-2.020956,-0.0521782
5,0.83324534,0.8359704,"('distant', 'outgoing')",1.25655,1.2415626,0.050662413,0.022398677,0.713486,0.6999772,-0.0135088
6,0.5124639,0.52692044,"('distant', 'open')",0.96685636,0.9365997,0.77201045,0.6937187,0.7504436,0.7190796,-0.031364
7,0.7459675,0.6791552,"('insensitive', 'sensitive')",-0.25721827,-0.21974805,0.7658565,0.76942307,0.4182019,0.4096101,-0.0085918
8,0.20028378,0.18124549,"('unaffectionate', 'affectionate')",-0.30172914,-0.39280534,1.1845092,1.0933579,0.3610213,0.2939327,-0.0670886
9,1.355685,1.3180496,"('unaffectionate', 'caring')",0.496187,0.4536243,1.4826542,1.4420248,1.1115087,1.071233,-0.0402757
10,0.37246132,0.31426978,"('unsympathetic', 'sympathetic')",-2.149381,-2.10108,-0.311791,-0.3038392,-0.6962368,-0.6968831,-0.0006463
11,0.13235888,0.17513698,"('unhelpful', 'helpful')",-1.0312909,-0.98046917,1.5947176,1.7080016,0.2319285,0.3008898,0.0689613
12,1.6015044,1.6482033,"('unsupportive', 'supportive')",-0.4033354,-0.33103517,-1.8934702,-1.8608614,-0.2317671,-0.1812311,0.050536
13,0.64673954,0.58416724,"('impolite', 'polite')",-0.29900172,-0.26481313,-0.5494253,-0.5103302,-0.0672292,-0.0636587,0.0035705
14,0.08205083,0.018386595,"('antisocial', 'social')",-0.6778153,-0.62949944,-0.65084904,-0.6483236,-0.4155378,-0.4198121,-0.0042743
15,0.6884674,0.59299153,"('boring', 'funny')",1.3445815,1.2699088,0.6006038,0.5633815,0.8778842,0.8087606,-0.0691236
16,-1.4884243,-1.4055811,"('unpopular', 'popular')",-0.02428225,-0.0003017299,0.28471053,0.2577024,-0.409332,-0.3827268,0.0266052
17,-0.34265107,-0.29361513,"('nasty', 'nice')",0.6020668,0.6409907,-0.62447643,-0.56416965,-0.1216869,-0.0722647,0.0494222
18,-0.33390146,-0.26592055,"('disagreeable', 'welcoming')",-0.28298643,-0.30091336,-0.47086662,-0.500031,-0.3625848,-0.3556217,0.0069631
19,0.09421826,0.15762019,"('inhospitable', 'hospitable')",-0.4274229,-0.4315315,-0.121288925,-0.10159422,-0.1514979,-0.1251685,0.0263294
20,0.18390581,0.17283015,"('rough', 'thoughtful')",0.06309946,0.09812718,1.1946766,1.1624987,0.4805606,0.4778187,-0.0027419
21,-0.47665545,-0.50397366,"('immoral', 'moral')",-0.98145723,-0.9413266,-0.89860326,-0.80513424,-0.785572,-0.7501449,0.0354271
22,-0.41249388,-0.46498975,"('untrustworthy', 'trustworthy')",-0.96051127,-1.0097021,-0.76721704,-0.8014257,-0.7134074,-0.7587059,-0.0452985
23,1.3318665,1.2755109,"('insincere', 'sincere')",-0.009441878,-0.015464266,5.941878,5.903635,2.4214341,2.3878938,-0.0335403
24,1.0041332,0.9813948,"('dishonest', 'honest')",-1.3486307,-1.384392,0.82890767,0.7741704,0.1614701,0.1237244,-0.0377457
25,-1.090192,-1.0658045,"('egoistic', 'altruistic')",0.71861094,0.71553516,1.6815917,1.5883708,0.4366702,0.4127005,-0.0239697
26,2.16514,2.0170372,"('hardhearted', 'benevolent')",0.97822064,0.8796278,1.8459646,1.7904116,1.6631083,1.5623589,-0.1007494
27,0.46657392,0.44299513,"('hardhearted', 'softhearted')",-0.08987882,-0.09619234,1.5254987,1.374508,0.6340646,0.5737703,-0.0602943
28,0.9317409,0.79505515,"('disloyal', 'loyal')",-0.89996946,-0.99798054,0.9612762,0.8412349,0.3310159,0.2127698,-0.1182461
29,-0.17465779,-0.22362602,"('unfair', 'fair')",-0.016263932,-0.025527947,-0.28912985,-0.43578464,-0.1600172,-0.2283129,-0.0682957
30,1.3343627,1.4013891,"('intolerant', 'tolerant')",-0.7041681,-0.70850384,0.97552437,0.9795335,0.5352397,0.5574729,0.0222332
31,-0.7772237,-0.6330781,"('evil', 'good')",0.39934385,0.42504472,-0.7596695,-0.850482,-0.3791831,-0.3528384,0.0263447
32,0.3940652,0.2801418,"('unkind', 'kind')",0.10146323,0.11832309,1.0670894,0.9565161,0.5208726,0.4516603,-0.0692123
33,0.7270877,0.6947743,"('wrong', 'right')",1.4422728,1.4049087,-0.45032027,-0.53200656,0.5730134,0.5225588,-0.0504546
34,-0.20107874,-0.048950814,"('mean', 'honorable')",0.3551399,0.41871363,6.0793443,6.173751,2.0778019,2.1811713,0.1033694
35,0.3371019,0.23431903,"('corrupt', 'incorrupt')",1.1646315,1.1018372,0.30065003,0.11048359,0.6007945,0.4822133,-0.1185812
36,-0.012881603,-0.013485441,"('hostile', 'amicable')",1.6790818,1.5724657,0.56695104,0.33850262,0.7443837,0.6324943,-0.1118894
37,0.27356997,0.2493159,"('fake', 'genuine')",-1.064392,-1.0328331,0.5258284,0.53493476,-0.0883312,-0.0828608,0.0054704
38,0.5703793,0.6201898,"('untruthful', 'truthful')",0.066363744,0.068016626,-0.11699068,-0.04308989,0.1732508,0.2150389,0.0417881
39,1.6349014,1.6873869,"('exploitative', 'cooperative')",0.8165214,0.82131666,0.13426861,0.14059344,0.8618971,0.883099,0.0212019
40,0.572079,0.5362905,"('stingy', 'generous')",0.9290997,0.92057544,-1.3144783,-1.4411151,0.0622335,0.0052503,-0.0569832
41,0.21788508,0.19655778,"('unforgiving', 'forgiving')",0.51436305,0.49666184,-0.12250204,-0.19770928,0.2032487,0.1651701,-0.0380786
42,0.9815639,1.0132254,"('unreliable', 'reliable')",0.6668292,0.6929755,-2.9168563,-2.862523,-0.422821,-0.3854407,0.0373803
43,1.1203911,1.1438975,"('irresponsible', 'responsible')",-0.8979917,-0.88788307,0.55161256,0.5882811,0.258004,0.2814319,0.0234279
44,-1.19271,-1.148163,"('prejudiced', 'unprejudiced')",-0.31353956,-0.25895745,-1.2148143,-1.2208315,-0.9070214,-0.875984,0.0310374
45,-0.10847394,-0.09456489,"('incompetent', 'competent')",-1.4564978,-1.4470537,-0.20649675,-0.23159252,-0.5904895,-0.5910704,-0.0005809
46,-0.37127563,-0.3996722,"('uncompetitive', 'competitive')",-0.44620052,-0.37901783,-0.9205404,-0.8968499,-0.5793389,-0.5585133,0.0208256
47,-0.049809467,0.021647036,"('stupid', 'smart')",0.14704397,0.20935304,5.9578915,6.0459685,2.0183754,2.0923228,0.0739474
48,0.0040922873,-0.007404372,"('unintelligent', 'intelligent')",-1.3302209,-1.3199452,0.39138788,0.4670015,-0.3115802,-0.2867827,0.0247975
49,0.068274915,0.08632736,"('unable', 'able')",-0.49755973,-0.46742833,-0.2976765,-0.16619492,-0.2423204,-0.182432,0.0598884
50,0.17907208,0.20693755,"('clumsy', 'skillful')",0.42095634,0.45566738,0.10457361,0.092077695,0.2348673,0.2515609,0.0166936
