,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.09852841,-0.21479508,"('unsociable', 'sociable')",-0.029479608,-0.09782172,-0.42040887,-0.5507898,-0.1828056,-0.2878022,-0.1049966
1,3.0225892,2.9421082,"('unfriendly', 'friendly')",0.7336819,0.63464415,2.3652794,2.219433,2.0405169,1.9320618,-0.1084551
2,1.120866,1.1730272,"('unlikable', 'likable')",1.9319981,2.009425,1.0344344,1.1053795,1.3624328,1.4292773,0.0668445
3,-1.9100225,-1.7833989,"('repellent', 'pleasant')",-0.59965783,-0.5357107,-0.21952288,-0.20994753,-0.9097344,-0.843019,0.0667154
4,0.050601117,-0.06405097,"('disliked', 'liked')",0.36010188,0.27783322,-5.655185,-5.712926,-1.7481607,-1.8330479,-0.0848872
5,2.1482189,2.1141303,"('distant', 'outgoing')",0.196138,0.1371336,0.2653095,0.29822958,0.8698888,0.8498311,-0.0200577
6,2.3567917,2.3441806,"('distant', 'open')",0.14475901,0.08621392,0.902745,0.8920918,1.1347652,1.1074954,-0.0272698
7,-0.33840775,-0.30571112,"('insensitive', 'sensitive')",-0.7970662,-0.7321558,0.270559,0.23229924,-0.288305,-0.2685226,0.0197824
8,1.4788606,1.4949229,"('unaffectionate', 'affectionate')",-0.24726821,-0.33409855,0.86360544,0.7965633,0.6983993,0.6524626,-0.0459367
9,1.7851539,1.7846017,"('unaffectionate', 'caring')",0.20150164,0.18844369,1.3754305,1.3653804,1.1206953,1.1128085,-0.0078868
10,-1.5564723,-1.5904607,"('unsympathetic', 'sympathetic')",-1.4277859,-1.2957064,-0.7618123,-0.8331022,-1.2486901,-1.2397564,0.0089337
11,-1.733006,-1.6599352,"('unhelpful', 'helpful')",-0.554077,-0.48837915,1.3459717,1.3279151,-0.3137038,-0.2734665,0.0402373
12,0.8289134,0.8848099,"('unsupportive', 'supportive')",0.479167,0.6746013,-1.3413721,-1.2972915,-0.0110972,0.0873733,0.0984705
13,-0.7676053,-0.79656965,"('impolite', 'polite')",0.026445746,0.06059351,-0.68389755,-0.72144234,-0.4750191,-0.4858061,-0.010787
14,-0.7791738,-0.7478102,"('antisocial', 'social')",0.67438906,0.76397896,-0.9708378,-0.98007154,-0.3585409,-0.3213009,0.03724
15,0.31167543,0.22024818,"('boring', 'funny')",0.08970308,-0.035723515,0.4815874,0.4500571,0.294322,0.2115272,-0.0827948
16,0.90279883,0.8476848,"('unpopular', 'popular')",1.3092604,1.2187703,1.3277481,1.2864195,1.1799358,1.1176249,-0.0623109
17,0.41583106,0.43393347,"('nasty', 'nice')",-0.81241804,-0.7848282,-0.5393385,-0.460282,-0.3119752,-0.2703922,0.041583
18,1.959693,1.8638783,"('disagreeable', 'welcoming')",1.6573704,1.710713,0.16265792,0.076049015,1.2599072,1.2168801,-0.0430271
19,1.0040864,0.9831586,"('inhospitable', 'hospitable')",-0.49329332,-0.50864184,0.27254382,0.2746753,0.2611123,0.2497307,-0.0113816
20,0.16780257,0.21182765,"('rough', 'thoughtful')",0.77015376,0.7946615,1.2311281,1.168466,0.7230282,0.724985,0.0019568
21,-1.963569,-1.9963351,"('immoral', 'moral')",-0.100099474,0.039475262,-1.1720768,-1.1726406,-1.0785818,-1.0431668,0.035415
22,-1.489405,-1.5496873,"('untrustworthy', 'trustworthy')",-0.36539692,-0.3239749,-1.0166907,-1.133839,-0.9571642,-1.0025004,-0.0453362
23,-0.9348114,-0.9506089,"('insincere', 'sincere')",-1.0187771,-0.9727149,4.9625354,4.8098063,1.0029823,0.9621608,-0.0408215
24,-0.8878446,-0.9533899,"('dishonest', 'honest')",-0.61821485,-0.5707036,0.536269,0.44623178,-0.3232635,-0.3592873,-0.0360238
25,1.033395,0.9581685,"('egoistic', 'altruistic')",0.33616,0.30170366,1.3266196,1.3103936,0.8987249,0.8567553,-0.0419696
26,3.3463259,3.2791016,"('hardhearted', 'benevolent')",1.4305098,1.4394308,1.8518313,1.7793438,2.2095556,2.1659587,-0.0435969
27,0.81974906,0.82696706,"('hardhearted', 'softhearted')",-0.3053212,-0.30682614,1.2552003,1.140658,0.5898761,0.5535996,-0.0362765
28,-0.68399024,-0.83663,"('disloyal', 'loyal')",-0.5510633,-0.6467,0.84947854,0.70290583,-0.128525,-0.2601414,-0.1316164
29,-0.05952128,-0.058748573,"('unfair', 'fair')",-0.17967965,-0.19317156,-0.13585933,-0.21863188,-0.1250201,-0.1568507,-0.0318306
30,0.50656253,0.49324808,"('intolerant', 'tolerant')",-0.2592202,-0.21471803,0.3732436,0.33586505,0.206862,0.2047984,-0.0020636
31,0.7468266,0.7510254,"('evil', 'good')",0.0072227605,-0.07690128,-0.5270358,-0.5532014,0.0756712,0.0403076,-0.0353636
32,0.18667948,0.16353083,"('unkind', 'kind')",-0.4472676,-0.44904333,0.9066193,0.79152775,0.2153437,0.1686717,-0.046672
33,1.815225,1.6394674,"('wrong', 'right')",1.1810051,1.0748265,0.08629342,0.089901686,1.0275079,0.9347319,-0.092776
34,0.23156875,0.37195745,"('mean', 'honorable')",-0.10688732,0.05475699,5.731431,5.720784,1.9520375,2.0491662,0.0971287
35,1.1416496,1.0689878,"('corrupt', 'incorrupt')",0.9210283,0.72179705,0.6882748,0.57464296,0.9169842,0.7884759,-0.1285083
36,2.2341733,2.223682,"('hostile', 'amicable')",1.7061925,1.4739709,1.3642341,1.1873296,1.7681999,1.6283275,-0.1398724
37,-0.64721435,-0.61205983,"('fake', 'genuine')",-0.9181663,-0.8918272,-0.001841139,-0.0026946478,-0.5224073,-0.5021939,0.0202134
38,-1.2195992,-1.1660469,"('untruthful', 'truthful')",-0.7435889,-0.68768454,-0.11399008,-0.09259076,-0.6923927,-0.6487741,0.0436186
39,0.9569889,1.0500703,"('exploitative', 'cooperative')",1.025027,1.1049093,0.23988728,0.27369627,0.7406344,0.8095586,0.0689242
40,0.8396544,0.79056644,"('stingy', 'generous')",0.45398217,0.5234059,-1.0492673,-1.099363,0.0814564,0.0715365,-0.0099199
41,0.15211901,0.090045705,"('unforgiving', 'forgiving')",0.3705605,0.3762141,0.35029176,0.2359129,0.2909904,0.2340576,-0.0569328
42,-0.12767716,-0.12584907,"('unreliable', 'reliable')",0.83205485,0.8887589,-2.8221288,-2.8391771,-0.705917,-0.6920891,0.0138279
43,0.20911661,0.28592774,"('irresponsible', 'responsible')",-0.31496814,-0.20447502,0.44814843,0.44317135,0.114099,0.1748747,0.0607757
44,-2.4485831,-2.3581257,"('prejudiced', 'unprejudiced')",0.3398748,0.41868496,-1.4789774,-1.3838143,-1.1958953,-1.1077517,0.0881436
45,-2.5191944,-2.560879,"('incompetent', 'competent')",-1.203131,-1.1587664,-1.202045,-1.3076577,-1.6414568,-1.6757677,-0.0343109
46,-2.0013072,-1.9818163,"('uncompetitive', 'competitive')",-0.4768543,-0.3489974,-0.6912009,-0.76819855,-1.0564542,-1.033004,0.0234502
47,0.60409856,0.7292077,"('stupid', 'smart')",-0.13586526,-0.019692086,4.910667,4.937249,1.7929667,1.8822549,0.0892882
48,-0.6124274,-0.57577467,"('unintelligent', 'intelligent')",-0.55599135,-0.49245465,-0.030750982,0.005002074,-0.3997233,-0.3544091,0.0453142
49,-0.4950139,-0.3759299,"('unable', 'able')",-0.7144992,-0.6061131,-0.4846712,-0.4148376,-0.5647281,-0.4656269,0.0991012
50,0.17672646,0.21431565,"('clumsy', 'skillful')",0.28764042,0.22597735,0.061139904,0.0027869195,0.1751689,0.1476933,-0.0274756
51,-1.216269,-1.1744108,"('uneducated', 'educated')",0.5372196,0.57215023,0.54636073,0.51555455,-0.0442296,-0.028902,0.0153276
52,1.6696236,1.5831233,"('irrational', 'rational')",0.21579266,0.043522906,0.60815775,0.53427786,0.8311914,0.7203081,-0.1108833
53,1.7107911,1.6463722,"('uncreative', 'creative')",0.25135738,0.17515232,1.2211893,1.0852357,1.0611126,0.9689201,-0.0921925
