,wafer_male,wafer_female,tuple,average_male,average_female,female-male
0,-0.34860033,-0.36483592,"('unsociable', 'sociable')",-0.3486003,-0.3648359,-0.0162356
1,-0.09257264,-0.4470858,"('unfriendly', 'friendly')",-0.0925726,-0.4470858,-0.3545132
2,-0.013600543,0.060576394,"('unlikable', 'likable')",-0.0136005,0.0605764,0.0741769
3,-0.80388325,-0.6018292,"('repellent', 'pleasant')",-0.8038833,-0.6018292,0.2020541
4,-2.2018876,-2.3235548,"('disliked', 'liked')",-2.2018876,-2.3235548,-0.1216672
5,-0.8272145,-1.0617248,"('distant', 'outgoing')",-0.8272145,-1.0617248,-0.2345103
6,-0.6294427,-0.92313194,"('distant', 'open')",-0.6294427,-0.9231319,-0.2936892
7,0.36794096,0.4889592,"('insensitive', 'sensitive')",0.367941,0.4889592,0.1210182
8,-0.9234196,-1.1775613,"('unaffectionate', 'affectionate')",-0.9234196,-1.1775613,-0.2541417
9,-0.4107657,-0.6015598,"('unaffectionate', 'caring')",-0.4107657,-0.6015598,-0.1907941
10,-0.5869065,-0.3907168,"('unsympathetic', 'sympathetic')",-0.5869065,-0.3907168,0.1961897
11,-0.4953971,-0.28246474,"('unhelpful', 'helpful')",-0.4953971,-0.2824647,0.2129324
12,-0.8573007,-0.7370907,"('unsupportive', 'supportive')",-0.8573007,-0.7370907,0.12021
13,-0.82794386,-0.61407614,"('impolite', 'polite')",-0.8279439,-0.6140761,0.2138678
14,0.25356224,0.49967292,"('antisocial', 'social')",0.2535622,0.4996729,0.2461107
15,0.9710594,0.75408316,"('boring', 'funny')",0.9710594,0.7540832,-0.2169762
16,-0.2864085,-0.46642542,"('unpopular', 'popular')",-0.2864085,-0.4664254,-0.1800169
17,-0.47319496,-0.3175098,"('nasty', 'nice')",-0.473195,-0.3175098,0.1556852
18,-1.0934833,-0.9768126,"('disagreeable', 'welcoming')",-1.0934833,-0.9768126,0.1166707
19,-1.4714361,-1.3994602,"('inhospitable', 'hospitable')",-1.4714361,-1.3994602,0.0719759
20,-0.25113106,-0.0948187,"('rough', 'thoughtful')",-0.2511311,-0.0948187,0.1563124
21,-0.91320276,-0.64417076,"('immoral', 'moral')",-0.9132028,-0.6441708,0.269032
22,-0.31272966,-0.3033861,"('untrustworthy', 'trustworthy')",-0.3127297,-0.3033861,0.0093436
23,1.6837658,1.7996929,"('insincere', 'sincere')",1.6837658,1.7996929,0.1159271
24,-0.04131326,0.030387282,"('dishonest', 'honest')",-0.0413133,0.0303873,0.0717006
25,0.3780435,0.24639149,"('egoistic', 'altruistic')",0.3780435,0.2463915,-0.131652
26,1.4175034,1.1118758,"('hardhearted', 'benevolent')",1.4175034,1.1118758,-0.3056276
27,0.06631969,-0.020158146,"('hardhearted', 'softhearted')",0.0663197,-0.0201581,-0.0864778
28,0.5052357,0.43432745,"('disloyal', 'loyal')",0.5052357,0.4343275,-0.0709082
29,-0.1430047,-0.19307894,"('unfair', 'fair')",-0.1430047,-0.1930789,-0.0500742
30,0.28991646,0.4095854,"('intolerant', 'tolerant')",0.2899165,0.4095854,0.1196689
31,-0.26293644,-0.46024665,"('evil', 'good')",-0.2629364,-0.4602467,-0.1973103
32,0.008515747,-0.053202417,"('unkind', 'kind')",0.0085157,-0.0532024,-0.0617181
