,vestment_male,vestment_female,tuple,average_male,average_female,female-male
0,0.5081087,0.39905754,"('unsociable', 'sociable')",0.5081087,0.3990575,-0.1090512
1,-0.970116,-1.2011715,"('unfriendly', 'friendly')",-0.970116,-1.2011715,-0.2310555
2,0.08921498,0.14668691,"('unlikable', 'likable')",0.089215,0.1466869,0.0574719
3,-0.33573875,-0.091536224,"('repellent', 'pleasant')",-0.3357387,-0.0915362,0.2442025
4,-3.1898968,-3.4353943,"('disliked', 'liked')",-3.1898968,-3.4353943,-0.2454975
5,-1.448211,-1.5829699,"('distant', 'outgoing')",-1.448211,-1.5829699,-0.1347589
6,-1.3559088,-1.5634629,"('distant', 'open')",-1.3559088,-1.5634629,-0.2075541
7,0.7565052,0.94605815,"('insensitive', 'sensitive')",0.7565052,0.9460582,0.189553
8,-0.4433067,-0.54634875,"('unaffectionate', 'affectionate')",-0.4433067,-0.5463488,-0.1030421
9,-0.6043538,-0.5884687,"('unaffectionate', 'caring')",-0.6043538,-0.5884687,0.0158851
10,0.34060585,0.5108943,"('unsympathetic', 'sympathetic')",0.3406059,0.5108943,0.1702884
11,0.2638698,0.43983525,"('unhelpful', 'helpful')",0.2638698,0.4398353,0.1759655
12,-0.95006317,-0.8021113,"('unsupportive', 'supportive')",-0.9500632,-0.8021113,0.1479519
13,0.0018646121,0.1354616,"('impolite', 'polite')",0.0018646,0.1354616,0.133597
14,0.74185854,1.0694376,"('antisocial', 'social')",0.7418585,1.0694376,0.3275791
15,0.46929362,0.24877855,"('boring', 'funny')",0.4692936,0.2487786,-0.220515
16,-1.1406205,-1.2220179,"('unpopular', 'popular')",-1.1406205,-1.2220179,-0.0813974
17,0.32919845,0.4079891,"('nasty', 'nice')",0.3291984,0.4079891,0.0787907
18,-0.7630663,-0.65675706,"('disagreeable', 'welcoming')",-0.7630663,-0.6567571,0.1063092
19,-0.59028,-0.78505975,"('inhospitable', 'hospitable')",-0.59028,-0.7850598,-0.1947798
20,0.058054313,0.02381409,"('rough', 'thoughtful')",0.0580543,0.0238141,-0.0342402
21,0.13447058,0.40997234,"('immoral', 'moral')",0.1344706,0.4099723,0.2755017
22,0.6289436,0.5569914,"('untrustworthy', 'trustworthy')",0.6289436,0.5569914,-0.0719522
