,pentair_male,pentair_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.7374571,-0.8729014,"('unsociable', 'sociable')",-0.52478015,-0.5902004,-0.6311187,-0.7315509,-0.1004322
1,-0.69888437,-0.79819316,"('unfriendly', 'friendly')",2.4513483,2.2364187,0.876232,0.7191128,-0.1571192
2,-0.11039069,-0.17987253,"('unlikable', 'likable')",0.42541716,0.45975125,0.1575132,0.1399394,-0.0175738
3,-0.4047337,-0.30366546,"('repellent', 'pleasant')",-0.40328068,-0.37668896,-0.4040072,-0.3401772,0.06383
4,0.8737362,0.90386087,"('disliked', 'liked')",-3.1315892,-2.8343365,-1.1289265,-0.9652379,0.1636886
5,-0.31440866,-0.30611444,"('distant', 'outgoing')",0.6096851,0.5166971,0.1476382,0.1052913,-0.0423469
6,-0.27230465,-0.23768342,"('distant', 'open')",0.68090546,0.5593717,0.2043004,0.1608441,-0.0434563
7,-0.028631723,-0.04663811,"('insensitive', 'sensitive')",0.84818256,0.839465,0.4097754,0.3964134,-0.013362
8,-0.3931969,-0.4623723,"('unaffectionate', 'affectionate')",1.3002746,1.0398458,0.4535388,0.2887368,-0.164802
9,-0.76768875,-0.80843127,"('unaffectionate', 'caring')",1.4133325,1.2262717,0.3228219,0.2089202,-0.1139017
10,-1.0471658,-1.0980123,"('unsympathetic', 'sympathetic')",-0.7411042,-0.70679796,-0.894135,-0.9024051,-0.0082701
11,-1.1748923,-1.1415038,"('unhelpful', 'helpful')",0.5740627,0.5312169,-0.3004148,-0.3051434,-0.0047286
12,-0.44742924,-0.40193537,"('unsupportive', 'supportive')",-0.6764631,-0.5841856,-0.5619462,-0.4930605,0.0688857
13,-0.7592473,-0.8250582,"('impolite', 'polite')",-1.0781771,-1.0431112,-0.9187122,-0.9340847,-0.0153725
14,-0.1568853,-0.18347168,"('antisocial', 'social')",0.51353633,0.64636046,0.1783255,0.2314444,0.0531189
15,0.1975966,0.15810497,"('boring', 'funny')",-0.06550462,-0.110285476,0.066046,0.0239097,-0.0421363
16,-0.1364201,-0.12805116,"('unpopular', 'popular')",0.00048350543,-0.08817029,-0.0679683,-0.1081107,-0.0401424
17,0.2725354,0.35944074,"('nasty', 'nice')",-1.1118586,-1.1589631,-0.4196616,-0.3997612,0.0199004
18,-0.8501849,-0.82353354,"('disagreeable', 'welcoming')",-0.8019679,-0.90105486,-0.8260764,-0.8622942,-0.0362178
19,-0.9369205,-0.8908499,"('inhospitable', 'hospitable')",-0.32885155,-0.43221128,-0.6328861,-0.6615306,-0.0286445
20,-0.26535943,-0.22914326,"('rough', 'thoughtful')",1.0177774,0.9559302,0.376209,0.3633935,-0.0128155
21,-0.94424546,-0.9852016,"('immoral', 'moral')",-1.3926252,-1.2588007,-1.1684353,-1.1220012,0.0464341
22,0.57832617,0.49020135,"('untrustworthy', 'trustworthy')",-0.14847721,-0.12801255,0.2149245,0.1810944,-0.0338301
23,-0.9019726,-0.9735096,"('insincere', 'sincere')",3.3743129,2.989159,1.2361702,1.0078248,-0.2283454
24,-0.8056329,-0.8874319,"('dishonest', 'honest')",0.5244625,0.48160407,-0.1405852,-0.2029139,-0.0623287
25,0.2892339,0.30619234,"('egoistic', 'altruistic')",1.6017859,1.4357514,0.9455099,0.8709719,-0.074538
26,0.07853885,-0.13116474,"('hardhearted', 'benevolent')",3.1378973,3.0481052,1.6082181,1.4584702,-0.1497479
27,-0.09185279,-0.13451171,"('hardhearted', 'softhearted')",0.34510294,-0.0033570584,0.1266251,-0.0689344,-0.1955595
28,-0.096823275,-0.19259015,"('disloyal', 'loyal')",0.9362772,0.8008921,0.419727,0.304151,-0.115576
29,0.28966695,0.3037265,"('unfair', 'fair')",-0.09723244,-0.21072684,0.0962173,0.0464998,-0.0497175
30,-0.024004135,-0.03737279,"('intolerant', 'tolerant')",0.38672626,0.42639315,0.1813611,0.1945102,0.0131491
31,0.03238848,0.13110435,"('evil', 'good')",0.5694369,0.54979044,0.3009127,0.3404474,0.0395347
32,-0.5223141,-0.69627017,"('unkind', 'kind')",0.37704685,0.19370161,-0.0726336,-0.2512843,-0.1786507
33,0.5625381,0.58738595,"('wrong', 'right')",0.54816717,0.42797166,0.5553526,0.5076788,-0.0476738
34,-0.7269922,-0.6999636,"('mean', 'honorable')",3.071719,2.980159,1.1723634,1.1400977,-0.0322657
35,1.0628191,1.1063123,"('corrupt', 'incorrupt')",-0.073350124,-0.28393674,0.4947345,0.4111878,-0.0835467
36,0.16348577,0.18431553,"('hostile', 'amicable')",1.2962236,1.0963007,0.7298547,0.6403081,-0.0895466
37,0.33940303,0.33458123,"('fake', 'genuine')",0.67662686,0.62585634,0.5080149,0.4802188,-0.0277961
38,-0.7075237,-0.7219396,"('untruthful', 'truthful')",0.280268,0.2550501,-0.2136278,-0.2334448,-0.019817
39,-0.15225464,-0.13422064,"('exploitative', 'cooperative')",0.53644496,0.5934063,0.1920952,0.2295928,0.0374976
40,0.4622617,0.5176802,"('stingy', 'generous')",-1.0086348,-1.0699974,-0.2731866,-0.2761586,-0.002972
41,-0.18721873,-0.21208186,"('unforgiving', 'forgiving')",0.3827405,0.38326934,0.0977609,0.0855937,-0.0121672
42,0.647333,0.7231954,"('unreliable', 'reliable')",-1.3608226,-1.1279234,-0.3567448,-0.202364,0.1543808
43,-0.8209555,-0.9026713,"('irresponsible', 'responsible')",0.971899,0.9821445,0.0754717,0.0397366,-0.0357351
44,-0.06371872,0.03926116,"('prejudiced', 'unprejudiced')",-1.6930058,-1.6310714,-0.8783622,-0.7959052,0.082457
45,0.079425246,-0.053858623,"('incompetent', 'competent')",1.1378076,1.2463386,0.6086164,0.59624,-0.0123764
46,-0.42210796,-0.48396146,"('uncompetitive', 'competitive')",-0.36114958,-0.28169107,-0.3916288,-0.3828263,0.0088025
47,-0.19419962,-0.211903,"('stupid', 'smart')",3.70328,3.5934837,1.7545402,1.6907903,-0.0637499
48,-0.8344861,-0.8168161,"('unintelligent', 'intelligent')",-0.23587127,-0.15275604,-0.5351787,-0.4847861,0.0503926
49,-1.1819263,-1.072951,"('unable', 'able')",-0.6618634,-0.5699614,-0.9218948,-0.8214562,0.1004386
50,0.38332888,0.4103815,"('clumsy', 'skillful')",-0.3616734,-0.53740275,0.0108277,-0.0635106,-0.0743383
51,-1.1959044,-1.2588729,"('uneducated', 'educated')",-0.55774784,-0.5836128,-0.8768261,-0.9212428,-0.0444167
52,-0.5374392,-0.5157383,"('irrational', 'rational')",0.35365772,0.16195554,-0.0918908,-0.1768914,-0.0850006
53,-0.66061795,-0.6178881,"('uncreative', 'creative')",1.1829569,1.0712594,0.2611695,0.2266856,-0.0344839
54,-0.14322652,-0.18514264,"('incapable', 'capable')",0.5899711,0.452735,0.2233723,0.1337962,-0.0895761
55,-0.10095601,-0.11948764,"('incompetent', 'clever')",-0.26473594,-0.11110191,-0.182846,-0.1152948,0.0675512
56,-0.15069678,-0.14813969,"('impractical', 'practical')",0.46620163,0.6681322,0.1577524,0.2599962,0.1022438
57,0.6103553,0.6352168,"('unimaginative', 'imaginative')",-0.69343436,-0.43427405,-0.0415395,0.1004714,0.1420109
58,-0.007007409,-0.022570416,"('undiscriminating', 'discriminating')",1.0966941,1.1791711,0.5448434,0.5783004,0.033457
59,0.41211963,0.47730008,"('foolish', 'wise')",0.4327435,0.31133002,0.4224316,0.3943151,-0.0281165
60,-1.1335014,-1.1653011,"('inefficient', 'efficient')",-0.80955845,-0.5498507,-0.97153,-0.8575759,0.1139541
61,0.07033184,-0.02652669,"('illogical', 'logical')",1.2043867,1.0230445,0.6373593,0.4982589,-0.1391004
62,-0.72941524,-0.7129958,"('incompetent', 'brilliant')",0.14771959,0.2884035,-0.2908478,-0.2122962,0.0785516
63,-1.0660133,-1.0824592,"('unperceptive', 'insightful')",0.8384674,0.89812917,-0.113773,-0.092165,0.021608
64,0.121586256,0.13311453,"('shy', 'confident')",-3.8820438,-3.4885848,-1.8802288,-1.6777351,0.2024937
65,0.017744012,-0.038902715,"('insecure', 'secure')",0.050564207,0.15178059,0.0341541,0.0564389,0.0222848
66,0.00720085,-0.0011954866,"('inactive', 'active')",0.85813105,0.74755824,0.4326659,0.3731814,-0.0594845
67,-0.46523088,-0.47137874,"('doubtful', 'determined')",-0.7515699,-0.6571929,-0.6084004,-0.5642858,0.0441146
68,-0.2345821,-0.18634188,"('dependent', 'independent')",-0.95937085,-0.9665404,-0.5969765,-0.5764412,0.0205353
69,0.61128956,0.6848238,"('lazy', 'industrious')",0.45481598,0.44422543,0.5330528,0.5645247,0.0314719
70,-0.042350423,-0.08811121,"('lethargic', 'energetic')",0.044851404,0.1031632,0.0012505,0.007526,0.0062755
71,-0.40080807,-0.4667487,"('diffident', 'self-confident')",0.9840999,0.9149689,0.2916459,0.2241101,-0.0675358
72,-0.57648534,-0.6051109,"('unambitious', 'ambitious')",0.57394016,0.6312284,-0.0012726,0.0130588,0.0143314
73,1.0775405,1.1475043,"('helpless', 'self-reliant')",-1.2416332,-1.123083,-0.0820463,0.0122107,0.094257
74,0.051191352,0.0042931587,"('undedicated', 'dedicated')",1.2814274,1.3218268,0.6663094,0.66306,-0.0032494
75,0.4143159,0.43476287,"('meek', 'impulsive')",-0.7160944,-0.6492631,-0.1508892,-0.1072501,0.0436391
76,0.09652299,0.20289522,"('anxious', 'daring')",-0.8048192,-0.651432,-0.3541481,-0.2242684,0.1298797
77,-0.94758254,-0.91616505,"('unmotivated', 'motivated')",-0.8482754,-0.7090208,-0.897929,-0.8125929,0.0853361
78,-0.21390437,-0.26704705,"('nonresilient', 'resilient')",0.7675242,0.692435,0.2768099,0.212694,-0.0641159
79,0.17467774,0.19880493,"('wavering', 'unwavering')",0.23638704,0.142164,0.2055324,0.1704845,-0.0350479
80,-0.32174367,-0.3659776,"('dominated', 'dominating')",-0.04389304,0.12848367,-0.1828184,-0.118747,0.0640714
81,-0.91468054,-0.93447244,"('submissive', 'aggressive')",-1.4676938,-1.1964657,-1.1911871,-1.065469,0.1257181
82,-0.272522,-0.31618685,"('poor', 'rich')",3.6972163,3.4789968,1.7123471,1.5814049,-0.1309422
83,-0.6976009,-0.6482488,"('powerless', 'powerful')",-0.7006651,-0.5812229,-0.699133,-0.6147358,0.0843972
84,0.051738072,0.08947837,"('inferior', 'superior')",0.47979876,0.484543,0.2657684,0.2870107,0.0212423
85,0.50363797,0.5748782,"('insignificant', 'prestigious')",0.7386134,0.5974735,0.6211257,0.5861759,-0.0349498
86,-1.2764063,-1.4133605,"('uninfluential', 'influential')",0.40771896,0.41945708,-0.4343437,-0.4969517,-0.062608
87,-0.15276383,-0.27445897,"('unsuccessful', 'successful')",1.4970053,1.5365056,0.6721207,0.6310233,-0.0410974
88,-1.3617234,-1.4132764,"('low', 'eminent')",-0.08284301,-0.027196096,-0.7222832,-0.7202362,0.002047
