,cruise_male,cruise_female,tuple,average_male,average_female,female-male
0,0.17843013,0.2196224,"('unsociable', 'sociable')",0.1784301,0.2196224,0.0411923
1,1.7064695,1.7925528,"('unfriendly', 'friendly')",1.7064695,1.7925528,0.0860833
2,0.7814785,0.97751176,"('unlikable', 'likable')",0.7814785,0.9775118,0.1960333
3,0.65812016,0.19161527,"('repellent', 'pleasant')",0.6581202,0.1916153,-0.4665049
4,-6.765686,-6.7710686,"('disliked', 'liked')",-6.765686,-6.7710686,-0.0053826
5,-0.30251002,-0.2258166,"('distant', 'outgoing')",-0.30251,-0.2258166,0.0766934
6,0.1274491,0.21891646,"('distant', 'open')",0.1274491,0.2189165,0.0914674
7,1.2034509,1.0823509,"('insensitive', 'sensitive')",1.2034509,1.0823509,-0.1211
8,1.6902528,1.7540818,"('unaffectionate', 'affectionate')",1.6902528,1.7540818,0.063829
9,1.6981933,2.0404758,"('unaffectionate', 'caring')",1.6981933,2.0404758,0.3422825
10,1.1541383,0.8275223,"('unsympathetic', 'sympathetic')",1.1541383,0.8275223,-0.326616
11,1.4770333,1.5286434,"('unhelpful', 'helpful')",1.4770333,1.5286434,0.0516101
12,-1.1485859,-1.0621699,"('unsupportive', 'supportive')",-1.1485859,-1.0621699,0.086416
13,-0.042418495,-0.08815546,"('impolite', 'polite')",-0.0424185,-0.0881555,-0.045737
14,-0.000634369,0.0065510706,"('antisocial', 'social')",-0.0006344,0.0065511,0.0071855
15,0.51556677,0.75780684,"('boring', 'funny')",0.5155668,0.7578068,0.24224
16,-0.44054925,-0.0534105,"('unpopular', 'popular')",-0.4405493,-0.0534105,0.3871388
17,-0.09674103,-0.10191956,"('nasty', 'nice')",-0.096741,-0.1019196,-0.0051786
18,-0.25480038,-0.24119745,"('disagreeable', 'welcoming')",-0.2548004,-0.2411975,0.0136029
19,-0.25044492,-0.22986433,"('inhospitable', 'hospitable')",-0.2504449,-0.2298643,0.0205806
20,0.7293051,0.48508587,"('rough', 'thoughtful')",0.7293051,0.4850859,-0.2442192
21,-0.26082376,-0.558095,"('immoral', 'moral')",-0.2608238,-0.558095,-0.2972712
22,-0.07086915,-0.59103817,"('untrustworthy', 'trustworthy')",-0.0708691,-0.5910382,-0.5201691
23,5.97327,6.006021,"('insincere', 'sincere')",5.9732699,6.006021,0.0327511
24,1.6025871,1.2066548,"('dishonest', 'honest')",1.6025871,1.2066548,-0.3959323
25,0.5259361,0.6309873,"('egoistic', 'altruistic')",0.5259361,0.6309873,0.1050512
26,0.8518646,1.2841015,"('hardhearted', 'benevolent')",0.8518646,1.2841015,0.4322369
27,1.7770467,1.4591529,"('hardhearted', 'softhearted')",1.7770467,1.4591529,-0.3178938
28,0.86297023,0.77828085,"('disloyal', 'loyal')",0.8629702,0.7782809,-0.0846893
29,-0.1996726,-0.5942401,"('unfair', 'fair')",-0.1996726,-0.5942401,-0.3945675
30,1.109365,0.99386716,"('intolerant', 'tolerant')",1.109365,0.9938672,-0.1154978
31,-0.9123644,-0.89303344,"('evil', 'good')",-0.9123644,-0.8930334,0.019331
32,0.9407335,0.902198,"('unkind', 'kind')",0.9407335,0.902198,-0.0385355
33,-0.58161336,-0.09370766,"('wrong', 'right')",-0.5816134,-0.0937077,0.4879057
34,3.973584,4.013642,"('mean', 'honorable')",3.9735839,4.0136418,0.0400579
35,-1.0934988,-1.1208361,"('corrupt', 'incorrupt')",-1.0934988,-1.1208361,-0.0273373
36,-0.58931196,-0.40941364,"('hostile', 'amicable')",-0.589312,-0.4094136,0.1798984
37,1.034581,0.7949655,"('fake', 'genuine')",1.0345809,0.7949655,-0.2396154
38,-0.33505312,-0.06964004,"('untruthful', 'truthful')",-0.3350531,-0.06964,0.2654131
39,-0.12720506,-0.10427136,"('exploitative', 'cooperative')",-0.1272051,-0.1042714,0.0229337
40,-0.9666931,-1.3790255,"('stingy', 'generous')",-0.9666931,-1.3790255,-0.4123324
41,0.15310638,0.42638,"('unforgiving', 'forgiving')",0.1531064,0.42638,0.2732736
42,-1.7058427,-2.0778031,"('unreliable', 'reliable')",-1.7058427,-2.0778031,-0.3719604
43,1.3581792,1.3444347,"('irresponsible', 'responsible')",1.3581792,1.3444347,-0.0137445
44,-1.0956913,-1.4247046,"('prejudiced', 'unprejudiced')",-1.0956913,-1.4247046,-0.3290133
45,0.3507819,0.24738517,"('incompetent', 'competent')",0.3507819,0.2473852,-0.1033967
46,-0.8118114,-1.0563602,"('uncompetitive', 'competitive')",-0.8118114,-1.0563602,-0.2445488
47,5.065574,5.0378113,"('stupid', 'smart')",5.0655742,5.0378113,-0.0277629
48,1.0631082,1.0485309,"('unintelligent', 'intelligent')",1.0631082,1.0485309,-0.0145773
49,0.112866946,0.03563654,"('unable', 'able')",0.1128669,0.0356365,-0.0772304
50,-0.055421412,-0.016631775,"('clumsy', 'skillful')",-0.0554214,-0.0166318,0.0387896
51,0.31649914,0.0034529865,"('uneducated', 'educated')",0.3164991,0.003453,-0.3130461
52,-0.025056548,0.08804375,"('irrational', 'rational')",-0.0250565,0.0880437,0.1131002
53,0.9346294,0.76013285,"('uncreative', 'creative')",0.9346294,0.7601328,-0.1744966
54,1.3843982,1.5567678,"('incapable', 'capable')",1.3843982,1.5567678,0.1723696
55,0.81430143,0.54398745,"('incompetent', 'clever')",0.8143014,0.5439875,-0.2703139
56,0.27475432,0.30884683,"('impractical', 'practical')",0.2747543,0.3088468,0.0340925
57,-2.4324596,-2.580957,"('unimaginative', 'imaginative')",-2.4324596,-2.5809569,-0.1484973
58,0.04124824,0.09658393,"('undiscriminating', 'discriminating')",0.0412482,0.0965839,0.0553357
59,-0.020156281,0.1422963,"('foolish', 'wise')",-0.0201563,0.1422963,0.1624526
60,0.15421033,0.10471523,"('inefficient', 'efficient')",0.1542103,0.1047152,-0.0494951
61,0.46916884,0.13178304,"('illogical', 'logical')",0.4691688,0.131783,-0.3373858
62,1.0153289,0.8621692,"('incompetent', 'brilliant')",1.0153289,0.8621692,-0.1531597
63,0.65427,0.55335015,"('unperceptive', 'insightful')",0.65427,0.5533502,-0.1009198
64,-5.821606,-6.0606956,"('shy', 'confident')",-5.8216062,-6.0606956,-0.2390894
65,0.70788103,0.19387977,"('insecure', 'secure')",0.707881,0.1938798,-0.5140012
