,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2380491,-1.5251589,"('unsociable', 'sociable')",-0.24651457,-0.43789995,-0.7422819,-0.9815294,-0.2392475
1,-0.21418181,-0.38253382,"('unfriendly', 'friendly')",1.70994,1.5424918,0.7478791,0.579979,-0.1679001
2,0.6334063,0.6285863,"('unlikable', 'likable')",0.9527961,0.9116623,0.7931012,0.7701243,-0.0229769
3,-0.5932936,-0.63734454,"('repellent', 'pleasant')",0.78522474,0.91422415,0.0959656,0.1384398,0.0424742
4,0.7651636,0.69847625,"('disliked', 'liked')",-6.146725,-6.3018613,-2.6907809,-2.8016925,-0.1109116
5,0.17296991,0.28664812,"('distant', 'outgoing')",-0.058616854,-0.0329101,0.0571765,0.126869,0.0696925
6,0.09300627,0.20551786,"('distant', 'open')",-0.24265717,-0.24896982,-0.0748255,-0.021726,0.0530995
7,-0.4557639,-0.42939502,"('insensitive', 'sensitive')",0.32713333,0.37889764,-0.0643153,-0.0252487,0.0390666
8,-0.3283381,-0.34115487,"('unaffectionate', 'affectionate')",0.9047107,0.8014504,0.2881863,0.2301477,-0.0580386
9,-0.5550555,-0.58227366,"('unaffectionate', 'caring')",1.2330562,1.236281,0.3390003,0.3270037,-0.0119966
10,-2.282948,-2.5370367,"('unsympathetic', 'sympathetic')",-0.835724,-0.91770786,-1.5593359,-1.7273723,-0.1680364
11,-1.4543141,-1.4578729,"('unhelpful', 'helpful')",1.1805592,1.3845619,-0.1368775,-0.0366555,0.100222
12,-0.36589366,-0.38790518,"('unsupportive', 'supportive')",-1.7038857,-1.7407031,-1.0348897,-1.0643041,-0.0294144
13,-1.4859798,-1.631817,"('impolite', 'polite')",-1.2120004,-1.2473255,-1.3489901,-1.4395713,-0.0905812
14,-0.666093,-0.7265144,"('antisocial', 'social')",0.0019235695,-0.09738411,-0.3320847,-0.4119492,-0.0798645
15,0.49439076,0.49349886,"('boring', 'funny')",0.2961731,0.26032272,0.3952819,0.3769108,-0.0183711
16,0.68001544,0.6892735,"('unpopular', 'popular')",0.5112242,0.4798067,0.5956198,0.5845401,-0.0110797
17,-0.020784328,0.015939537,"('nasty', 'nice')",-0.28535306,-0.267941,-0.1530687,-0.1260007,0.027068
18,-0.47991925,-0.4470614,"('disagreeable', 'welcoming')",-0.27237564,-0.31614137,-0.3761474,-0.3816014,-0.005454
19,-0.24689828,-0.25687397,"('inhospitable', 'hospitable')",0.029140566,0.01317148,-0.1088789,-0.1218512,-0.0129723
20,0.23003662,0.19862832,"('rough', 'thoughtful')",0.8226972,0.7944505,0.5263669,0.4965394,-0.0298275
21,-0.97593564,-1.1035295,"('immoral', 'moral')",-0.57175606,-0.52309406,-0.7738459,-0.8133118,-0.0394659
22,-1.0473208,-1.069073,"('untrustworthy', 'trustworthy')",-0.8694842,-0.8701566,-0.9584025,-0.9696147,-0.0112122
