,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.19316076,-0.28890765,"('unsociable', 'sociable')",-0.097943164,-0.26973912,0.11508685,0.05383378,-0.0586724,-0.168271,-0.1095986
1,-0.9716913,-1.0878235,"('unfriendly', 'friendly')",0.23695812,0.20178513,1.6698921,1.5768211,0.3117196,0.2302609,-0.0814587
2,0.8160286,0.83893096,"('unlikable', 'likable')",0.08157943,0.11739123,0.19933882,0.259545,0.3656489,0.4052891,0.0396402
3,-0.4659213,-0.3671176,"('repellent', 'pleasant')",-0.16066143,-0.10051788,0.47857425,0.58209157,-0.0493362,0.038152,0.0874882
4,0.45934096,0.38941398,"('disliked', 'liked')",0.7534988,0.6816753,-4.667715,-4.7771444,-1.1516252,-1.2353517,-0.0837265
5,-0.24312453,-0.28348455,"('distant', 'outgoing')",0.14727023,0.2513032,-0.17349751,-0.22375146,-0.0897839,-0.0853109,0.004473
6,-0.58911467,-0.59612304,"('distant', 'open')",0.16348588,0.30142495,0.39126548,0.28105158,-0.0114544,-0.0045488,0.0069056
7,-0.22669493,-0.18089573,"('insensitive', 'sensitive')",-0.15866925,-0.124740995,0.5167249,0.6126931,0.0437869,0.1023521,0.0585652
8,-0.82826936,-0.84600997,"('unaffectionate', 'affectionate')",0.50865763,0.5579634,0.7275102,0.5789171,0.1359662,0.0969568,-0.0390094
9,-1.0396264,-1.0654334,"('unaffectionate', 'caring')",0.23583913,0.24768163,0.8375917,0.7540613,0.0112682,-0.0212302,-0.0324984
10,-0.9846838,-0.9668758,"('unsympathetic', 'sympathetic')",-1.0516845,-1.0556052,0.13389397,0.2287921,-0.6341581,-0.5978963,0.0362618
11,-0.057931848,-0.034326334,"('unhelpful', 'helpful')",0.28562033,0.23670603,1.8157833,1.9023337,0.6811573,0.7015711,0.0204138
12,0.13815565,0.16518825,"('unsupportive', 'supportive')",0.026481345,0.08023599,-1.4997412,-1.5342249,-0.4450347,-0.4296002,0.0154345
13,0.29217345,0.30060995,"('impolite', 'polite')",-0.41555792,-0.44938153,-0.48777676,-0.4564518,-0.2037204,-0.2017411,0.0019793
14,-0.12856886,-0.03906425,"('antisocial', 'social')",1.2224454,1.1626915,-0.12019916,0.036785267,0.3245591,0.3868041,0.062245
15,1.0479193,0.950948,"('boring', 'funny')",0.8890895,0.81181335,0.65483874,0.6027335,0.8639492,0.7884982,-0.075451
16,-0.14192577,-0.21954294,"('unpopular', 'popular')",0.036202714,0.013515264,0.8925475,0.8464162,0.2622748,0.2134628,-0.048812
17,-0.02965146,0.041968774,"('nasty', 'nice')",0.05182906,0.1830063,-0.07951677,-0.056864783,-0.0191131,0.0560368,0.0751499
18,0.06588435,0.12371703,"('disagreeable', 'welcoming')",-0.0727538,-0.033923104,-1.0263201,-1.0719401,-0.3443965,-0.327382,0.0170145
19,-0.16247658,-0.15867339,"('inhospitable', 'hospitable')",-0.64527905,-0.5491897,-0.7222568,-0.7628334,-0.5100041,-0.4902321,0.019772
20,-0.89839995,-0.81035525,"('rough', 'thoughtful')",-0.32805365,-0.24695069,0.78455126,0.81137896,-0.1473008,-0.0819757,0.0653251
21,-0.7493165,-0.7478443,"('immoral', 'moral')",-0.84273374,-0.92768586,-1.0627407,-0.93938196,-0.8849303,-0.8716373,0.013293
22,0.22746822,0.31934687,"('untrustworthy', 'trustworthy')",-1.2486327,-1.1924502,-0.31095555,-0.19362262,-0.44404,-0.3555753,0.0884647
23,-0.17191418,-0.19369149,"('insincere', 'sincere')",-0.73837185,-0.68915325,4.822392,4.8462076,1.3040353,1.321121,0.0170857
24,0.3140283,0.33901078,"('dishonest', 'honest')",-0.2819268,-0.19819823,0.35966536,0.3948104,0.1305889,0.178541,0.0479521
25,-0.51371545,-0.55393785,"('egoistic', 'altruistic')",0.882087,0.90502024,0.5112271,0.40363696,0.2931995,0.2515731,-0.0416264
26,0.023026463,-0.0459329,"('hardhearted', 'benevolent')",2.6318142,2.6074631,2.367745,2.311044,1.6741953,1.6241913,-0.050004
27,0.0825877,0.13225158,"('hardhearted', 'softhearted')",0.5766578,0.592429,0.5227251,0.3538397,0.3939902,0.3595068,-0.0344834
28,-1.3127472,-1.3922597,"('disloyal', 'loyal')",0.12486541,0.06400734,0.9857027,0.8855309,-0.067393,-0.1475738,-0.0801808
29,-0.1509359,-0.16506942,"('unfair', 'fair')",-1.1335217,-1.1232367,-0.76432264,-0.8036764,-0.6829267,-0.6973275,-0.0144008
30,0.9705397,0.9936636,"('intolerant', 'tolerant')",1.3671702,1.3368394,0.9968988,1.0505037,1.1115362,1.1270022,0.015466
31,0.04236107,0.0961708,"('evil', 'good')",-0.24171932,-0.22481766,-0.45636365,-0.57655674,-0.218574,-0.2350679,-0.0164939
32,-0.43878287,-0.5382392,"('unkind', 'kind')",-0.21161216,-0.22553955,0.8497211,0.7680986,0.066442,0.0014399,-0.0650021
33,0.30297145,0.2625284,"('wrong', 'right')",0.33691856,0.37194693,-0.25147182,-0.3863656,0.1294727,0.0827033,-0.0467694
34,-0.24839176,-0.18396428,"('mean', 'honorable')",-0.3697648,-0.19312471,4.7827606,4.9824986,1.3882014,1.5351365,0.1469351
35,0.34640163,0.25719616,"('corrupt', 'incorrupt')",0.09582388,0.034308232,-0.17655548,-0.42359325,0.0885567,-0.0440296,-0.1325863
36,-0.9102736,-1.012964,"('hostile', 'amicable')",0.28403106,0.204582,0.4676948,0.29216796,-0.0528492,-0.1720714,-0.1192222
37,-0.13405085,-0.07641678,"('fake', 'genuine')",0.08967202,0.16661432,0.070355296,0.097810805,0.0086588,0.0626694,0.0540106
38,-0.2931294,-0.3364088,"('untruthful', 'truthful')",-0.4483211,-0.43256032,0.4280312,0.47218484,-0.1044731,-0.0989281,0.005545
39,-0.022384103,0.059535153,"('exploitative', 'cooperative')",-0.7655133,-0.6355633,0.1862553,0.23390698,-0.2005474,-0.1140404,0.086507
40,0.13564941,0.12026501,"('stingy', 'generous')",-0.024952956,-0.03858427,-1.7376127,-1.8307059,-0.5423054,-0.5830084,-0.040703
41,0.26918167,0.2534403,"('unforgiving', 'forgiving')",-0.8054712,-0.87015074,0.5501359,0.49482477,0.0046155,-0.0406286,-0.0452441
42,0.6969057,0.782897,"('unreliable', 'reliable')",-0.07399987,0.14783269,-2.2717497,-2.1719272,-0.5496147,-0.4137325,0.1358822
43,-0.19714151,-0.11949036,"('irresponsible', 'responsible')",-0.6674534,-0.519725,0.6020804,0.70818985,-0.0875048,0.0229915,0.1104963
44,0.124662444,0.20859283,"('prejudiced', 'unprejudiced')",-0.87126696,-0.69165725,-1.7208325,-1.6059043,-0.822479,-0.6963229,0.1261561
45,0.006667383,0.004303932,"('incompetent', 'competent')",0.4918915,0.43398923,0.7576706,0.7532072,0.4187431,0.3971668,-0.0215763
46,-0.15205857,-0.12208558,"('uncompetitive', 'competitive')",-0.22873616,-0.24473017,0.051422454,0.1368883,-0.1097908,-0.0766425,0.0331483
47,0.013465523,0.1173232,"('stupid', 'smart')",0.53821385,0.65203834,4.985402,5.14445,1.8456939,1.9712706,0.1255767
48,-0.7823975,-0.7836916,"('unintelligent', 'intelligent')",-0.6332963,-0.76115644,-0.011256769,0.013154803,-0.4756502,-0.5105644,-0.0349142
49,-0.9126713,-0.74607795,"('unable', 'able')",-0.07328197,0.11191839,-0.52522427,-0.40476096,-0.5037258,-0.3463068,0.157419
50,-0.38069487,-0.39785954,"('clumsy', 'skillful')",0.20903149,0.28846854,-0.5989964,-0.6819989,-0.2568866,-0.2637966,-0.00691
51,-0.80104357,-0.904512,"('uneducated', 'educated')",-0.30663282,-0.50041085,-0.44108203,-0.5321162,-0.5162528,-0.6456797,-0.1294269
52,-0.13131881,-0.25509164,"('irrational', 'rational')",-0.504049,-0.6126573,-0.39483696,-0.6109579,-0.3434016,-0.4929023,-0.1495007
53,-0.43438056,-0.4003749,"('uncreative', 'creative')",0.29726094,0.31364465,0.6936401,0.6301126,0.1855068,0.1811274,-0.0043794
54,-0.5964243,-0.6719009,"('incapable', 'capable')",0.08362839,0.12902975,0.60767174,0.63315505,0.0316253,0.0300946,-0.0015307
55,-0.2511879,-0.16831315,"('incompetent', 'clever')",-0.964896,-0.9340913,0.38098952,0.5067715,-0.2783648,-0.1985443,0.0798205
56,0.66881627,0.68786,"('impractical', 'practical')",1.1618255,1.1701589,0.68386143,0.7715727,0.8381677,0.8765305,0.0383628
57,-0.17026132,-0.19243832,"('unimaginative', 'imaginative')",0.5551052,0.44695204,-0.6851576,-0.7053373,-0.1001046,-0.1502745,-0.0501699
58,-0.09129648,-0.076632984,"('undiscriminating', 'discriminating')",0.20022257,0.19768608,0.5796242,0.5739081,0.2295167,0.2316537,0.002137
59,0.13949873,0.111789696,"('foolish', 'wise')",0.9286712,0.9527832,0.17126608,0.1233188,0.4131453,0.3959639,-0.0171814
60,-0.29631758,-0.19612142,"('inefficient', 'efficient')",-0.14193793,-0.07310215,-0.27303472,-0.035892095,-0.2370967,-0.1017052,0.1353915
61,-0.12370164,-0.14032769,"('illogical', 'logical')",-0.9790982,-1.1024837,0.3542222,0.21577114,-0.2495259,-0.3423467,-0.0928208
