,marketaxess_male,marketaxess_female,tuple,hldgs_male,hldgs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4671164,0.41147947,"('unsociable', 'sociable')",-0.4033817,-0.50666547,-0.14640248,-0.25392184,-0.0275559,-0.1163693,-0.0888134
1,-3.065768,-3.0197704,"('unfriendly', 'friendly')",-1.7458065,-1.7272571,1.4079504,1.268703,-1.1345414,-1.1594415,-0.0249001
2,0.21304753,0.21345736,"('unlikable', 'likable')",0.8604404,0.9635701,0.68878084,0.7682011,0.5874229,0.6484095,0.0609866
3,0.5412856,0.6446259,"('repellent', 'pleasant')",-0.119200476,-0.04820373,0.16953114,0.26877803,0.1972054,0.2884001,0.0911947
4,-1.6388801,-1.5831128,"('disliked', 'liked')",-0.21356833,-0.16825382,-6.0870953,-6.167254,-2.6465146,-2.6395402,0.0069744
5,-3.0771742,-2.9217148,"('distant', 'outgoing')",-1.14583,-1.021091,-0.66964334,-0.6912542,-1.6308826,-1.5446866,0.086196
6,-2.7468748,-2.5814955,"('distant', 'open')",-1.2839599,-1.1038628,0.110044606,0.07254547,-1.30693,-1.2042709,0.1026591
7,0.8724553,0.92379594,"('insensitive', 'sensitive')",-0.37489173,-0.36203694,0.25461745,0.3392533,0.250727,0.3003374,0.0496104
8,-2.2652578,-2.2758772,"('unaffectionate', 'affectionate')",-1.5874028,-1.5270909,0.41472873,0.27173787,-1.1459773,-1.1770767,-0.0310994
9,-2.4593232,-2.4338427,"('unaffectionate', 'caring')",-1.6256198,-1.5825107,0.8621691,0.7963248,-1.0742579,-1.073343,0.0009149
10,0.8799343,0.9531235,"('unsympathetic', 'sympathetic')",-0.968001,-0.9598603,-0.13928291,-0.13015571,-0.0757832,-0.0456308,0.0301524
11,0.5429649,0.58257616,"('unhelpful', 'helpful')",0.023558393,-0.013773147,1.9024217,1.9315233,0.8229817,0.8334421,0.0104604
12,-0.32442975,-0.16459215,"('unsupportive', 'supportive')",-0.31277084,-0.18918362,-2.0526655,-1.9995003,-0.896622,-0.7844253,0.1121967
13,1.5015103,1.4766623,"('impolite', 'polite')",0.14681113,0.10915202,-0.30980957,-0.29360563,0.4461706,0.4307362,-0.0154344
14,1.7701703,1.7540146,"('antisocial', 'social')",1.0819776,1.0375681,-0.44208905,-0.42088836,0.803353,0.7902314,-0.0131216
15,0.20054176,0.04664848,"('boring', 'funny')",0.3113342,0.21154128,0.91951823,0.871132,0.4771314,0.3764406,-0.1006908
16,-2.2763314,-2.3020575,"('unpopular', 'popular')",-0.5817598,-0.60263777,0.3890659,0.43921742,-0.8230085,-0.821826,0.0011825
17,-0.829807,-0.7898302,"('nasty', 'nice')",-0.35416508,-0.31065905,-0.30469874,-0.33042812,-0.4962236,-0.4769725,0.0192511
18,-1.0040308,-0.9287709,"('disagreeable', 'welcoming')",-0.6824835,-0.5399098,-0.25273684,-0.29565194,-0.6464171,-0.5881108,0.0583063
19,-2.2705708,-2.1119738,"('inhospitable', 'hospitable')",-0.94197434,-0.7755109,-0.36332223,-0.26908252,-1.1919558,-1.052189,0.1397668
20,0.65896523,0.702476,"('rough', 'thoughtful')",-0.029255252,-0.081932314,0.89559644,0.8472591,0.5084355,0.4892676,-0.0191679
21,2.048762,2.020502,"('immoral', 'moral')",0.27648675,0.26712805,-0.5811187,-0.5255439,0.5813767,0.5873621,0.0059854
22,1.2304052,1.2194022,"('untrustworthy', 'trustworthy')",0.73485565,0.7163447,-0.46685776,-0.5485937,0.4994677,0.4623844,-0.0370833
23,0.51521707,0.53546584,"('insincere', 'sincere')",-0.105675034,-0.09287812,5.6153364,5.5731936,2.0082928,2.0052605,-0.0030323
24,0.01258593,-0.020590696,"('dishonest', 'honest')",-0.24474832,-0.2243701,0.90854996,0.82106334,0.2254625,0.1920342,-0.0334283
25,-1.7892905,-1.7968774,"('egoistic', 'altruistic')",-0.8659097,-0.8973596,1.3942628,1.2702487,-0.4203125,-0.4746628,-0.0543503
26,-0.4135569,-0.43226135,"('hardhearted', 'benevolent')",-0.022917807,-0.022346519,1.6050819,1.531548,0.3895357,0.3589801,-0.0305556
27,-0.9153992,-0.8828351,"('hardhearted', 'softhearted')",-0.531456,-0.50213605,0.80138874,0.6440799,-0.2151555,-0.2469637,-0.0318082
28,-0.0017470231,-0.022421833,"('disloyal', 'loyal')",-1.0824239,-1.1830609,1.0030016,0.89083964,-0.0270565,-0.104881,-0.0778245
29,-0.7498198,-0.80073243,"('unfair', 'fair')",-0.5395284,-0.58784,-0.88283736,-1.0284457,-0.7240619,-0.8056727,-0.0816108
30,1.1510541,1.1102617,"('intolerant', 'tolerant')",0.58654326,0.571273,1.3848162,1.4425764,1.0408045,1.0413704,0.0005659
31,-3.5047843,-3.3908873,"('evil', 'good')",-1.3063334,-1.1492453,-1.3407929,-1.39,-2.0506369,-1.9767108,0.0739261
32,0.6345436,0.66357255,"('unkind', 'kind')",0.42805198,0.37019184,0.9738517,0.8523501,0.6788158,0.6287048,-0.050111
33,-0.96439326,-0.9842107,"('wrong', 'right')",-0.4571817,-0.45703384,-0.81871516,-0.9123605,-0.7467634,-0.784535,-0.0377716
34,0.58896327,0.6627415,"('mean', 'honorable')",-0.08525956,0.04273925,5.9578876,6.1394453,2.1538637,2.281642,0.1277783
35,-2.7040422,-2.742812,"('corrupt', 'incorrupt')",-0.70393634,-0.73920935,-0.052437462,-0.22375876,-1.153472,-1.23526,-0.081788
36,-2.931197,-2.9314535,"('hostile', 'amicable')",-1.5183803,-1.5114079,0.25565395,0.13702704,-1.3979745,-1.4352781,-0.0373036
37,0.05483368,0.02507922,"('fake', 'genuine')",-0.24355127,-0.18379721,0.37829965,0.3409537,0.063194,0.0607452,-0.0024488
38,-1.012323,-0.9198434,"('untruthful', 'truthful')",-0.9380846,-0.85133475,-0.09985852,-0.06727257,-0.6834221,-0.6128169,0.0706052
39,0.9274972,0.8153775,"('exploitative', 'cooperative')",1.2250094,1.1922065,0.5261651,0.4820028,0.8928906,0.8298623,-0.0630283
40,-0.751025,-0.725475,"('stingy', 'generous')",-0.11977236,-0.10140015,-1.519939,-1.6238041,-0.7969121,-0.8168931,-0.019981
41,-0.29996157,-0.23701197,"('unforgiving', 'forgiving')",-0.17918655,-0.056900486,0.28227064,0.27865714,-0.0656258,-0.0050851,0.0605407
42,1.4835964,1.6333867,"('unreliable', 'reliable')",1.320268,1.4444054,-2.7330816,-2.6576428,0.0235943,0.1400498,0.1164555
43,1.0432274,1.1400372,"('irresponsible', 'responsible')",0.0753041,0.19934365,0.72947246,0.78439295,0.6160014,0.7079246,0.0919232
44,0.24646908,0.24123299,"('prejudiced', 'unprejudiced')",0.40312362,0.39689723,-1.0911554,-1.1653614,-0.1471876,-0.1757437,-0.0285561
45,0.3199769,0.48370612,"('incompetent', 'competent')",0.12759554,0.22167608,-0.040432733,-0.019816397,0.1357132,0.2285219,0.0928087
46,2.3899786,2.4000022,"('uncompetitive', 'competitive')",0.2884582,0.26662034,-0.35014972,-0.23503533,0.7760957,0.8105291,0.0344334
47,0.54641235,0.5655754,"('stupid', 'smart')",1.0467011,1.0748469,5.5803266,5.669628,2.3911467,2.4366835,0.0455368
48,0.05298262,0.02552579,"('unintelligent', 'intelligent')",-1.4487123,-1.490742,0.11041513,0.08181207,-0.4284382,-0.4611347,-0.0326965
49,0.20102552,0.30752176,"('unable', 'able')",-0.9161819,-0.7701484,-0.6951921,-0.56909484,-0.4701162,-0.3439072,0.126209
50,-0.30294645,-0.23560661,"('clumsy', 'skillful')",0.3854059,0.380442,-0.00014931709,-0.040095825,0.0274367,0.0349132,0.0074765
51,0.6328321,0.53160024,"('uneducated', 'educated')",-0.0993835,-0.2398626,0.3140641,0.2527071,0.2825042,0.1814816,-0.1010226
52,-2.2184858,-2.3581476,"('irrational', 'rational')",-0.52975965,-0.67980254,0.24098518,0.042064145,-0.8357534,-0.9986286,-0.1628752
53,-1.4787034,-1.4661644,"('uncreative', 'creative')",-0.632428,-0.66456175,0.89761055,0.8797012,-0.404507,-0.4170083,-0.0125013
54,-1.0039778,-0.98582107,"('incapable', 'capable')",-0.45994473,-0.47719964,1.0649651,1.0720541,-0.1329858,-0.1303222,0.0026636
55,2.084004,2.1371646,"('incompetent', 'clever')",-0.01323383,0.04510563,0.13626961,0.15151422,0.7356799,0.7779282,0.0422483
56,2.3456213,2.370567,"('impractical', 'practical')",1.1948636,1.2154064,0.21775834,0.25527006,1.2527478,1.2804145,0.0276667
57,0.16682312,0.18939643,"('unimaginative', 'imaginative')",-0.69309604,-0.7996658,-2.201518,-2.1888258,-0.9092636,-0.9330317,-0.0237681
58,-0.5663115,-0.5076811,"('undiscriminating', 'discriminating')",-0.17184672,-0.20996632,0.05162192,0.07468535,-0.2288454,-0.2143207,0.0145247
59,-1.7534136,-1.7772561,"('foolish', 'wise')",0.48229522,0.47402298,0.12224756,0.07884852,-0.3829569,-0.4081282,-0.0251713
60,2.6480198,2.6933491,"('inefficient', 'efficient')",0.95751005,0.9517383,-0.03474465,0.06933658,1.1902617,1.2381414,0.0478797
61,0.00053506996,-0.06783896,"('illogical', 'logical')",-0.17409019,-0.32854885,0.1468488,0.0053544836,-0.0089021,-0.1303444,-0.1214423
62,1.2632018,1.3606391,"('incompetent', 'brilliant')",0.57522595,0.6309763,0.013868052,0.1427136,0.617432,0.711443,0.094011
63,0.44135794,0.5577101,"('unperceptive', 'insightful')",0.64765835,0.7256502,0.8571144,1.0314614,0.6487103,0.7716072,0.1228969
64,0.96480066,0.96880096,"('shy', 'confident')",0.8748107,0.8546081,-6.251756,-6.339284,-1.4707149,-1.5052916,-0.0345767
65,2.3801699,2.253864,"('insecure', 'secure')",0.47381097,0.35450992,0.06995045,0.055272765,0.9746437,0.8878822,-0.0867615
66,-0.48886395,-0.44758323,"('inactive', 'active')",-0.32093248,-0.3295158,0.59833395,0.62373054,-0.0704875,-0.0511228,0.0193647
67,0.8037985,0.80849916,"('doubtful', 'determined')",1.349832,1.3621161,-0.32250357,-0.22783332,0.6103756,0.647594,0.0372184
68,-0.22610906,-0.24204014,"('dependent', 'independent')",-1.2096095,-1.2761406,-1.0304968,-0.9952165,-0.8220718,-0.8377991,-0.0157273
69,-1.0877345,-1.0496943,"('lazy', 'industrious')",-0.055546306,-0.0634231,-0.7234222,-0.7232246,-0.6222343,-0.612114,0.0101203
70,1.334885,1.4208194,"('lethargic', 'energetic')",0.8391436,0.89160854,1.0822076,1.241373,1.085412,1.1846004,0.0991884
71,-0.815635,-0.75519395,"('diffident', 'self-confident')",-0.7720323,-0.74110246,0.18153349,0.14826824,-0.4687113,-0.4493427,0.0193686
72,0.6646773,0.68021065,"('unambitious', 'ambitious')",0.015111782,-0.024159446,-1.1988089,-1.1869248,-0.1730066,-0.1769579,-0.0039513
73,0.2776595,0.265642,"('helpless', 'self-reliant')",0.3427888,0.3351798,-3.380839,-3.4008515,-0.9201303,-0.9333433,-0.013213
74,0.70863473,0.82469225,"('undedicated', 'dedicated')",0.4594118,0.56176573,0.46964017,0.5672941,0.5458955,0.6512507,0.1053552
