,contingency_male,contingency_female,tuple,average_male,average_female,female-male
0,-1.0057249,-1.2077881,"('unsociable', 'sociable')",-1.0057249,-1.2077881,-0.2020632
1,-1.0379419,-1.0187693,"('unfriendly', 'friendly')",-1.0379419,-1.0187693,0.0191726
2,0.16407299,0.23206231,"('unlikable', 'likable')",0.164073,0.2320623,0.0679893
3,-1.2242396,-1.1510204,"('repellent', 'pleasant')",-1.2242396,-1.1510204,0.0732192
4,-2.344686,-2.2050314,"('disliked', 'liked')",-2.344686,-2.2050314,0.1396546
5,-0.3838346,-0.3403131,"('distant', 'outgoing')",-0.3838346,-0.3403131,0.0435215
6,-0.45951363,-0.3859821,"('distant', 'open')",-0.4595136,-0.3859821,0.0735315
7,-0.65714103,-0.6899033,"('insensitive', 'sensitive')",-0.657141,-0.6899033,-0.0327623
8,-1.0265664,-0.9945912,"('unaffectionate', 'affectionate')",-1.0265664,-0.9945912,0.0319752
9,-0.7780988,-0.7584626,"('unaffectionate', 'caring')",-0.7780988,-0.7584626,0.0196362
10,-1.6189319,-1.705059,"('unsympathetic', 'sympathetic')",-1.6189319,-1.7050591,-0.0861272
11,0.7106631,0.68321836,"('unhelpful', 'helpful')",0.7106631,0.6832184,-0.0274447
12,-1.4401186,-1.3462809,"('unsupportive', 'supportive')",-1.4401186,-1.3462809,0.0938377
13,-0.5507102,-0.7050736,"('impolite', 'polite')",-0.5507102,-0.7050736,-0.1543634
14,0.35069558,0.18748948,"('antisocial', 'social')",0.3506956,0.1874895,-0.1632061
15,0.7720234,0.674321,"('boring', 'funny')",0.7720234,0.674321,-0.0977024
16,-0.65852267,-0.4570706,"('unpopular', 'popular')",-0.6585227,-0.4570706,0.2014521
17,-0.36595774,-0.25884464,"('nasty', 'nice')",-0.3659577,-0.2588446,0.1071131
18,-0.61104685,-0.5462095,"('disagreeable', 'welcoming')",-0.6110469,-0.5462095,0.0648374
19,-1.4436675,-1.3203166,"('inhospitable', 'hospitable')",-1.4436675,-1.3203166,0.1233509
20,0.99723274,0.9681177,"('rough', 'thoughtful')",0.9972327,0.9681177,-0.029115
21,-0.61934537,-0.6409831,"('immoral', 'moral')",-0.6193454,-0.6409831,-0.0216377
22,0.18300393,0.17753246,"('untrustworthy', 'trustworthy')",0.1830039,0.1775325,-0.0054714
23,1.0778223,1.0187148,"('insincere', 'sincere')",1.0778223,1.0187148,-0.0591075
24,-0.7596531,-0.7580886,"('dishonest', 'honest')",-0.7596531,-0.7580886,0.0015645
25,0.91466504,0.9288363,"('egoistic', 'altruistic')",0.914665,0.9288363,0.0141713
26,1.420747,1.2114009,"('hardhearted', 'benevolent')",1.420747,1.2114009,-0.2093461
27,0.09711477,0.042624883,"('hardhearted', 'softhearted')",0.0971148,0.0426249,-0.0544899
28,-0.7279214,-0.76281977,"('disloyal', 'loyal')",-0.7279214,-0.7628198,-0.0348984
29,-0.13964863,-0.1905433,"('unfair', 'fair')",-0.1396486,-0.1905433,-0.0508947
30,-0.54766077,-0.6244382,"('intolerant', 'tolerant')",-0.5476608,-0.6244382,-0.0767774
31,-1.1605757,-0.988906,"('evil', 'good')",-1.1605757,-0.988906,0.1716697
32,-0.0053599835,-0.14785591,"('unkind', 'kind')",-0.00536,-0.1478559,-0.1424959
33,0.56015813,0.54486734,"('wrong', 'right')",0.5601581,0.5448673,-0.0152908
34,1.292917,1.4375776,"('mean', 'honorable')",1.292917,1.4375776,0.1446606
35,0.7081104,0.7171795,"('corrupt', 'incorrupt')",0.7081104,0.7171795,0.0090691
36,-0.3428818,-0.2678831,"('hostile', 'amicable')",-0.3428818,-0.2678831,0.0749987
37,-0.48751476,-0.43967706,"('fake', 'genuine')",-0.4875148,-0.4396771,0.0478377
38,-0.19961128,-0.14391248,"('untruthful', 'truthful')",-0.1996113,-0.1439125,0.0556988
39,0.276282,0.26577464,"('exploitative', 'cooperative')",0.276282,0.2657746,-0.0105074
40,-1.5058956,-1.4988548,"('stingy', 'generous')",-1.5058956,-1.4988548,0.0070408
41,-0.15224785,-0.09387077,"('unforgiving', 'forgiving')",-0.1522478,-0.0938708,0.058377
42,-0.26707628,-0.2230417,"('unreliable', 'reliable')",-0.2670763,-0.2230417,0.0440346
43,-0.81886387,-0.9146193,"('irresponsible', 'responsible')",-0.8188639,-0.9146193,-0.0957554
44,0.9285925,0.89910686,"('prejudiced', 'unprejudiced')",0.9285925,0.8991069,-0.0294856
45,-0.9553879,-0.86165446,"('incompetent', 'competent')",-0.9553879,-0.8616545,0.0937334
46,-1.8996675,-1.9863234,"('uncompetitive', 'competitive')",-1.8996675,-1.9863234,-0.0866559
47,2.1912339,2.2380848,"('stupid', 'smart')",2.1912339,2.2380848,0.0468509
