,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,female-male
0,3.1229851,2.955513,"('unsociable', 'sociable')",1.7158555,1.4555211,-0.40560484,-0.5167752,1.4777452,1.2980863,-0.1796589
1,-1.8125525,-1.8809816,"('unfriendly', 'friendly')",-0.6774533,-0.9091296,2.2441726,2.1759229,-0.0819444,-0.2047294,-0.122785
2,-0.01804395,-0.04122944,"('unlikable', 'likable')",0.5290791,0.5850796,0.28268468,0.40591854,0.2645733,0.3165896,0.0520163
3,0.9138085,0.93257415,"('repellent', 'pleasant')",0.8636193,0.7507161,-0.1312016,-0.08481871,0.5487421,0.5328238,-0.0159183
4,-2.681854,-2.7397156,"('disliked', 'liked')",0.18123259,0.296795,-4.260767,-4.20139,-2.2537961,-2.2147702,0.0390259
5,-3.9160676,-3.8700042,"('distant', 'outgoing')",-1.3182507,-1.2536803,0.55548805,0.59052265,-1.55961,-1.5110539,0.0485561
6,-4.5363274,-4.5542154,"('distant', 'open')",-1.8342369,-1.8153965,0.6814208,0.6867988,-1.8963812,-1.8942709,0.0021103
7,4.5249634,4.3728213,"('insensitive', 'sensitive')",1.148271,1.0750645,0.6140172,0.60944825,2.0957505,2.0191115,-0.076639
8,-1.0186316,-0.9768529,"('unaffectionate', 'affectionate')",-0.52712554,-0.6354262,1.2005452,1.0429738,-0.1150706,-0.1897685,-0.0746979
9,0.6431543,0.689698,"('unaffectionate', 'caring')",0.26639605,0.11269957,1.71905,1.6515701,0.8762001,0.8179892,-0.0582109
10,5.502249,5.4218135,"('unsympathetic', 'sympathetic')",1.7330525,1.4681551,-0.40190065,-0.42161795,2.2778001,2.156117,-0.1216831
11,2.6205673,2.6953313,"('unhelpful', 'helpful')",1.2218549,1.1797571,1.4259224,1.4584848,1.756115,1.7778578,0.0217428
12,2.8175552,2.8180995,"('unsupportive', 'supportive')",1.6567936,1.7161456,-1.038453,-0.96463335,1.1452986,1.1898705,0.0445719
13,3.7388277,3.6086283,"('impolite', 'polite')",1.564842,1.5183536,-0.39065015,-0.4362502,1.6376732,1.5635772,-0.074096
14,5.107276,4.7882094,"('antisocial', 'social')",2.8704448,2.792743,0.4499828,0.44757748,2.8092346,2.6761767,-0.1330579
15,0.39844558,0.2702615,"('boring', 'funny')",-0.6560362,-0.63016635,0.2273668,0.21110082,-0.0100746,-0.0496013,-0.0395267
16,-3.1373172,-2.9348915,"('unpopular', 'popular')",-1.6635972,-1.5556922,-0.073687755,-0.087012395,-1.6248673,-1.5258652,0.0990021
17,-0.61052746,-0.6881837,"('nasty', 'nice')",-0.19759402,-0.23241878,-0.738613,-0.776607,-0.5155782,-0.5657365,-0.0501583
