,screw_male,screw_female,tuple,average_male,average_female,female-male
0,0.19435196,0.17798415,"('unsociable', 'sociable')",0.194352,0.1779841,-0.0163679
1,1.1958656,1.2408442,"('unfriendly', 'friendly')",1.1958656,1.2408442,0.0449786
2,0.4325102,0.56948406,"('unlikable', 'likable')",0.4325102,0.5694841,0.1369739
3,0.88209504,0.9703611,"('repellent', 'pleasant')",0.882095,0.9703611,0.0882661
4,-7.298784,-7.3425827,"('disliked', 'liked')",-7.2987838,-7.3425827,-0.0437989
5,-0.37396184,-0.2412933,"('distant', 'outgoing')",-0.3739618,-0.2412933,0.1326685
6,-0.015691694,0.055765808,"('distant', 'open')",-0.0156917,0.0557658,0.0714575
7,1.455513,1.4959507,"('insensitive', 'sensitive')",1.455513,1.4959507,0.0404377
8,1.227739,1.1649082,"('unaffectionate', 'affectionate')",1.227739,1.1649082,-0.0628308
9,1.4418762,1.5179222,"('unaffectionate', 'caring')",1.4418762,1.5179222,0.076046
10,1.7255049,1.5443003,"('unsympathetic', 'sympathetic')",1.7255049,1.5443003,-0.1812046
11,2.072199,2.0547268,"('unhelpful', 'helpful')",2.0721991,2.0547268,-0.0174723
12,-1.0338718,-1.0027455,"('unsupportive', 'supportive')",-1.0338718,-1.0027455,0.0311263
13,0.25497705,0.27569407,"('impolite', 'polite')",0.254977,0.2756941,0.0207171
14,0.26179615,0.2993018,"('antisocial', 'social')",0.2617961,0.2993018,0.0375057
15,0.19960675,0.25826508,"('boring', 'funny')",0.1996067,0.2582651,0.0586584
16,-0.7077208,-0.53777593,"('unpopular', 'popular')",-0.7077208,-0.5377759,0.1699449
17,0.14070946,0.03917331,"('nasty', 'nice')",0.1407095,0.0391733,-0.1015362
18,-0.45277262,-0.34297028,"('disagreeable', 'welcoming')",-0.4527726,-0.3429703,0.1098023
19,-0.3238915,-0.30438355,"('inhospitable', 'hospitable')",-0.3238915,-0.3043835,0.019508
20,0.6930719,0.5566022,"('rough', 'thoughtful')",0.6930719,0.5566022,-0.1364697
21,0.23776077,0.3525671,"('immoral', 'moral')",0.2377608,0.3525671,0.1148063
22,0.16013983,0.16936111,"('untrustworthy', 'trustworthy')",0.1601398,0.1693611,0.0092213
23,6.306365,6.480821,"('insincere', 'sincere')",6.306365,6.4808211,0.1744561
24,1.8277022,1.8981438,"('dishonest', 'honest')",1.8277022,1.8981438,0.0704416
25,0.2608301,0.3011496,"('egoistic', 'altruistic')",0.2608301,0.3011496,0.0403195
26,0.562305,0.31411594,"('hardhearted', 'benevolent')",0.562305,0.3141159,-0.2481891
27,1.6916487,1.5297312,"('hardhearted', 'softhearted')",1.6916487,1.5297312,-0.1619175
28,1.1859818,1.0830243,"('disloyal', 'loyal')",1.1859818,1.0830243,-0.1029575
29,-0.20533252,-0.36238167,"('unfair', 'fair')",-0.2053325,-0.3623817,-0.1570492
30,1.2708898,1.2283838,"('intolerant', 'tolerant')",1.2708898,1.2283838,-0.042506
31,-1.3147118,-1.2663603,"('evil', 'good')",-1.3147118,-1.2663603,0.0483515
