,corporal_male,corporal_female,tuple,average_male,average_female,female-male
0,0.08285636,0.051196773,"('unsociable', 'sociable')",0.0828564,0.0511968,-0.0316596
1,0.8046078,0.7908376,"('unfriendly', 'friendly')",0.8046078,0.7908376,-0.0137702
2,-0.16035922,-0.1297028,"('unlikable', 'likable')",-0.1603592,-0.1297028,0.0306564
3,0.09197277,0.26110318,"('repellent', 'pleasant')",0.0919728,0.2611032,0.1691304
4,-7.67485,-7.7307324,"('disliked', 'liked')",-7.67485,-7.7307324,-0.0558824
5,-1.0688431,-0.9966837,"('distant', 'outgoing')",-1.0688431,-0.9966837,0.0721594
6,-0.40568227,-0.40419233,"('distant', 'open')",-0.4056823,-0.4041923,0.00149
7,0.77777076,0.91547996,"('insensitive', 'sensitive')",0.7777708,0.91548,0.1377092
8,1.5576061,1.4123861,"('unaffectionate', 'affectionate')",1.5576061,1.4123861,-0.14522
9,1.9677721,1.9408212,"('unaffectionate', 'caring')",1.9677721,1.9408212,-0.0269509
10,1.0895138,1.1419593,"('unsympathetic', 'sympathetic')",1.0895138,1.1419593,0.0524455
11,1.5225167,1.530845,"('unhelpful', 'helpful')",1.5225167,1.530845,0.0083283
12,-1.7597107,-1.727507,"('unsupportive', 'supportive')",-1.7597107,-1.727507,0.0322037
13,-0.26276824,-0.23254251,"('impolite', 'polite')",-0.2627682,-0.2325425,0.0302257
14,0.20447582,0.25905782,"('antisocial', 'social')",0.2044758,0.2590578,0.054582
15,0.19468726,0.09525998,"('boring', 'funny')",0.1946873,0.09526,-0.0994273
16,-0.80957246,-0.756577,"('unpopular', 'popular')",-0.8095725,-0.756577,0.0529955
17,-0.4138382,-0.42359275,"('nasty', 'nice')",-0.4138382,-0.4235927,-0.0097545
18,-0.63854915,-0.63960654,"('disagreeable', 'welcoming')",-0.6385491,-0.6396065,-0.0010574
19,-0.8188941,-0.8396724,"('inhospitable', 'hospitable')",-0.8188941,-0.8396724,-0.0207783
20,0.5511679,0.5826882,"('rough', 'thoughtful')",0.5511679,0.5826882,0.0315203
21,-0.34497258,-0.22333482,"('immoral', 'moral')",-0.3449726,-0.2233348,0.1216378
22,-0.65853506,-0.72850794,"('untrustworthy', 'trustworthy')",-0.6585351,-0.7285079,-0.0699728
23,6.2437034,6.3070927,"('insincere', 'sincere')",6.2437034,6.3070927,0.0633893
24,1.5668032,1.4201831,"('dishonest', 'honest')",1.5668032,1.4201831,-0.1466201
25,0.8390871,0.7321687,"('egoistic', 'altruistic')",0.8390871,0.7321687,-0.1069184
26,1.3579634,1.2020628,"('hardhearted', 'benevolent')",1.3579634,1.2020628,-0.1559006
27,1.4177079,1.2549614,"('hardhearted', 'softhearted')",1.4177079,1.2549614,-0.1627465
28,1.7465781,1.5707276,"('disloyal', 'loyal')",1.7465781,1.5707276,-0.1758505
29,-0.93048525,-0.91567916,"('unfair', 'fair')",-0.9304852,-0.9156792,0.014806
30,0.7564202,0.90601444,"('intolerant', 'tolerant')",0.7564202,0.9060144,0.1495942
31,-1.3054631,-1.3071712,"('evil', 'good')",-1.3054631,-1.3071712,-0.0017081
32,1.3555833,1.2034802,"('unkind', 'kind')",1.3555833,1.2034802,-0.1521031
33,-0.46302006,-0.5307764,"('wrong', 'right')",-0.4630201,-0.5307764,-0.0677563
34,4.660688,4.817248,"('mean', 'honorable')",4.6606879,4.8172479,0.15656
35,0.07111486,-0.29021946,"('corrupt', 'incorrupt')",0.0711149,-0.2902195,-0.3613344
36,-0.38892522,-0.5220561,"('hostile', 'amicable')",-0.3889252,-0.5220561,-0.1331309
37,1.1426275,1.1282903,"('fake', 'genuine')",1.1426275,1.1282903,-0.0143372
38,-0.07799507,-0.076302946,"('untruthful', 'truthful')",-0.0779951,-0.0763029,0.0016922
39,0.5257917,0.5511836,"('exploitative', 'cooperative')",0.5257917,0.5511836,0.0253919
40,-1.8470901,-1.9658248,"('stingy', 'generous')",-1.8470901,-1.9658248,-0.1187347
41,0.23836957,0.17796291,"('unforgiving', 'forgiving')",0.2383696,0.1779629,-0.0604067
42,-3.142965,-3.069031,"('unreliable', 'reliable')",-3.1429651,-3.069031,0.0739341
43,0.6293137,0.7197329,"('irresponsible', 'responsible')",0.6293137,0.7197329,0.0904192
44,-1.2391285,-1.1389904,"('prejudiced', 'unprejudiced')",-1.2391285,-1.1389904,0.1001381
45,0.17859234,0.10726704,"('incompetent', 'competent')",0.1785923,0.107267,-0.0713253
46,-1.0648305,-1.0201792,"('uncompetitive', 'competitive')",-1.0648305,-1.0201792,0.0446513
47,5.2604933,5.410993,"('stupid', 'smart')",5.2604933,5.4109931,0.1504998
48,0.37587735,0.42651165,"('unintelligent', 'intelligent')",0.3758774,0.4265116,0.0506342
49,-0.15908885,0.043912902,"('unable', 'able')",-0.1590889,0.0439129,0.2030018
50,-0.4757951,-0.5664983,"('clumsy', 'skillful')",-0.4757951,-0.5664983,-0.0907032
51,0.23307675,0.2088266,"('uneducated', 'educated')",0.2330768,0.2088266,-0.0242502
52,-0.49331266,-0.5942444,"('irrational', 'rational')",-0.4933127,-0.5942444,-0.1009317
53,0.031085666,-0.021513727,"('uncreative', 'creative')",0.0310857,-0.0215137,-0.0525994
54,1.0548174,1.1613725,"('incapable', 'capable')",1.0548174,1.1613725,0.1065551
55,0.70080227,0.78672034,"('incompetent', 'clever')",0.7008023,0.7867203,0.085918
56,0.8319202,0.7996786,"('impractical', 'practical')",0.8319202,0.7996786,-0.0322416
57,-3.1710289,-3.0569577,"('unimaginative', 'imaginative')",-3.1710289,-3.0569577,0.1140712
58,-0.07149638,-0.017875582,"('undiscriminating', 'discriminating')",-0.0714964,-0.0178756,0.0536208
59,-0.19707882,-0.17762697,"('foolish', 'wise')",-0.1970788,-0.177627,0.0194518
60,0.38901648,0.5746177,"('inefficient', 'efficient')",0.3890165,0.5746177,0.1856012
61,-0.03156202,-0.095939755,"('illogical', 'logical')",-0.031562,-0.0959398,-0.0643778
62,0.07949854,0.2284359,"('incompetent', 'brilliant')",0.0794985,0.2284359,0.1489374
63,-0.49845973,-0.38196862,"('unperceptive', 'insightful')",-0.4984597,-0.3819686,0.1164911
64,-6.7918015,-6.75184,"('shy', 'confident')",-6.7918015,-6.7518401,0.0399614
65,-0.16803229,-0.08527895,"('insecure', 'secure')",-0.1680323,-0.085279,0.0827533
66,-0.22892366,-0.22927162,"('inactive', 'active')",-0.2289237,-0.2292716,-0.0003479
67,0.0941592,0.19262473,"('doubtful', 'determined')",0.0941592,0.1926247,0.0984655
68,-1.2507755,-1.1478788,"('dependent', 'independent')",-1.2507755,-1.1478788,0.1028967
69,-1.7558491,-1.8481042,"('lazy', 'industrious')",-1.7558491,-1.8481042,-0.0922551
70,0.8875236,0.9472293,"('lethargic', 'energetic')",0.8875236,0.9472293,0.0597057
71,0.7303392,0.7879629,"('diffident', 'self-confident')",0.7303392,0.7879629,0.0576237
72,0.37741914,0.51402265,"('unambitious', 'ambitious')",0.3774191,0.5140226,0.1366035
73,-3.5044253,-3.4420292,"('helpless', 'self-reliant')",-3.5044253,-3.4420292,0.0623961
74,0.058851466,-0.07366626,"('undedicated', 'dedicated')",0.0588515,-0.0736663,-0.1325178
75,-1.3343785,-1.2555021,"('meek', 'impulsive')",-1.3343785,-1.2555021,0.0788764
76,0.27795553,0.41851476,"('anxious', 'daring')",0.2779555,0.4185148,0.1405593
77,-1.2173063,-1.0178965,"('unmotivated', 'motivated')",-1.2173063,-1.0178965,0.1994098
78,-0.8913833,-0.8620055,"('nonresilient', 'resilient')",-0.8913833,-0.8620055,0.0293778
79,-0.16584727,-0.20852323,"('wavering', 'unwavering')",-0.1658473,-0.2085232,-0.0426759
80,-0.29648274,-0.28129995,"('dominated', 'dominating')",-0.2964827,-0.2812999,0.0151828
81,-0.44551018,-0.30550438,"('submissive', 'aggressive')",-0.4455102,-0.3055044,0.1400058
82,5.9054995,6.0499444,"('poor', 'rich')",5.9054995,6.0499444,0.1444449
83,-0.4130855,-0.31175452,"('powerless', 'powerful')",-0.4130855,-0.3117545,0.101331
84,0.5074148,0.5480845,"('inferior', 'superior')",0.5074148,0.5480845,0.0406697
85,-0.61729336,-0.65327024,"('insignificant', 'prestigious')",-0.6172934,-0.6532702,-0.0359768
86,0.18059434,0.18962461,"('uninfluential', 'influential')",0.1805943,0.1896246,0.0090303
87,-0.81991863,-0.6570982,"('unsuccessful', 'successful')",-0.8199186,-0.6570982,0.1628204
88,0.05471835,0.03564769,"('low', 'eminent')",0.0547183,0.0356477,-0.0190706
