,procurement_male,procurement_female,tuple,average_male,average_female,female-male
0,-0.29128128,-0.36013722,"('unsociable', 'sociable')",-0.2912813,-0.3601372,-0.0688559
1,1.5311799,1.4530374,"('unfriendly', 'friendly')",1.5311799,1.4530374,-0.0781425
2,-0.05970672,-0.09590471,"('unlikable', 'likable')",-0.0597067,-0.0959047,-0.036198
3,0.46510005,0.6090073,"('repellent', 'pleasant')",0.4651,0.6090073,0.1439073
4,-7.381909,-7.459597,"('disliked', 'liked')",-7.3819089,-7.4595971,-0.0776882
5,-0.4911011,-0.52652204,"('distant', 'outgoing')",-0.4911011,-0.526522,-0.0354209
6,0.2331552,0.143041,"('distant', 'open')",0.2331552,0.143041,-0.0901142
7,0.6848576,0.6867757,"('insensitive', 'sensitive')",0.6848576,0.6867757,0.0019181
8,1.490439,1.3191137,"('unaffectionate', 'affectionate')",1.4904391,1.3191137,-0.1713254
9,1.7045218,1.6128359,"('unaffectionate', 'caring')",1.7045218,1.6128359,-0.0916859
10,0.49258626,0.5456583,"('unsympathetic', 'sympathetic')",0.4925863,0.5456583,0.053072
11,1.1656146,1.1704711,"('unhelpful', 'helpful')",1.1656146,1.1704711,0.0048565
12,-2.0247889,-2.087073,"('unsupportive', 'supportive')",-2.0247889,-2.0870731,-0.0622842
13,-0.8652573,-0.8799474,"('impolite', 'polite')",-0.8652573,-0.8799474,-0.0146901
14,0.17309192,0.09002073,"('antisocial', 'social')",0.1730919,0.0900207,-0.0830712
15,-0.009830933,-0.11659465,"('boring', 'funny')",-0.0098309,-0.1165946,-0.1067637
16,-0.5704037,-0.54177237,"('unpopular', 'popular')",-0.5704037,-0.5417724,0.0286313
17,-0.1695762,-0.18028243,"('nasty', 'nice')",-0.1695762,-0.1802824,-0.0107062
18,-0.526888,-0.6089028,"('disagreeable', 'welcoming')",-0.526888,-0.6089028,-0.0820148
19,-0.59802264,-0.6191638,"('inhospitable', 'hospitable')",-0.5980226,-0.6191638,-0.0211412
20,1.1834558,1.0775579,"('rough', 'thoughtful')",1.1834558,1.0775579,-0.1058979
21,-0.6791412,-0.6150254,"('immoral', 'moral')",-0.6791412,-0.6150254,0.0641158
22,-1.0082178,-1.0012329,"('untrustworthy', 'trustworthy')",-1.0082178,-1.0012329,0.0069849
23,6.2864494,6.262678,"('insincere', 'sincere')",6.2864494,6.2626781,-0.0237713
24,1.1964946,1.0231079,"('dishonest', 'honest')",1.1964946,1.0231079,-0.1733867
25,1.3915181,1.2380047,"('egoistic', 'altruistic')",1.3915181,1.2380047,-0.1535134
26,1.7153856,1.5644559,"('hardhearted', 'benevolent')",1.7153856,1.5644559,-0.1509297
27,1.7715622,1.5800215,"('hardhearted', 'softhearted')",1.7715622,1.5800215,-0.1915407
28,1.213635,1.0874188,"('disloyal', 'loyal')",1.213635,1.0874188,-0.1262162
29,-0.60825217,-0.73377246,"('unfair', 'fair')",-0.6082522,-0.7337725,-0.1255203
30,1.0611947,1.0503004,"('intolerant', 'tolerant')",1.0611947,1.0503004,-0.0108943
31,-1.1521916,-1.1354272,"('evil', 'good')",-1.1521916,-1.1354272,0.0167644
32,0.89300734,0.7958419,"('unkind', 'kind')",0.8930073,0.7958419,-0.0971654
33,-0.35323447,-0.4671355,"('wrong', 'right')",-0.3532345,-0.4671355,-0.113901
34,4.8875737,4.9608493,"('mean', 'honorable')",4.8875737,4.9608493,0.0732756
35,-0.54361373,-0.71492696,"('corrupt', 'incorrupt')",-0.5436137,-0.714927,-0.1713133
36,-0.10458948,-0.2218532,"('hostile', 'amicable')",-0.1045895,-0.2218532,-0.1172637
37,0.6032584,0.5655872,"('fake', 'genuine')",0.6032584,0.5655872,-0.0376712
38,-0.24054408,-0.28952208,"('untruthful', 'truthful')",-0.2405441,-0.2895221,-0.048978
39,0.065635964,0.035426565,"('exploitative', 'cooperative')",0.065636,0.0354266,-0.0302094
40,-1.7425629,-1.8311802,"('stingy', 'generous')",-1.7425629,-1.8311802,-0.0886173
41,-0.124134846,-0.19992839,"('unforgiving', 'forgiving')",-0.1241348,-0.1999284,-0.0757936
