,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7272938,-0.77038777,"('unsociable', 'sociable')",0.36313275,0.28461665,-0.34305036,-0.39314345,-0.25255743,-0.28811288,-0.2399422,-0.2917569,-0.0518147
1,0.9829807,0.8218789,"('unfriendly', 'friendly')",0.6179684,0.4955075,-0.14286995,-0.30641913,2.8790045,2.7236903,1.084271,0.9336644,-0.1506066
2,1.4272985,1.421477,"('unlikable', 'likable')",1.6746078,1.6901879,1.7394629,1.7606857,0.8933079,0.9287623,1.4336693,1.4502783,0.016609
3,-1.809767,-1.6692458,"('repellent', 'pleasant')",-0.5974384,-0.5328192,-0.031493366,0.01257575,-0.23691532,-0.18562132,-0.6689035,-0.5937776,0.0751259
4,0.52100015,0.44227797,"('disliked', 'liked')",-0.15348092,-0.26420158,-0.095535286,-0.22824426,-6.2669477,-6.415306,-1.4987409,-1.6163685,-0.1176276
5,1.4656785,1.4165617,"('distant', 'outgoing')",0.1791814,0.16724464,0.31500128,0.33412725,0.4760676,0.3808937,0.6089821,0.5747069,-0.0342752
6,1.5367668,1.5144657,"('distant', 'open')",0.3390939,0.33504716,0.022881135,0.007974878,1.118881,0.98191667,0.7544057,0.7098511,-0.0445546
7,-0.56413585,-0.5225593,"('insensitive', 'sensitive')",-0.31739083,-0.27917665,-1.3980069,-1.3735977,0.631091,0.6713136,-0.4121107,-0.3760051,0.0361056
8,0.31375661,0.1882696,"('unaffectionate', 'affectionate')",0.81460136,0.75080246,0.25858065,0.13893908,1.6649488,1.4884838,0.7629719,0.6416237,-0.1213482
9,0.21828711,0.12687877,"('unaffectionate', 'caring')",0.39457646,0.2990076,-0.074009016,-0.16971533,1.8653643,1.7630627,0.6010547,0.5048084,-0.0962463
10,-1.3290614,-1.2331277,"('unsympathetic', 'sympathetic')",-0.30132002,-0.29328924,-1.6990364,-1.6659763,-0.9247816,-0.82362175,-1.0635499,-1.0040038,0.0595461
11,-1.208517,-1.2171794,"('unhelpful', 'helpful')",-0.917816,-0.95069987,-1.0868068,-1.113682,1.3003606,1.4013785,-0.4781948,-0.4700457,0.0081491
12,-0.04355469,-0.027886763,"('unsupportive', 'supportive')",0.40290096,0.4423215,-0.8766154,-0.8358477,-1.6824942,-1.6742535,-0.5499408,-0.5239166,0.0260242
13,-1.100645,-1.0315892,"('impolite', 'polite')",-0.53435194,-0.48474163,-0.7481542,-0.65412784,-0.9471545,-0.8669488,-0.8325764,-0.7593518,0.0732246
14,-0.39869955,-0.38412157,"('antisocial', 'social')",1.2027079,1.2154526,-0.015290614,-0.026132472,-0.67650616,-0.67955667,0.0280529,0.0314105,0.0033576
15,1.4174154,1.3647103,"('boring', 'funny')",0.43894997,0.40213996,-0.008375876,0.045715645,0.95939636,0.9028794,0.7018465,0.6788613,-0.0229852
16,-0.0077268183,-0.057095848,"('unpopular', 'popular')",0.5532005,0.54200166,0.40068567,0.34375766,1.0185066,0.91995764,0.4911665,0.4371553,-0.0540112
17,-0.36713165,-0.33199883,"('nasty', 'nice')",-0.22384797,-0.14834923,-0.2713396,-0.2242423,-0.542402,-0.5100757,-0.3511803,-0.3036665,0.0475138
18,0.13850938,0.07358171,"('disagreeable', 'welcoming')",0.72841144,0.7674038,-0.35788494,-0.43302828,-0.006737154,-0.15721029,0.1255747,0.0626867,-0.062888
19,1.146003,1.144192,"('inhospitable', 'hospitable')",-0.635578,-0.6075538,-0.5413761,-0.5568849,0.20141721,0.18151604,0.0426165,0.0403173,-0.0022992
20,-0.22411044,-0.268022,"('rough', 'thoughtful')",1.090041,1.1390222,-0.07072934,-0.12729806,0.9842989,0.9337639,0.4448751,0.4193665,-0.0255086
21,-0.94386244,-0.8968035,"('immoral', 'moral')",0.3686381,0.30243817,-1.9223607,-1.9001638,-1.1330214,-1.0732635,-0.9076516,-0.8919482,0.0157034
22,-0.89828616,-0.88611543,"('untrustworthy', 'trustworthy')",-0.22376618,-0.29575086,-1.0354753,-1.0575736,-1.1112462,-1.1819433,-0.8171934,-0.8553458,-0.0381524
23,-0.96113515,-0.9778148,"('insincere', 'sincere')",-0.40783474,-0.43122822,-1.797182,-1.8429196,5.436235,5.429436,0.5675207,0.5443684,-0.0231523
24,-0.6271826,-0.5883945,"('dishonest', 'honest')",-0.15560567,-0.1661245,-1.4397833,-1.3935789,0.7701026,0.7372552,-0.3631172,-0.3527107,0.0104065
25,0.8339109,0.77822185,"('egoistic', 'altruistic')",0.94724077,0.90225303,1.0726773,1.0686591,2.0825841,2.0019364,1.2341032,1.1877676,-0.0463356
26,1.2908585,1.177259,"('hardhearted', 'benevolent')",2.3959863,2.3689616,1.5659024,1.4730732,2.1542516,2.0697093,1.8517497,1.7722508,-0.0794989
27,-0.120206766,-0.13581432,"('hardhearted', 'softhearted')",-0.37314996,-0.3110774,-0.71876603,-0.70083904,1.644503,1.5011317,0.108095,0.0883502,-0.0197448
28,-0.084915385,-0.20633735,"('disloyal', 'loyal')",0.27703553,0.10293523,-0.97689563,-1.0915208,1.0655853,0.94561017,0.0702024,-0.0623282,-0.1325306
