,paychex_male,paychex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.4991176,-0.59577197,"('unsociable', 'sociable')",-0.4614468,-0.5980421,-0.4802822,-0.596907,-0.1166248
1,-0.64393634,-0.6149112,"('unfriendly', 'friendly')",1.9953136,1.8827714,0.6756886,0.6339301,-0.0417585
2,0.77898043,0.91256946,"('unlikable', 'likable')",0.6857883,0.79870087,0.7323843,0.8556352,0.1232509
3,-0.8307184,-0.63475585,"('repellent', 'pleasant')",-0.1109971,-0.06670159,-0.4708577,-0.3507287,0.120129
4,0.47190887,0.56120753,"('disliked', 'liked')",-5.9735794,-6.042446,-2.7508352,-2.7406192,0.010216
5,0.11775074,0.17044543,"('distant', 'outgoing')",0.10397045,0.11965731,0.1108606,0.1450514,0.0341908
6,-0.3145624,-0.20924795,"('distant', 'open')",0.66642046,0.6751772,0.175929,0.2329646,0.0570356
7,-0.556877,-0.48935854,"('insensitive', 'sensitive')",0.27361524,0.33098125,-0.1416309,-0.0791886,0.0624423
8,-0.770641,-0.771945,"('unaffectionate', 'affectionate')",1.1284802,1.0815183,0.1789196,0.1547866,-0.024133
9,-0.58011746,-0.53701615,"('unaffectionate', 'caring')",1.1943883,1.198923,0.3071354,0.3309534,0.023818
10,-1.1895574,-1.1643616,"('unsympathetic', 'sympathetic')",-0.90592486,-0.93130153,-1.0477412,-1.0478315,-9.03e-05
11,-0.56004184,-0.4702255,"('unhelpful', 'helpful')",1.1705403,1.3016918,0.3052492,0.4157331,0.1104839
12,-0.004341699,0.18098077,"('unsupportive', 'supportive')",-1.8592516,-1.8008859,-0.9317967,-0.8099526,0.1218441
13,-0.45275125,-0.54303485,"('impolite', 'polite')",-0.8788422,-0.925104,-0.6657967,-0.7340695,-0.0682728
14,-0.002161339,-0.036290545,"('antisocial', 'social')",-0.8829955,-0.96460426,-0.4425784,-0.5004474,-0.057869
15,0.021540916,-0.06497373,"('boring', 'funny')",0.5263298,0.49593672,0.2739354,0.2154815,-0.0584539
16,-0.78190506,-0.6175892,"('unpopular', 'popular')",0.6276103,0.6419808,-0.0771474,0.0121958,0.0893432
17,-0.004426984,0.16660377,"('nasty', 'nice')",-0.6441121,-0.58355457,-0.3242695,-0.2084754,0.1157941
18,-0.6077906,-0.46902877,"('disagreeable', 'welcoming')",-0.33359188,-0.3255562,-0.4706912,-0.3972925,0.0733987
19,-0.43440664,-0.3063059,"('inhospitable', 'hospitable')",0.0074869487,0.15442371,-0.2134598,-0.0759411,0.1375187
20,-0.4620455,-0.35451972,"('rough', 'thoughtful')",1.0943025,1.0283555,0.3161285,0.3369179,0.0207894
21,-0.7474265,-0.68147624,"('immoral', 'moral')",-0.95145273,-0.9098633,-0.8494396,-0.7956698,0.0537698
22,-0.56972235,-0.57269186,"('untrustworthy', 'trustworthy')",-1.0064379,-1.0921459,-0.7880801,-0.8324189,-0.0443388
23,-0.5782557,-0.56288683,"('insincere', 'sincere')",5.0261574,4.9452267,2.2239509,2.19117,-0.0327809
24,-0.62216747,-0.61933404,"('dishonest', 'honest')",0.53981626,0.4928595,-0.0411756,-0.0632373,-0.0220617
25,0.10202116,0.1102105,"('egoistic', 'altruistic')",1.7907073,1.745183,0.9463643,0.9276968,-0.0186675
26,0.38571462,0.32001558,"('hardhearted', 'benevolent')",2.0480072,1.9622065,1.2168609,1.141111,-0.0757499
27,0.09284306,0.1816742,"('hardhearted', 'softhearted')",1.456729,1.3809743,0.7747861,0.7813243,0.0065382
28,-0.9110692,-1.0147836,"('disloyal', 'loyal')",0.73963535,0.6472774,-0.0857169,-0.1837531,-0.0980362
29,-0.34765142,-0.38035417,"('unfair', 'fair')",-0.34799868,-0.46056482,-0.3478251,-0.4204595,-0.0726344
30,0.46268845,0.53766906,"('intolerant', 'tolerant')",0.9377649,0.87551785,0.7002267,0.7065935,0.0063668
31,-0.26808798,-0.0591875,"('evil', 'good')",-0.46947753,-0.55904835,-0.3687828,-0.3091179,0.0596649
32,0.05728577,0.046299335,"('unkind', 'kind')",0.8076644,0.67715114,0.4324751,0.3617252,-0.0707499
33,0.7354511,0.68701696,"('wrong', 'right')",-0.31372768,-0.40793592,0.2108617,0.1395405,-0.0713212
34,0.062367532,0.31114233,"('mean', 'honorable')",5.509806,5.7218413,2.7860868,3.0164919,0.2304051
35,0.07853907,0.015113827,"('corrupt', 'incorrupt')",0.28265712,0.110133305,0.1805981,0.0626236,-0.1179745
36,0.39919442,0.43806198,"('hostile', 'amicable')",0.5085644,0.2828033,0.4538794,0.3604326,-0.0934468
37,-0.9095472,-0.8554382,"('fake', 'genuine')",0.3966645,0.4396371,-0.2564414,-0.2079005,0.0485409
38,-0.13124502,-0.06057007,"('untruthful', 'truthful')",-0.34662262,-0.2851451,-0.2389338,-0.1728576,0.0660762
39,0.20026231,0.28346652,"('exploitative', 'cooperative')",-0.032097165,-0.07403641,0.0840826,0.104715,0.0206324
40,0.25813296,0.28748527,"('stingy', 'generous')",-1.3989766,-1.5178664,-0.5704218,-0.6151906,-0.0447688
41,-0.030524833,0.10599495,"('unforgiving', 'forgiving')",-0.00706321,-0.10357292,-0.018794,0.001211,0.020005
42,0.7959804,0.97310126,"('unreliable', 'reliable')",-2.6612952,-2.5218258,-0.9326574,-0.7743623,0.1582951
43,-0.2632058,-0.106609106,"('irresponsible', 'responsible')",0.31701732,0.38161612,0.0269058,0.1375035,0.1105977
44,0.5361459,0.6056637,"('prejudiced', 'unprejudiced')",-1.1112736,-1.0639073,-0.2875639,-0.2291218,0.0584421
45,-1.2999862,-1.1453027,"('incompetent', 'competent')",-0.15472744,-0.18389514,-0.7273569,-0.6645989,0.062758
46,-0.56348157,-0.47717083,"('uncompetitive', 'competitive')",-0.97945803,-0.9954078,-0.7714698,-0.7362893,0.0351805
47,0.47407287,0.50564015,"('stupid', 'smart')",5.3555727,5.429443,2.9148228,2.9675415,0.0527187
48,-1.5446186,-1.5459589,"('unintelligent', 'intelligent')",0.5449766,0.57871103,-0.499821,-0.4836239,0.0161971
49,-0.75845516,-0.61556953,"('unable', 'able')",-0.2302655,-0.08380909,-0.4943603,-0.3496893,0.144671
50,0.36442345,0.45068437,"('clumsy', 'skillful')",0.26887268,0.21756871,0.3166481,0.3341265,0.0174784
51,-1.187661,-1.28202,"('uneducated', 'educated')",0.163661,0.13506043,-0.512,-0.5734798,-0.0614798
52,-0.20145647,-0.41841397,"('irrational', 'rational')",0.5834741,0.37889308,0.1910088,-0.0197604,-0.2107692
53,-1.3148512,-1.2993629,"('uncreative', 'creative')",0.9094384,0.9052153,-0.2027064,-0.1970738,0.0056326
54,0.20125034,0.14862564,"('incapable', 'capable')",1.1290925,1.196082,0.6651714,0.6723538,0.0071824
55,-1.2800559,-1.198826,"('incompetent', 'clever')",-0.17371596,-0.14617658,-0.7268859,-0.6725013,0.0543846
56,0.29155684,0.30836,"('impractical', 'practical')",-0.37158498,-0.30994946,-0.0400141,-0.0007947,0.0392194
57,-0.7800099,-0.79933095,"('unimaginative', 'imaginative')",-2.5403123,-2.5912383,-1.6601611,-1.6952846,-0.0351235
58,-0.043412656,-0.0051287524,"('undiscriminating', 'discriminating')",0.130607,0.10090899,0.0435972,0.0478901,0.0042929
59,0.25094986,0.16277803,"('foolish', 'wise')",0.68749213,0.6170948,0.469221,0.3899364,-0.0792846
60,0.016711865,0.11726839,"('inefficient', 'efficient')",-0.4275745,-0.26596364,-0.2054313,-0.0743476,0.1310837
61,-0.422137,-0.55194,"('illogical', 'logical')",0.27323952,0.09389463,-0.0744487,-0.2290227,-0.154574
62,-0.4798632,-0.3253265,"('incompetent', 'brilliant')",-0.06184233,0.122123115,-0.2708528,-0.1016017,0.1692511
63,-0.31855577,-0.14102167,"('unperceptive', 'insightful')",0.7427056,0.86927336,0.2120749,0.3641258,0.1520509
64,-0.11280775,-0.20136543,"('shy', 'confident')",-6.5177135,-6.557699,-3.3152606,-3.3795323,-0.0642717
65,-0.53997576,-0.7705471,"('insecure', 'secure')",-0.59731346,-0.61563504,-0.5686446,-0.693091,-0.1244464
66,-0.040917568,-0.034996726,"('inactive', 'active')",0.94476616,0.921156,0.4519243,0.4430796,-0.0088447
67,0.99244505,0.9031449,"('doubtful', 'determined')",-0.53549445,-0.46579438,0.2284753,0.2186753,-0.0098
68,-1.2839065,-1.3423741,"('dependent', 'independent')",-0.5092496,-0.5372479,-0.8965781,-0.939811,-0.0432329
69,0.77428687,0.86914027,"('lazy', 'industrious')",-0.272093,-0.25083715,0.2510969,0.3091516,0.0580547
70,-0.5880291,-0.48218873,"('lethargic', 'energetic')",0.4025983,0.48673972,-0.0927154,0.0022755,0.0949909
71,0.7847332,0.91191155,"('diffident', 'self-confident')",0.7777138,0.7991821,0.7812235,0.8555468,0.0743233
72,-0.13084355,-0.21108553,"('unambitious', 'ambitious')",-0.9437337,-0.9060416,-0.5372886,-0.5585636,-0.021275
73,1.5162394,1.5158018,"('helpless', 'self-reliant')",-2.5629835,-2.5689757,-0.5233721,-0.5265869,-0.0032148
74,-0.09639157,-0.023032818,"('undedicated', 'dedicated')",0.22877647,0.2456744,0.0661924,0.1113208,0.0451284
75,-0.022698162,0.047295146,"('meek', 'impulsive')",-0.23815116,-0.1759614,-0.1304247,-0.0643331,0.0660916
76,-0.1230734,-0.003739125,"('anxious', 'daring')",0.07753335,0.18348289,-0.02277,0.0898719,0.1126419
77,-0.062829785,0.0040062107,"('unmotivated', 'motivated')",-1.4142429,-1.3039385,-0.7385363,-0.6499661,0.0885702
78,-0.4738287,-0.276157,"('nonresilient', 'resilient')",-0.06956065,0.039699778,-0.2716947,-0.1182286,0.1534661
79,-0.16800047,-0.15712224,"('wavering', 'unwavering')",0.058434922,0.10211856,-0.0547828,-0.0275018,0.027281
80,0.00036341697,-0.09781866,"('dominated', 'dominating')",-1.4456449,-1.3474452,-0.7226407,-0.7226319,8.8e-06
81,-0.21404886,-0.37818342,"('submissive', 'aggressive')",-1.1599829,-1.0924664,-0.6870159,-0.7353249,-0.048309
82,-1.2506571,-1.2155817,"('poor', 'rich')",5.986132,6.073929,2.3677375,2.4291735,0.061436
83,0.27661186,0.24865632,"('powerless', 'powerful')",-1.0611632,-1.0961773,-0.3922757,-0.4237605,-0.0314848
84,0.24100928,0.06837466,"('inferior', 'superior')",0.8078674,0.7287326,0.5244383,0.3985536,-0.1258847
85,0.20882407,0.3607517,"('insignificant', 'prestigious')",1.0742512,1.0752771,0.6415376,0.7180144,0.0764768
86,-1.6485518,-1.7136635,"('uninfluential', 'influential')",-0.027200308,-0.14313737,-0.8378761,-0.9284004,-0.0905243
87,0.51763564,0.40349382,"('unsuccessful', 'successful')",0.8127046,0.850675,0.6651701,0.6270844,-0.0380857
88,-0.7254764,-0.757866,"('low', 'eminent')",0.15128733,0.17069367,-0.2870945,-0.2935862,-0.0064917
