,nortonlifelock_male,nortonlifelock_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.48651642,0.4862383,"('unsociable', 'sociable')",-0.15155688,-0.2414966,0.1674798,0.1223709,-0.0451089
1,-0.52760535,-0.55556715,"('unfriendly', 'friendly')",1.5387132,1.2960788,0.505554,0.3702558,-0.1352982
2,-0.0009846836,0.019983824,"('unlikable', 'likable')",0.6087432,0.6716061,0.3038793,0.345795,0.0419157
3,-0.03894823,0.107830055,"('repellent', 'pleasant')",0.30923247,0.3742895,0.1351421,0.2410598,0.1059177
4,-1.1249355,-1.2605299,"('disliked', 'liked')",-5.6562157,-5.6741304,-3.3905756,-3.4673302,-0.0767546
5,-1.0703324,-1.085885,"('distant', 'outgoing')",-0.52536845,-0.5538028,-0.7978504,-0.8198439,-0.0219935
6,-1.1201286,-1.1073145,"('distant', 'open')",-0.05043933,-0.091815576,-0.585284,-0.599565,-0.014281
7,0.60615695,0.7351241,"('insensitive', 'sensitive')",0.39657685,0.42320576,0.5013669,0.5791649,0.077798
8,-1.0261407,-1.0538405,"('unaffectionate', 'affectionate')",0.26011685,0.094813585,-0.3830119,-0.4795135,-0.0965016
9,-0.46921015,-0.48190895,"('unaffectionate', 'caring')",0.6221293,0.50222874,0.0764596,0.0101599,-0.0662997
10,-0.14544937,-0.053096443,"('unsympathetic', 'sympathetic')",-0.44733745,-0.45091105,-0.2963934,-0.2520037,0.0443897
11,0.66150635,0.74478066,"('unhelpful', 'helpful')",1.7825048,1.7984173,1.2220056,1.2715991,0.0495935
12,0.15941846,0.32055515,"('unsupportive', 'supportive')",-1.834718,-1.7364137,-0.8376498,-0.7079293,0.1297205
13,0.85983133,0.8820202,"('impolite', 'polite')",-0.24077678,-0.22887701,0.3095273,0.3265716,0.0170443
14,1.2620342,1.3101833,"('antisocial', 'social')",-0.3353649,-0.3072204,0.4633346,0.5014814,0.0381468
15,0.22739023,0.14016578,"('boring', 'funny')",0.7151622,0.6906956,0.4712762,0.4154307,-0.0558455
16,-1.1781291,-1.2326574,"('unpopular', 'popular')",0.53461456,0.5078758,-0.3217573,-0.3623908,-0.0406335
17,-0.14448252,-0.11950499,"('nasty', 'nice')",-0.3667666,-0.3654913,-0.2556246,-0.2424981,0.0131265
18,-0.8161868,-0.721141,"('disagreeable', 'welcoming')",-0.47169486,-0.49498853,-0.6439408,-0.6080648,0.035876
19,-1.0821761,-1.0568142,"('inhospitable', 'hospitable')",-0.104519494,-0.06998497,-0.5933478,-0.5633996,0.0299482
20,0.32690483,0.37041417,"('rough', 'thoughtful')",1.251466,1.1854115,0.7891854,0.7779128,-0.0112726
21,0.95659614,0.992393,"('immoral', 'moral')",-0.33433047,-0.31842896,0.3111328,0.336982,0.0258492
22,0.48795357,0.5301248,"('untrustworthy', 'trustworthy')",-0.58394265,-0.63604707,-0.0479945,-0.0529611,-0.0049666
23,0.43279955,0.5193998,"('insincere', 'sincere')",4.9112067,4.7186894,2.672003,2.6190445,-0.0529585
24,0.5883925,0.5972447,"('dishonest', 'honest')",0.31091157,0.21085066,0.449652,0.4040477,-0.0456043
25,-0.29125082,-0.3313631,"('egoistic', 'altruistic')",1.5623755,1.4957623,0.6355624,0.5821996,-0.0533628
26,0.43642217,0.41408288,"('hardhearted', 'benevolent')",1.4876844,1.4000831,0.9620533,0.907083,-0.0549703
27,-0.5093691,-0.4182331,"('hardhearted', 'softhearted')",0.92214614,0.84512347,0.2063885,0.2134452,0.0070567
28,0.12586068,0.005828932,"('disloyal', 'loyal')",0.7290233,0.5164874,0.427442,0.2611582,-0.1662838
29,-0.44009277,-0.48913968,"('unfair', 'fair')",-0.5373713,-0.69976366,-0.488732,-0.5944517,-0.1057197
30,1.4413815,1.481545,"('intolerant', 'tolerant')",1.4787052,1.432114,1.4600433,1.4568295,-0.0032138
31,-1.5117736,-1.4652734,"('evil', 'good')",-1.0155247,-1.1153835,-1.2636492,-1.2903285,-0.0266793
32,0.7611729,0.7886609,"('unkind', 'kind')",0.81517845,0.7118192,0.7881757,0.75024,-0.0379357
33,-0.044264086,-0.115159735,"('wrong', 'right')",-0.7371134,-0.8150532,-0.3906887,-0.4651065,-0.0744178
34,0.27135587,0.44522223,"('mean', 'honorable')",5.7963185,5.815331,3.0338373,3.1302767,0.0964394
35,-1.1148261,-1.2651873,"('corrupt', 'incorrupt')",-0.06787049,-0.2367803,-0.5913483,-0.7509838,-0.1596355
36,-1.4135658,-1.5220667,"('hostile', 'amicable')",0.5912315,0.32473952,-0.4111671,-0.5986636,-0.1874965
37,-0.07058194,-0.04398584,"('fake', 'genuine')",0.06790457,0.04653883,-0.0013387,0.0012765,0.0026152
38,-0.32353854,-0.33088776,"('untruthful', 'truthful')",-0.27894488,-0.3419719,-0.3012417,-0.3364298,-0.0351881
39,1.7264736,1.7798134,"('exploitative', 'cooperative')",0.3119953,0.32567742,1.0192344,1.0527455,0.0335111
