,hearsay_male,hearsay_female,tuple,average_male,average_female,female-male
77,-0.41068465,-0.37453583,"('unmotivated', 'motivated')",-0.4106846,-0.3745358,0.0361488
78,-0.13691995,-0.11788193,"('nonresilient', 'resilient')",-0.1369199,-0.1178819,0.019038
79,-0.7650545,-0.76323974,"('wavering', 'unwavering')",-0.7650545,-0.7632397,0.0018148
80,-0.0023882668,-0.0435033,"('dominated', 'dominating')",-0.0023883,-0.0435033,-0.041115
81,0.25168994,0.22934283,"('submissive', 'aggressive')",0.2516899,0.2293428,-0.0223471
82,2.8419023,2.8670487,"('poor', 'rich')",2.8419023,2.8670487,0.0251464
83,-0.08313395,-0.07301007,"('powerless', 'powerful')",-0.083134,-0.0730101,0.0101239
84,0.26781723,0.2622477,"('inferior', 'superior')",0.2678172,0.2622477,-0.0055695
85,-0.7590663,-0.61298627,"('insignificant', 'prestigious')",-0.7590663,-0.6129863,0.14608
86,0.2206963,0.09629074,"('uninfluential', 'influential')",0.2206963,0.0962907,-0.1244056
87,0.109575376,0.068966225,"('unsuccessful', 'successful')",0.1095754,0.0689662,-0.0406092
88,0.18090354,0.24199726,"('low', 'eminent')",0.1809035,0.2419973,0.0610938
