,hearsay_male,hearsay_female,tuple,average_male,average_female,female-male
0,0.42641225,0.17380776,"('unsociable', 'sociable')",0.4264123,0.1738078,-0.2526045
1,0.266092,0.056705937,"('unfriendly', 'friendly')",0.266092,0.0567059,-0.2093861
2,-0.25979847,-0.13986948,"('unlikable', 'likable')",-0.2597985,-0.1398695,0.119929
3,-0.4961385,-0.34817567,"('repellent', 'pleasant')",-0.4961385,-0.3481757,0.1479628
4,-3.5174909,-3.6282394,"('disliked', 'liked')",-3.5174909,-3.6282394,-0.1107485
5,-0.70167357,-0.7504554,"('distant', 'outgoing')",-0.7016736,-0.7504554,-0.0487818
6,-0.54721785,-0.53428113,"('distant', 'open')",-0.5472178,-0.5342811,0.0129367
7,-0.010560792,0.057867393,"('insensitive', 'sensitive')",-0.0105608,0.0578674,0.0684282
8,-0.16002154,-0.18117675,"('unaffectionate', 'affectionate')",-0.1600215,-0.1811768,-0.0211553
9,0.36146587,0.37613642,"('unaffectionate', 'caring')",0.3614659,0.3761364,0.0146705
10,-0.14411502,-0.14007798,"('unsympathetic', 'sympathetic')",-0.144115,-0.140078,0.004037
11,1.0006651,1.0621653,"('unhelpful', 'helpful')",1.0006651,1.0621653,0.0615002
12,-1.07317,-1.0923856,"('unsupportive', 'supportive')",-1.0731699,-1.0923856,-0.0192157
13,0.46864408,0.29758078,"('impolite', 'polite')",0.4686441,0.2975808,-0.1710633
14,-0.30853993,-0.43088156,"('antisocial', 'social')",-0.3085399,-0.4308816,-0.1223417
15,1.2606316,1.0630817,"('boring', 'funny')",1.2606316,1.0630817,-0.1975499
16,-0.5647136,-0.5453116,"('unpopular', 'popular')",-0.5647136,-0.5453116,0.019402
17,-0.4678485,-0.4830585,"('nasty', 'nice')",-0.4678485,-0.4830585,-0.01521
18,-1.6443954,-1.5474702,"('disagreeable', 'welcoming')",-1.6443954,-1.5474702,0.0969252
19,-0.8099899,-0.7401615,"('inhospitable', 'hospitable')",-0.8099899,-0.7401615,0.0698284
20,-0.08561107,-0.017795134,"('rough', 'thoughtful')",-0.0856111,-0.0177951,0.067816
21,0.19524619,0.2904077,"('immoral', 'moral')",0.1952462,0.2904077,0.0951615
22,0.75541043,0.67169815,"('untrustworthy', 'trustworthy')",0.7554104,0.6716982,-0.0837122
23,2.8940196,2.9002106,"('insincere', 'sincere')",2.8940196,2.9002106,0.006191
24,0.5963238,0.577707,"('dishonest', 'honest')",0.5963238,0.577707,-0.0186168
25,0.04825966,0.027644588,"('egoistic', 'altruistic')",0.0482597,0.0276446,-0.0206151
26,0.8356783,0.5459065,"('hardhearted', 'benevolent')",0.8356783,0.5459065,-0.2897718
27,0.48174194,0.47715592,"('hardhearted', 'softhearted')",0.4817419,0.4771559,-0.004586
28,0.04815236,-0.0038353326,"('disloyal', 'loyal')",0.0481524,-0.0038353,-0.0519877
29,0.10439952,0.03912544,"('unfair', 'fair')",0.1043995,0.0391254,-0.0652741
30,0.41061932,0.43932346,"('intolerant', 'tolerant')",0.4106193,0.4393235,0.0287042
31,-1.2266288,-1.2830001,"('evil', 'good')",-1.2266288,-1.2830001,-0.0563713
32,0.79284775,0.72288454,"('unkind', 'kind')",0.7928478,0.7228845,-0.0699633
33,-0.052369986,-0.109776534,"('wrong', 'right')",-0.05237,-0.1097765,-0.0574065
34,2.7805848,2.9526832,"('mean', 'honorable')",2.7805848,2.9526832,0.1720984
35,-0.72487426,-0.80265576,"('corrupt', 'incorrupt')",-0.7248743,-0.8026558,-0.0777815
36,-0.5553975,-0.71598476,"('hostile', 'amicable')",-0.5553975,-0.7159848,-0.1605873
37,0.093471795,0.1271685,"('fake', 'genuine')",0.0934718,0.1271685,0.0336967
38,0.099693626,0.06880024,"('untruthful', 'truthful')",0.0996936,0.0688002,-0.0308934
39,0.0633183,0.17879233,"('exploitative', 'cooperative')",0.0633183,0.1787923,0.115474
40,-2.0900745,-2.2019882,"('stingy', 'generous')",-2.0900745,-2.2019882,-0.1119137
41,-0.06521751,-0.13698238,"('unforgiving', 'forgiving')",-0.0652175,-0.1369824,-0.0717649
42,-0.9229586,-0.8920799,"('unreliable', 'reliable')",-0.9229586,-0.8920799,0.0308787
43,-0.12571,-0.11857819,"('irresponsible', 'responsible')",-0.12571,-0.1185782,0.0071318
44,-1.2953439,-1.1604186,"('prejudiced', 'unprejudiced')",-1.2953439,-1.1604186,0.1349253
45,0.17744967,-0.0065711336,"('incompetent', 'competent')",0.1774497,-0.0065711,-0.1840208
46,0.36909464,0.2517175,"('uncompetitive', 'competitive')",0.3690946,0.2517175,-0.1173771
47,2.8081937,2.8048205,"('stupid', 'smart')",2.8081937,2.8048205,-0.0033732
48,0.2740527,0.27635992,"('unintelligent', 'intelligent')",0.2740527,0.2763599,0.0023072
49,-0.011391511,0.18478966,"('unable', 'able')",-0.0113915,0.1847897,0.1961812
50,-1.1842502,-1.0603569,"('clumsy', 'skillful')",-1.1842502,-1.0603569,0.1238933
51,0.32468998,0.2753835,"('uneducated', 'educated')",0.32469,0.2753835,-0.0493065
52,-0.53373003,-0.59586394,"('irrational', 'rational')",-0.53373,-0.5958639,-0.0621339
53,-0.35414723,-0.40627414,"('uncreative', 'creative')",-0.3541472,-0.4062741,-0.0521269
54,0.1824204,0.2642107,"('incapable', 'capable')",0.1824204,0.2642107,0.0817903
55,0.3239926,0.34897223,"('incompetent', 'clever')",0.3239926,0.3489722,0.0249796
56,1.1538568,1.0555016,"('impractical', 'practical')",1.1538568,1.0555016,-0.0983552
57,-1.6516157,-1.8362598,"('unimaginative', 'imaginative')",-1.6516157,-1.8362598,-0.1846441
58,0.6813668,0.45647123,"('undiscriminating', 'discriminating')",0.6813668,0.4564712,-0.2248956
59,-0.4431876,-0.36313248,"('foolish', 'wise')",-0.4431876,-0.3631325,0.0800551
60,0.5374141,0.65147114,"('inefficient', 'efficient')",0.5374141,0.6514711,0.114057
61,0.85155857,0.7837006,"('illogical', 'logical')",0.8515586,0.7837006,-0.067858
62,0.46358547,0.5625623,"('incompetent', 'brilliant')",0.4635855,0.5625623,0.0989768
63,0.31904733,0.3631498,"('unperceptive', 'insightful')",0.3190473,0.3631498,0.0441025
64,-2.787565,-2.8897724,"('shy', 'confident')",-2.787565,-2.8897724,-0.1022074
65,-0.024145726,-0.06787245,"('insecure', 'secure')",-0.0241457,-0.0678724,-0.0437267
66,-0.81272554,-0.9287658,"('inactive', 'active')",-0.8127255,-0.9287658,-0.1160403
67,-0.26862216,-0.32934222,"('doubtful', 'determined')",-0.2686222,-0.3293422,-0.06072
68,-0.028223116,0.11373698,"('dependent', 'independent')",-0.0282231,0.113737,0.1419601
69,-0.5889117,-0.59700274,"('lazy', 'industrious')",-0.5889117,-0.5970027,-0.008091
70,-0.27310675,-0.31512478,"('lethargic', 'energetic')",-0.2731068,-0.3151248,-0.042018
71,0.1293889,0.09724474,"('diffident', 'self-confident')",0.1293889,0.0972447,-0.0321442
72,-1.1185184,-1.1008822,"('unambitious', 'ambitious')",-1.1185184,-1.1008822,0.0176362
73,-1.9777926,-1.832517,"('helpless', 'self-reliant')",-1.9777926,-1.832517,0.1452756
74,-0.31050763,-0.30914474,"('undedicated', 'dedicated')",-0.3105076,-0.3091447,0.0013629
75,-0.5849221,-0.6424562,"('meek', 'impulsive')",-0.5849221,-0.6424562,-0.0575341
76,0.37081888,0.4487692,"('anxious', 'daring')",0.3708189,0.4487692,0.0779503
