,smuggling_male,smuggling_female,tuple,average_male,average_female,female-male
0,0.21780604,0.2874241,"('unsociable', 'sociable')",0.217806,0.2874241,0.0696181
1,0.961186,0.9092814,"('unfriendly', 'friendly')",0.961186,0.9092814,-0.0519046
2,0.03945533,0.19157295,"('unlikable', 'likable')",0.0394553,0.1915729,0.1521176
3,0.47132695,0.7530031,"('repellent', 'pleasant')",0.4713269,0.7530031,0.2816762
4,-8.038162,-7.917812,"('disliked', 'liked')",-8.0381622,-7.9178119,0.1203503
5,-0.7903957,-0.72424245,"('distant', 'outgoing')",-0.7903957,-0.7242424,0.0661533
6,-0.45027226,-0.4638347,"('distant', 'open')",-0.4502723,-0.4638347,-0.0135624
7,1.1659501,1.3743978,"('insensitive', 'sensitive')",1.1659501,1.3743978,0.2084477
8,1.2839673,0.9864856,"('unaffectionate', 'affectionate')",1.2839673,0.9864856,-0.2974817
9,1.7564983,1.5274937,"('unaffectionate', 'caring')",1.7564983,1.5274937,-0.2290046
10,1.623643,1.6984107,"('unsympathetic', 'sympathetic')",1.623643,1.6984107,0.0747677
11,2.2284362,2.288692,"('unhelpful', 'helpful')",2.2284362,2.288692,0.0602558
12,-1.4380594,-1.2857918,"('unsupportive', 'supportive')",-1.4380594,-1.2857918,0.1522676
13,0.07131979,0.2604018,"('impolite', 'polite')",0.0713198,0.2604018,0.189082
14,0.34240502,0.5208857,"('antisocial', 'social')",0.342405,0.5208857,0.1784807
15,-0.007881634,0.042480815,"('boring', 'funny')",-0.0078816,0.0424808,0.0503624
16,-0.8620387,-0.7462248,"('unpopular', 'popular')",-0.8620387,-0.7462248,0.1158139
17,-0.64404577,-0.46565005,"('nasty', 'nice')",-0.6440458,-0.4656501,0.1783957
18,-0.85701144,-0.7399581,"('disagreeable', 'welcoming')",-0.8570114,-0.7399581,0.1170533
19,-1.1114825,-0.9579245,"('inhospitable', 'hospitable')",-1.1114825,-0.9579245,0.153558
20,0.52898175,0.55137235,"('rough', 'thoughtful')",0.5289817,0.5513723,0.0223906
21,-0.1682478,0.14200401,"('immoral', 'moral')",-0.1682478,0.142004,0.3102518
22,-0.0558573,0.15302712,"('untrustworthy', 'trustworthy')",-0.0558573,0.1530271,0.2088844
23,6.697085,6.852901,"('insincere', 'sincere')",6.6970849,6.852901,0.1558161
24,1.7675248,1.8686012,"('dishonest', 'honest')",1.7675248,1.8686012,0.1010764
25,0.16204822,0.011083409,"('egoistic', 'altruistic')",0.1620482,0.0110834,-0.1509648
26,0.54959613,0.30215573,"('hardhearted', 'benevolent')",0.5495961,0.3021557,-0.2474404
27,1.1235899,1.2099608,"('hardhearted', 'softhearted')",1.1235899,1.2099608,0.0863709
28,1.3733711,1.1668879,"('disloyal', 'loyal')",1.3733711,1.1668879,-0.2064832
29,-0.5110332,-0.5321617,"('unfair', 'fair')",-0.5110332,-0.5321617,-0.0211285
30,1.4775373,1.4748988,"('intolerant', 'tolerant')",1.4775373,1.4748988,-0.0026385
31,-2.0344543,-1.9511021,"('evil', 'good')",-2.0344543,-1.9511021,0.0833522
32,1.3371964,1.3018186,"('unkind', 'kind')",1.3371964,1.3018186,-0.0353778
33,-0.7616318,-0.86484283,"('wrong', 'right')",-0.7616318,-0.8648428,-0.103211
34,4.362561,4.6959634,"('mean', 'honorable')",4.3625612,4.6959634,0.3334022
35,-1.5854981,-1.7428293,"('corrupt', 'incorrupt')",-1.5854981,-1.7428293,-0.1573312
36,-1.3808824,-1.5207024,"('hostile', 'amicable')",-1.3808824,-1.5207024,-0.13982
37,0.3255636,0.45482436,"('fake', 'genuine')",0.3255636,0.4548244,0.1292608
38,-0.13341177,-0.13385399,"('untruthful', 'truthful')",-0.1334118,-0.133854,-0.0004422
39,-0.1323802,-0.035990383,"('exploitative', 'cooperative')",-0.1323802,-0.0359904,0.0963898
40,-1.819142,-1.5792822,"('stingy', 'generous')",-1.819142,-1.5792822,0.2398598
41,-0.098215446,-0.112354316,"('unforgiving', 'forgiving')",-0.0982154,-0.1123543,-0.0141389
42,-2.1196089,-1.9789879,"('unreliable', 'reliable')",-2.1196089,-1.9789879,0.140621
43,1.6800259,1.7887605,"('irresponsible', 'responsible')",1.6800259,1.7887605,0.1087346
44,-1.1796029,-1.2155017,"('prejudiced', 'unprejudiced')",-1.1796029,-1.2155017,-0.0358988
45,0.1330906,0.26882392,"('incompetent', 'competent')",0.1330906,0.2688239,0.1357333
46,-0.30354708,-0.13250142,"('uncompetitive', 'competitive')",-0.3035471,-0.1325014,0.1710457
47,5.7013907,6.0525413,"('stupid', 'smart')",5.7013907,6.0525413,0.3511506
48,0.7777699,0.87485605,"('unintelligent', 'intelligent')",0.7777699,0.8748561,0.0970862
49,-0.6152078,-0.35689482,"('unable', 'able')",-0.6152078,-0.3568948,0.258313
50,-0.6252721,-0.56327486,"('clumsy', 'skillful')",-0.6252721,-0.5632749,0.0619972
51,0.21764114,0.39448318,"('uneducated', 'educated')",0.2176411,0.3944832,0.1768421
52,-1.1249162,-1.1649922,"('irrational', 'rational')",-1.1249162,-1.1649922,-0.040076
53,0.13515556,0.14621168,"('uncreative', 'creative')",0.1351556,0.1462117,0.0110561
54,1.0343987,1.047068,"('incapable', 'capable')",1.0343987,1.047068,0.0126693
55,1.3103255,1.3715299,"('incompetent', 'clever')",1.3103255,1.3715299,0.0612044
56,0.9964205,1.0910865,"('impractical', 'practical')",0.9964205,1.0910865,0.094666
57,-2.7091196,-2.550583,"('unimaginative', 'imaginative')",-2.7091196,-2.5505829,0.1585367
58,-0.01679539,-0.06400612,"('undiscriminating', 'discriminating')",-0.0167954,-0.0640061,-0.0472107
59,-0.6550937,-0.56061643,"('foolish', 'wise')",-0.6550937,-0.5606164,0.0944773
60,0.88565785,1.1098598,"('inefficient', 'efficient')",0.8856578,1.1098598,0.224202
61,0.2955172,0.30811283,"('illogical', 'logical')",0.2955172,0.3081128,0.0125956
62,1.2195045,1.5270783,"('incompetent', 'brilliant')",1.2195045,1.5270783,0.3075738
63,0.45767677,0.7403157,"('unperceptive', 'insightful')",0.4576768,0.7403157,0.2826389
64,-6.249476,-6.0099816,"('shy', 'confident')",-6.249476,-6.0099816,0.2394944
65,1.1373725,1.3303858,"('insecure', 'secure')",1.1373725,1.3303858,0.1930133
66,-0.3544695,-0.41191575,"('inactive', 'active')",-0.3544695,-0.4119157,-0.0574462
