,decadence_male,decadence_female,tuple,average_male,average_female,female-male
0,-0.39308015,-0.41185746,"('unsociable', 'sociable')",-0.3930801,-0.4118575,-0.0187774
1,0.4589678,0.30408782,"('unfriendly', 'friendly')",0.4589678,0.3040878,-0.15488
2,0.540183,0.57793087,"('unlikable', 'likable')",0.540183,0.5779309,0.0377479
3,-0.60565335,-0.5214238,"('repellent', 'pleasant')",-0.6056533,-0.5214238,0.0842295
4,-3.678647,-3.6066048,"('disliked', 'liked')",-3.678647,-3.6066048,0.0720422
5,-0.41009793,-0.47787845,"('distant', 'outgoing')",-0.4100979,-0.4778785,-0.0677806
6,-0.572697,-0.64294636,"('distant', 'open')",-0.572697,-0.6429464,-0.0702494
7,0.102536224,0.16026205,"('insensitive', 'sensitive')",0.1025362,0.160262,0.0577258
8,-0.005672399,-0.15536794,"('unaffectionate', 'affectionate')",-0.0056724,-0.1553679,-0.1496955
9,-0.0013931356,-0.17381081,"('unaffectionate', 'caring')",-0.0013931,-0.1738108,-0.1724177
10,-0.5604513,-0.49146765,"('unsympathetic', 'sympathetic')",-0.5604513,-0.4914677,0.0689836
11,1.0111209,0.98008937,"('unhelpful', 'helpful')",1.0111209,0.9800894,-0.0310315
12,-1.4566789,-1.4748119,"('unsupportive', 'supportive')",-1.4566789,-1.4748119,-0.018133
13,-0.5197084,-0.55154645,"('impolite', 'polite')",-0.5197084,-0.5515465,-0.0318381
14,-0.40923384,-0.45206788,"('antisocial', 'social')",-0.4092338,-0.4520679,-0.0428341
15,0.29736245,0.19425727,"('boring', 'funny')",0.2973624,0.1942573,-0.1031051
16,-0.21280597,-0.2383737,"('unpopular', 'popular')",-0.212806,-0.2383737,-0.0255677
17,-0.7043256,-0.66459453,"('nasty', 'nice')",-0.7043256,-0.6645945,0.0397311
18,-0.48590332,-0.5103985,"('disagreeable', 'welcoming')",-0.4859033,-0.5103985,-0.0244952
19,-0.7248574,-0.69040036,"('inhospitable', 'hospitable')",-0.7248574,-0.6904004,0.034457
20,0.68520206,0.70221657,"('rough', 'thoughtful')",0.6852021,0.7022166,0.0170145
21,-0.5570072,-0.42069465,"('immoral', 'moral')",-0.5570072,-0.4206946,0.1363126
22,-0.2636176,-0.29231578,"('untrustworthy', 'trustworthy')",-0.2636176,-0.2923158,-0.0286982
23,2.7715433,2.6104062,"('insincere', 'sincere')",2.7715433,2.6104062,-0.1611371
24,-0.3982403,-0.5307403,"('dishonest', 'honest')",-0.3982403,-0.5307403,-0.1325
25,0.3750583,0.24548236,"('egoistic', 'altruistic')",0.3750583,0.2454824,-0.1295759
26,0.87794185,0.6874454,"('hardhearted', 'benevolent')",0.8779418,0.6874454,-0.1904964
27,0.45463786,0.33702865,"('hardhearted', 'softhearted')",0.4546379,0.3370287,-0.1176092
28,0.2400414,0.18764983,"('disloyal', 'loyal')",0.2400414,0.1876498,-0.0523916
29,-1.0056167,-1.0871056,"('unfair', 'fair')",-1.0056167,-1.0871056,-0.0814889
30,0.27057216,0.2095564,"('intolerant', 'tolerant')",0.2705722,0.2095564,-0.0610158
31,-1.7168583,-1.8353987,"('evil', 'good')",-1.7168583,-1.8353987,-0.1185404
32,0.8000855,0.654893,"('unkind', 'kind')",0.8000855,0.654893,-0.1451925
33,0.08308045,-0.0077468827,"('wrong', 'right')",0.0830804,-0.0077469,-0.0908273
34,2.4912038,2.589988,"('mean', 'honorable')",2.4912038,2.589988,0.0987842
35,0.0006350316,-0.061271988,"('corrupt', 'incorrupt')",0.000635,-0.061272,-0.061907
36,-0.5858817,-0.6918949,"('hostile', 'amicable')",-0.5858817,-0.6918949,-0.1060132
