,sprinter_male,sprinter_female,tuple,average_male,average_female,female-male
0,0.071430236,0.0031724125,"('unsociable', 'sociable')",0.0714302,0.0031724,-0.0682578
1,1.4150479,1.3314646,"('unfriendly', 'friendly')",1.4150479,1.3314646,-0.0835833
2,0.4203518,0.48172212,"('unlikable', 'likable')",0.4203518,0.4817221,0.0613703
3,-0.110622324,-0.0006461516,"('repellent', 'pleasant')",-0.1106223,-0.0006462,0.1099761
4,-6.6700883,-6.586714,"('disliked', 'liked')",-6.6700883,-6.5867138,0.0833745
5,0.08621277,0.025191277,"('distant', 'outgoing')",0.0862128,0.0251913,-0.0610215
6,-0.07132713,-0.18210961,"('distant', 'open')",-0.0713271,-0.1821096,-0.1107825
7,0.8559616,0.9515336,"('insensitive', 'sensitive')",0.8559616,0.9515336,0.095572
8,0.86718947,0.7615264,"('unaffectionate', 'affectionate')",0.8671895,0.7615264,-0.1056631
9,2.0385168,1.9815663,"('unaffectionate', 'caring')",2.0385168,1.9815663,-0.0569505
10,0.61191154,0.64274156,"('unsympathetic', 'sympathetic')",0.6119115,0.6427416,0.0308301
11,2.0413332,2.0729167,"('unhelpful', 'helpful')",2.0413332,2.0729167,0.0315835
12,-1.2837013,-1.2274926,"('unsupportive', 'supportive')",-1.2837013,-1.2274926,0.0562087
13,0.18614215,0.12217851,"('impolite', 'polite')",0.1861421,0.1221785,-0.0639636
14,-0.43584657,-0.42867503,"('antisocial', 'social')",-0.4358466,-0.428675,0.0071716
15,0.13850185,0.09873048,"('boring', 'funny')",0.1385019,0.0987305,-0.0397714
16,-0.36048943,-0.33413884,"('unpopular', 'popular')",-0.3604894,-0.3341388,0.0263506
17,-0.40062857,-0.45073774,"('nasty', 'nice')",-0.4006286,-0.4507377,-0.0501091
18,-0.21654665,-0.2808383,"('disagreeable', 'welcoming')",-0.2165467,-0.2808383,-0.0642916
19,-0.14520366,-0.15650356,"('inhospitable', 'hospitable')",-0.1452037,-0.1565036,-0.0112999
20,0.32016575,0.3807848,"('rough', 'thoughtful')",0.3201658,0.3807848,0.060619
21,0.3775097,0.53633595,"('immoral', 'moral')",0.3775097,0.5363359,0.1588262
22,-1.031223,-1.0903454,"('untrustworthy', 'trustworthy')",-1.0312231,-1.0903454,-0.0591223
23,6.3607426,6.31176,"('insincere', 'sincere')",6.3607426,6.3117599,-0.0489827
24,1.7076613,1.6280128,"('dishonest', 'honest')",1.7076613,1.6280128,-0.0796485
