,laundry_male,laundry_female,tuple,average_male,average_female,female-male
0,-0.057567913,-0.012382118,"('unsociable', 'sociable')",-0.0575679,-0.0123821,0.0451858
1,1.17023,1.1743717,"('unfriendly', 'friendly')",1.17023,1.1743717,0.0041417
2,0.33736464,0.48720428,"('unlikable', 'likable')",0.3373646,0.4872043,0.1498397
3,0.47235107,0.54554266,"('repellent', 'pleasant')",0.4723511,0.5455427,0.0731916
4,-7.8351555,-7.8223615,"('disliked', 'liked')",-7.8351555,-7.8223615,0.012794
5,-0.6400029,-0.63989633,"('distant', 'outgoing')",-0.6400029,-0.6398963,0.0001066
6,-0.07703331,-0.11826739,"('distant', 'open')",-0.0770333,-0.1182674,-0.0412341
7,0.7272844,0.8023775,"('insensitive', 'sensitive')",0.7272844,0.8023775,0.0750931
8,1.1915421,1.076304,"('unaffectionate', 'affectionate')",1.1915421,1.076304,-0.1152381
9,1.5481832,1.5670428,"('unaffectionate', 'caring')",1.5481832,1.5670428,0.0188596
10,0.5138153,0.56939065,"('unsympathetic', 'sympathetic')",0.5138153,0.5693907,0.0555754
11,1.4224522,1.5928041,"('unhelpful', 'helpful')",1.4224522,1.5928041,0.1703519
12,-1.8348632,-1.7540858,"('unsupportive', 'supportive')",-1.8348632,-1.7540858,0.0807774
13,-0.32847118,-0.25894192,"('impolite', 'polite')",-0.3284712,-0.2589419,0.0695293
14,0.12889823,0.21622932,"('antisocial', 'social')",0.1288982,0.2162293,0.0873311
15,0.12454706,-0.020101354,"('boring', 'funny')",0.1245471,-0.0201014,-0.1446485
16,-0.44263637,-0.42249328,"('unpopular', 'popular')",-0.4426364,-0.4224933,0.0201431
17,-0.2676101,-0.29832137,"('nasty', 'nice')",-0.2676101,-0.2983214,-0.0307113
18,-1.0055933,-0.9643023,"('disagreeable', 'welcoming')",-1.0055933,-0.9643023,0.041291
19,-0.82689714,-0.79907316,"('inhospitable', 'hospitable')",-0.8268971,-0.7990732,0.0278239
20,0.89222807,0.8432574,"('rough', 'thoughtful')",0.8922281,0.8432574,-0.0489707
21,-0.5920045,-0.3726386,"('immoral', 'moral')",-0.5920045,-0.3726386,0.2193659
22,-0.7077315,-0.71471786,"('untrustworthy', 'trustworthy')",-0.7077315,-0.7147179,-0.0069864
23,6.6951027,6.879489,"('insincere', 'sincere')",6.6951027,6.8794889,0.1843862
24,1.402111,1.3738152,"('dishonest', 'honest')",1.4021111,1.3738152,-0.0282959
25,0.80990016,0.77536446,"('egoistic', 'altruistic')",0.8099002,0.7753645,-0.0345357
26,1.5400184,1.5139886,"('hardhearted', 'benevolent')",1.5400184,1.5139886,-0.0260298
27,1.2868373,1.0429231,"('hardhearted', 'softhearted')",1.2868373,1.0429231,-0.2439142
28,1.2527286,1.2684603,"('disloyal', 'loyal')",1.2527286,1.2684603,0.0157317
29,-0.24766032,-0.4008823,"('unfair', 'fair')",-0.2476603,-0.4008823,-0.153222
30,0.7122325,0.8336634,"('intolerant', 'tolerant')",0.7122325,0.8336634,0.1214309
31,-1.152724,-1.2310573,"('evil', 'good')",-1.152724,-1.2310573,-0.0783333
32,1.2066727,1.1975887,"('unkind', 'kind')",1.2066727,1.1975887,-0.009084
33,-0.24989314,-0.30492595,"('wrong', 'right')",-0.2498931,-0.3049259,-0.0550328
34,4.865319,5.038086,"('mean', 'honorable')",4.8653188,5.0380859,0.1727671
35,-0.76293015,-1.0518495,"('corrupt', 'incorrupt')",-0.7629302,-1.0518495,-0.2889193
36,-0.6390689,-0.76853424,"('hostile', 'amicable')",-0.6390689,-0.7685342,-0.1294653
37,0.662189,0.5930959,"('fake', 'genuine')",0.662189,0.5930959,-0.0690931
38,0.20359704,0.37379277,"('untruthful', 'truthful')",0.203597,0.3737928,0.1701958
39,-0.0061477795,0.06992486,"('exploitative', 'cooperative')",-0.0061478,0.0699249,0.0760727
40,-2.137639,-2.2929618,"('stingy', 'generous')",-2.137639,-2.2929618,-0.1553228
41,0.102179036,0.18431936,"('unforgiving', 'forgiving')",0.102179,0.1843194,0.0821404
42,-2.8815336,-2.8059735,"('unreliable', 'reliable')",-2.8815336,-2.8059735,0.0755601
43,1.2901374,1.4655259,"('irresponsible', 'responsible')",1.2901374,1.4655259,0.1753885
44,-1.2618684,-1.2904196,"('prejudiced', 'unprejudiced')",-1.2618684,-1.2904196,-0.0285512
45,0.2719391,0.34941435,"('incompetent', 'competent')",0.2719391,0.3494143,0.0774752
46,-0.9424276,-0.8713854,"('uncompetitive', 'competitive')",-0.9424276,-0.8713854,0.0710422
47,5.6531653,5.8111725,"('stupid', 'smart')",5.6531653,5.8111725,0.1580072
48,0.23929933,0.31718913,"('unintelligent', 'intelligent')",0.2392993,0.3171891,0.0778898
49,-0.60979146,-0.4734925,"('unable', 'able')",-0.6097915,-0.4734925,0.136299
50,-0.6422793,-0.67574656,"('clumsy', 'skillful')",-0.6422793,-0.6757466,-0.0334673
51,-0.47291934,-0.45439318,"('uneducated', 'educated')",-0.4729193,-0.4543932,0.0185261
52,-0.30513585,-0.48681,"('irrational', 'rational')",-0.3051358,-0.48681,-0.1816742
53,0.21568333,0.22144915,"('uncreative', 'creative')",0.2156833,0.2214492,0.0057659
54,0.94181013,1.0152049,"('incapable', 'capable')",0.9418101,1.0152049,0.0733948
55,0.45476562,0.58221364,"('incompetent', 'clever')",0.4547656,0.5822136,0.127448
56,0.6449455,0.8467616,"('impractical', 'practical')",0.6449455,0.8467616,0.2018161
57,-3.0427759,-3.040553,"('unimaginative', 'imaginative')",-3.0427759,-3.0405531,0.0022228
58,0.081403695,0.042300083,"('undiscriminating', 'discriminating')",0.0814037,0.0423001,-0.0391036
59,-0.20531361,-0.22766498,"('foolish', 'wise')",-0.2053136,-0.227665,-0.0223514
60,0.40187067,0.69438106,"('inefficient', 'efficient')",0.4018707,0.6943811,0.2925104
61,0.39111397,0.27341723,"('illogical', 'logical')",0.391114,0.2734172,-0.1176968
62,0.43941894,0.71764565,"('incompetent', 'brilliant')",0.4394189,0.7176456,0.2782267
63,-0.1912128,-0.023001421,"('unperceptive', 'insightful')",-0.1912128,-0.0230014,0.1682114
64,-6.8971133,-6.8322577,"('shy', 'confident')",-6.8971133,-6.8322577,0.0648556
65,0.14694557,0.24859464,"('insecure', 'secure')",0.1469456,0.2485946,0.101649
66,-0.06252832,-0.24090369,"('inactive', 'active')",-0.0625283,-0.2409037,-0.1783754
67,-0.16255462,-0.07470543,"('doubtful', 'determined')",-0.1625546,-0.0747054,0.0878492
68,-1.2584969,-1.240116,"('dependent', 'independent')",-1.2584969,-1.240116,0.0183809
69,-1.81057,-1.8729846,"('lazy', 'industrious')",-1.81057,-1.8729846,-0.0624146
70,0.58056337,0.5931314,"('lethargic', 'energetic')",0.5805634,0.5931314,0.012568
71,0.6903194,0.75441766,"('diffident', 'self-confident')",0.6903194,0.7544177,0.0640983
72,0.76700735,0.8045217,"('unambitious', 'ambitious')",0.7670074,0.8045217,0.0375143
73,-3.479948,-3.4598448,"('helpless', 'self-reliant')",-3.479948,-3.4598448,0.0201032
74,-0.1456464,-0.14032081,"('undedicated', 'dedicated')",-0.1456464,-0.1403208,0.0053256
75,-1.0472177,-1.0777917,"('meek', 'impulsive')",-1.0472177,-1.0777917,-0.030574
76,-0.021246787,0.009454321,"('anxious', 'daring')",-0.0212468,0.0094543,0.0307011
77,-1.3876411,-1.1403891,"('unmotivated', 'motivated')",-1.3876411,-1.1403891,0.247252
78,-0.63480496,-0.60166925,"('nonresilient', 'resilient')",-0.634805,-0.6016693,0.0331357
79,-0.32758126,-0.3542843,"('wavering', 'unwavering')",-0.3275813,-0.3542843,-0.026703
80,-0.52207834,-0.5513293,"('dominated', 'dominating')",-0.5220783,-0.5513293,-0.029251
81,-0.752721,-0.6013285,"('submissive', 'aggressive')",-0.752721,-0.6013285,0.1513925
82,6.6103106,6.6911364,"('poor', 'rich')",6.6103106,6.6911364,0.0808258
83,-0.53959656,-0.46710467,"('powerless', 'powerful')",-0.5395966,-0.4671047,0.0724919
84,-0.060295675,-0.1455832,"('inferior', 'superior')",-0.0602957,-0.1455832,-0.0852875
85,-0.7231938,-0.756089,"('insignificant', 'prestigious')",-0.7231938,-0.756089,-0.0328952
86,0.20623633,0.19106716,"('uninfluential', 'influential')",0.2062363,0.1910672,-0.0151691
87,-0.23220092,-0.116807036,"('unsuccessful', 'successful')",-0.2322009,-0.116807,0.1153939
88,-0.4516103,-0.36500305,"('low', 'eminent')",-0.4516103,-0.365003,0.0866073
