,ansys_male,ansys_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.88221407,-0.9478085,"('unsociable', 'sociable')",-0.46393156,-0.6009329,-0.6730728,-0.7743707,-0.1012979
1,-1.2280294,-1.4204829,"('unfriendly', 'friendly')",1.9098089,1.7584305,0.3408898,0.1689738,-0.171916
2,0.34039798,0.3828785,"('unlikable', 'likable')",0.43157113,0.5021484,0.3859845,0.4425135,0.056529
3,-0.52537113,-0.36409503,"('repellent', 'pleasant')",0.17138475,0.23715992,-0.1769932,-0.0634676,0.1135256
4,-0.46861833,-0.5202551,"('disliked', 'liked')",-6.1056275,-6.2312746,-3.287123,-3.3757648,-0.0886418
5,-0.6778059,-0.7743784,"('distant', 'outgoing')",-0.02647319,-0.06627652,-0.3521395,-0.4203275,-0.068188
6,-0.7249514,-0.84576565,"('distant', 'open')",0.5552768,0.47876102,-0.0848373,-0.1835023,-0.098665
7,-0.7518572,-0.7009855,"('insensitive', 'sensitive')",0.45540705,0.5094954,-0.1482251,-0.0957451,0.05248
8,-1.0444065,-1.0990175,"('unaffectionate', 'affectionate')",1.0442935,0.889064,-5.65e-05,-0.1049767,-0.1049202
9,-1.4105806,-1.444579,"('unaffectionate', 'caring')",1.0716568,1.0292304,-0.1694619,-0.2076743,-0.0382124
10,-1.6503139,-1.5807632,"('unsympathetic', 'sympathetic')",-0.63444257,-0.65167904,-1.1423782,-1.1162212,0.026157
11,-0.20127022,-0.14837092,"('unhelpful', 'helpful')",1.2492875,1.3406705,0.5240086,0.5961498,0.0721412
12,-0.855927,-0.6855066,"('unsupportive', 'supportive')",-1.9716728,-1.9283537,-1.4137999,-1.3069301,0.1068698
13,-0.47407696,-0.44121712,"('impolite', 'polite')",-0.6790339,-0.6376492,-0.5765554,-0.5394331,0.0371223
14,0.26595753,0.30789053,"('antisocial', 'social')",-0.54131156,-0.62805843,-0.137677,-0.1600839,-0.0224069
15,0.5047895,0.31156427,"('boring', 'funny')",0.53904825,0.46506026,0.5219189,0.3883123,-0.1336066
16,-0.5975247,-0.5220308,"('unpopular', 'popular')",0.6800168,0.71760917,0.0412461,0.0977892,0.0565431
17,-0.2100372,-0.1365818,"('nasty', 'nice')",-0.4548031,-0.3984891,-0.3324202,-0.2675354,0.0648848
18,-0.58907187,-0.49778247,"('disagreeable', 'welcoming')",-0.38703245,-0.38705757,-0.4880522,-0.44242,0.0456322
19,-1.2586066,-1.2226534,"('inhospitable', 'hospitable')",-0.09083247,0.010704864,-0.6747195,-0.6059743,0.0687452
20,0.07295425,0.07615898,"('rough', 'thoughtful')",1.3118834,1.2370594,0.6924189,0.6566092,-0.0358097
21,-0.14305785,-0.10780082,"('immoral', 'moral')",-0.67262876,-0.5828914,-0.4078433,-0.3453461,0.0624972
22,-0.23182514,-0.21980824,"('untrustworthy', 'trustworthy')",-0.9673557,-1.0727903,-0.5995904,-0.6462992,-0.0467088
23,-1.0131443,-0.9651654,"('insincere', 'sincere')",5.3661914,5.3597198,2.1765237,2.1972771,0.0207534
24,-0.6097386,-0.593461,"('dishonest', 'honest')",0.8421248,0.7961864,0.1161931,0.1013627,-0.0148304
25,-0.56496716,-0.5932256,"('egoistic', 'altruistic')",1.4782282,1.4335939,0.4566305,0.4201841,-0.0364464
26,0.619773,0.42447585,"('hardhearted', 'benevolent')",1.9176335,1.7837454,1.2687032,1.1041106,-0.1645926
27,0.020656124,0.08228691,"('hardhearted', 'softhearted')",1.5397865,1.4431396,0.7802213,0.7627133,-0.017508
28,-0.93368065,-1.0432938,"('disloyal', 'loyal')",0.921309,0.81169534,-0.0061858,-0.1157992,-0.1096134
29,-0.75937086,-0.89000237,"('unfair', 'fair')",-0.33642918,-0.5182264,-0.5479,-0.7041144,-0.1562144
30,0.50404507,0.53852516,"('intolerant', 'tolerant')",1.208051,1.1853943,0.856048,0.8619597,0.0059117
31,-0.637642,-0.6312325,"('evil', 'good')",-0.5611155,-0.6632593,-0.5993788,-0.6472459,-0.0478671
32,-0.5459838,-0.53611726,"('unkind', 'kind')",0.67239136,0.50965583,0.0632038,-0.0132307,-0.0764345
33,0.19692612,0.09838629,"('wrong', 'right')",-0.42038754,-0.4895234,-0.1117307,-0.1955686,-0.0838379
34,-0.097538725,0.09103433,"('mean', 'honorable')",5.96116,6.241872,2.9318106,3.1664531,0.2346425
35,0.30944103,0.11878751,"('corrupt', 'incorrupt')",0.23022602,0.022251422,0.2698335,0.0705195,-0.199314
36,-1.0006036,-1.099131,"('hostile', 'amicable')",0.47092637,0.22745398,-0.2648386,-0.4358385,-0.1709999
37,0.47651607,0.51371783,"('fake', 'genuine')",0.4186313,0.42724168,0.4475737,0.4704798,0.0229061
38,-1.1748335,-1.0852885,"('untruthful', 'truthful')",-0.2613357,-0.16115944,-0.7180846,-0.623224,0.0948606
39,0.94248194,0.98062515,"('exploitative', 'cooperative')",0.36212128,0.3357934,0.6523016,0.6582093,0.0059077
40,-0.031803984,-0.065384,"('stingy', 'generous')",-1.2239101,-1.3374065,-0.627857,-0.7013953,-0.0735383
41,-0.4717025,-0.37931243,"('unforgiving', 'forgiving')",-0.015291269,-0.13806862,-0.2434969,-0.2586905,-0.0151936
42,-0.0045013763,0.18965021,"('unreliable', 'reliable')",-3.0875683,-3.022998,-1.5460348,-1.4166739,0.1293609
43,-0.8897309,-0.7645606,"('irresponsible', 'responsible')",0.48052305,0.46481106,-0.2046039,-0.1498748,0.0547291
44,0.7176287,0.68027925,"('prejudiced', 'unprejudiced')",-1.2725253,-1.2540708,-0.2774483,-0.2868958,-0.0094475
45,-0.52297056,-0.43058252,"('incompetent', 'competent')",-0.022809658,-0.07659595,-0.2728901,-0.2535892,0.0193009
