,crown_male,crown_female,tuple,castle_male,castle_female,intl_male,intl_female,corp_male,corp_female,average_male,average_female,female-male
0,0.15876229,0.16750777,"('unsociable', 'sociable')",1.2669346,1.2869123,-1.0102233,-1.2645425,-0.07404289,-0.16055182,0.0853577,0.0073315,-0.0780262
1,-1.0675671,-1.0339681,"('unfriendly', 'friendly')",-1.6230905,-1.6481332,-0.8442061,-0.95085144,1.8078157,1.6618698,-0.431762,-0.4927707,-0.0610087
2,0.9682227,1.0123045,"('unlikable', 'likable')",1.3429615,1.4085053,0.7818646,0.8478558,0.51929593,0.5001116,0.9030862,0.9421943,0.0391081
3,-0.27163613,-0.03782405,"('repellent', 'pleasant')",0.4330932,0.6179375,-0.13606288,-0.11638835,0.88636196,0.9669281,0.227939,0.3576633,0.1297243
4,-0.6558343,-0.77381474,"('disliked', 'liked')",-1.2811857,-1.3602586,-0.57759166,-0.543871,-7.574105,-7.607177,-2.5221791,-2.5712802,-0.0491011
5,-1.064128,-1.1030058,"('distant', 'outgoing')",-1.9600301,-2.0111501,-0.29282522,-0.19542171,-0.3684318,-0.30320325,-0.9213538,-0.9031952,0.0181586
6,-1.561079,-1.5123196,"('distant', 'open')",-2.5843315,-2.604175,-0.36300814,-0.26485324,-0.20711061,-0.15246177,-1.1788822,-1.1334524,0.0454298
7,0.8845001,1.0443134,"('insensitive', 'sensitive')",1.6567118,1.8849387,-0.3499616,-0.39780757,0.5817881,0.6174282,0.6932596,0.7872182,0.0939586
8,0.057092253,0.08593074,"('unaffectionate', 'affectionate')",-0.616563,-0.6631575,-1.151326,-1.2632047,0.9938669,0.90790224,-0.1792324,-0.2331323,-0.0538999
9,0.47886536,0.5482714,"('unaffectionate', 'caring')",-0.504716,-0.4205548,-1.6356081,-1.7492046,1.6302929,1.6303746,-0.0077915,0.0022216,0.0100131
10,0.82932484,0.94153404,"('unsympathetic', 'sympathetic')",1.2427233,1.3920529,-2.04758,-2.1907916,-0.39231196,-0.4263419,-0.0919609,-0.0708866,0.0210743
11,0.3730603,0.34430128,"('unhelpful', 'helpful')",0.1247606,0.27860355,-0.96222925,-1.0057352,1.6525556,1.7228577,0.2970368,0.3350068,0.03797
12,1.0557624,1.2337463,"('unsupportive', 'supportive')",1.0007901,1.222312,-1.7851151,-1.7596802,-2.2934027,-2.2802742,-0.5054914,-0.395974,0.1095174
13,0.7638355,0.6925842,"('impolite', 'polite')",1.8493221,1.7703462,-0.004991971,-0.10421364,-0.68331605,-0.70660627,0.4812124,0.4130276,-0.0681848
14,1.557487,1.6936384,"('antisocial', 'social')",2.7342489,2.893515,0.33014783,0.28343442,0.06386353,0.03741619,1.1714368,1.227001,0.0555642
15,0.15761791,-0.04018202,"('boring', 'funny')",0.16437629,-0.02732699,0.74505913,0.73835826,-0.18514197,-0.18323931,0.2204778,0.1219025,-0.0985753
16,-1.2624382,-1.2321613,"('unpopular', 'popular')",-0.8696642,-0.95059305,0.25623283,0.19846553,0.3729897,0.41498423,-0.37572,-0.3923261,-0.0166061
17,0.20928828,0.28062493,"('nasty', 'nice')",-0.2793541,-0.24659422,-0.71972775,-0.6449743,-0.5885942,-0.5987176,-0.3445969,-0.3024153,0.0421816
18,0.18618809,0.2777484,"('disagreeable', 'welcoming')",-0.18971922,-0.17027232,-0.16051544,-0.06506041,-0.48571545,-0.47249308,-0.1624405,-0.1075194,0.0549211
19,-0.6807057,-0.7087581,"('inhospitable', 'hospitable')",-0.9915669,-1.0442826,-0.6050148,-0.5974994,-0.58292675,-0.5718589,-0.7150536,-0.7305998,-0.0155462
20,-0.008271445,0.16642079,"('rough', 'thoughtful')",-0.1575121,0.061659805,-0.15153624,-0.077589065,0.5836723,0.6542699,0.0665881,0.2011904,0.1346023
21,1.0698625,1.1689851,"('immoral', 'moral')",2.1726704,2.3491056,-0.7137909,-0.733516,-0.78330165,-0.73528045,0.4363601,0.5123236,0.0759635
22,0.38107422,0.4472253,"('untrustworthy', 'trustworthy')",0.9106197,1.0885339,-0.78096014,-0.77995497,-1.2531371,-1.2463883,-0.1856008,-0.122646,0.0629548
23,1.0423604,1.1801659,"('insincere', 'sincere')",0.9366054,1.1017541,-0.69143325,-0.8492274,6.4763374,6.462698,1.9409676,1.9738476,0.03288
24,0.9488095,1.1304802,"('dishonest', 'honest')",0.7603509,0.8855826,-0.7890543,-0.7855587,0.69337404,0.68036276,0.40337,0.4777167,0.0743467
25,-1.3215696,-1.2047957,"('egoistic', 'altruistic')",-0.5516088,-0.46155292,0.64329255,0.7040024,1.6718214,1.6788788,0.1104839,0.1791331,0.0686492
26,0.7506305,0.59420717,"('hardhearted', 'benevolent')",-0.41801238,-0.59553826,1.0152689,0.79499644,1.6274356,1.3979349,0.7438307,0.5479001,-0.1959306
27,-0.44593915,-0.2889733,"('hardhearted', 'softhearted')",-1.418856,-1.2908535,-0.29334617,-0.28127757,1.4049019,1.3943138,-0.1883099,-0.1166976,0.0716123
28,0.31223625,0.30484626,"('disloyal', 'loyal')",0.6603288,0.7184659,-1.2868024,-1.4485205,1.4132551,1.2965971,0.2747544,0.2178472,-0.0569072
29,-0.50415355,-0.43574002,"('unfair', 'fair')",-0.7645143,-0.634287,-1.079348,-1.0323458,-0.33837453,-0.41978174,-0.6715976,-0.6305386,0.041059
30,1.456091,1.4896574,"('intolerant', 'tolerant')",2.3037775,2.358008,-0.23723367,-0.36984405,0.69453955,0.673255,1.0542936,1.0377691,-0.0165245
31,-1.5180944,-1.5348976,"('evil', 'good')",-2.2161775,-2.3624015,-0.55011505,-0.39808345,-0.6778011,-0.75449926,-1.2405471,-1.2624705,-0.0219234
32,0.70119137,0.6743213,"('unkind', 'kind')",0.66055083,0.5759748,-0.0016321391,-0.21159935,1.1125541,0.91844076,0.6181661,0.4892844,-0.1288817
33,0.43560895,0.36669517,"('wrong', 'right')",-0.16173704,-0.3160607,0.52312434,0.5291379,-0.5583304,-0.5629854,0.0596665,0.0041967,-0.0554698
34,0.1137611,0.38138542,"('mean', 'honorable')",0.27389115,0.49140143,0.1988464,0.2860981,5.9104486,6.089577,1.6242368,1.8121156,0.1878788
35,-1.5430329,-1.7015309,"('corrupt', 'incorrupt')",-2.1565356,-2.2878268,0.25828612,0.32092196,-0.5566797,-0.57531977,-0.9994905,-1.0609388,-0.0614483
36,-1.1589037,-1.1341194,"('hostile', 'amicable')",-2.7442794,-2.866069,-0.21390781,-0.17871502,-0.006668467,-0.14812317,-1.0309398,-1.0817567,-0.0508169
37,-0.19270612,-0.119226426,"('fake', 'genuine')",0.32509398,0.40398994,-0.08710438,-0.011775566,0.22358812,0.25397313,0.0672179,0.1317403,0.0645224
38,-0.021672826,0.08412711,"('untruthful', 'truthful')",-0.5405145,-0.47211415,-1.3405124,-1.3297187,-0.08460078,0.013194086,-0.4968251,-0.4261279,0.0706972
39,2.1283545,2.2943044,"('exploitative', 'cooperative')",1.9624206,2.0414402,0.35829633,0.4595392,0.12495875,0.13587292,1.1435075,1.2327893,0.0892818
40,0.19991606,0.2946211,"('stingy', 'generous')",0.04606518,0.14523703,-0.5617889,-0.47783998,-1.7577654,-1.7538939,-0.5183933,-0.4479689,0.0704244
41,0.9963287,0.97257656,"('unforgiving', 'forgiving')",-0.25660938,-0.25412875,-0.53781796,-0.53551805,-0.03567129,-0.18200153,0.0415575,0.0002321,-0.0413254
42,0.7601861,0.7725789,"('unreliable', 'reliable')",0.9894873,1.0915381,0.17670253,0.22198445,-3.8465228,-3.7866733,-0.4800367,-0.425143,0.0548937
43,0.8195808,0.89104235,"('irresponsible', 'responsible')",1.2910504,1.5064217,-1.1821113,-1.2454615,0.13969697,0.120361656,0.2670542,0.3180911,0.0510369
44,-1.1765432,-1.2432833,"('prejudiced', 'unprejudiced')",-1.2266074,-1.3135196,0.033662908,0.13717853,-1.6169602,-1.667997,-0.996612,-1.0219053,-0.0252933
45,0.18338032,0.20389886,"('incompetent', 'competent')",1.3364817,1.4927744,-0.33612964,-0.5024895,-0.1753663,-0.21299104,0.2520915,0.2452982,-0.0067933
