,antelope_male,antelope_female,tuple,average_male,average_female,female-male
0,-0.70742357,-0.7894447,"('unsociable', 'sociable')",-0.7074236,-0.7894447,-0.0820211
1,-1.2949362,-1.6182808,"('unfriendly', 'friendly')",-1.2949362,-1.6182808,-0.3233446
2,-0.54516745,-0.43656945,"('unlikable', 'likable')",-0.5451674,-0.4365695,0.1085979
3,-0.3165799,-0.11093669,"('repellent', 'pleasant')",-0.3165799,-0.1109367,0.2056432
4,-1.673923,-1.7893629,"('disliked', 'liked')",-1.673923,-1.7893629,-0.1154399
5,-0.4506585,-0.5103778,"('distant', 'outgoing')",-0.4506585,-0.5103778,-0.0597193
6,-0.49627587,-0.6099239,"('distant', 'open')",-0.4962759,-0.6099239,-0.113648
7,-0.13571423,-0.10451205,"('insensitive', 'sensitive')",-0.1357142,-0.1045121,0.0312021
8,0.01939717,-0.22039999,"('unaffectionate', 'affectionate')",0.0193972,-0.2204,-0.2397972
9,-0.19793634,-0.41019273,"('unaffectionate', 'caring')",-0.1979363,-0.4101927,-0.2122564
10,-1.5577325,-1.5692948,"('unsympathetic', 'sympathetic')",-1.5577325,-1.5692948,-0.0115623
11,-0.5358712,-0.45843577,"('unhelpful', 'helpful')",-0.5358712,-0.4584358,0.0774354
12,-1.2876219,-1.3348464,"('unsupportive', 'supportive')",-1.2876219,-1.3348464,-0.0472245
13,-0.6487937,-0.6393665,"('impolite', 'polite')",-0.6487937,-0.6393665,0.0094272
14,-0.31643662,-0.32953495,"('antisocial', 'social')",-0.3164366,-0.3295349,-0.0130983
15,0.56615084,0.4120844,"('boring', 'funny')",0.5661508,0.4120844,-0.1540664
16,-0.32945782,-0.39344972,"('unpopular', 'popular')",-0.3294578,-0.3934497,-0.0639919
17,-0.029156262,-0.033916052,"('nasty', 'nice')",-0.0291563,-0.0339161,-0.0047598
18,-0.8358241,-0.7785385,"('disagreeable', 'welcoming')",-0.8358241,-0.7785385,0.0572856
19,-1.3093965,-1.1938685,"('inhospitable', 'hospitable')",-1.3093965,-1.1938685,0.115528
20,-0.61327535,-0.45087212,"('rough', 'thoughtful')",-0.6132753,-0.4508721,0.1624032
21,-0.9856344,-0.6461394,"('immoral', 'moral')",-0.9856344,-0.6461394,0.339495
22,-0.2181035,-0.2718058,"('untrustworthy', 'trustworthy')",-0.2181035,-0.2718058,-0.0537023
23,0.785031,0.8534028,"('insincere', 'sincere')",0.785031,0.8534028,0.0683718
24,-0.3531037,-0.45732766,"('dishonest', 'honest')",-0.3531037,-0.4573277,-0.104224
25,0.6879479,0.5322799,"('egoistic', 'altruistic')",0.6879479,0.5322799,-0.155668
26,0.097628996,-0.3801513,"('hardhearted', 'benevolent')",0.097629,-0.3801513,-0.4777803
27,0.24757555,0.13213299,"('hardhearted', 'softhearted')",0.2475756,0.132133,-0.1154426
28,-0.03525504,-0.31167504,"('disloyal', 'loyal')",-0.035255,-0.311675,-0.27642
29,-0.35925847,-0.3791861,"('unfair', 'fair')",-0.3592585,-0.3791861,-0.0199276
30,-0.44925618,-0.36879164,"('intolerant', 'tolerant')",-0.4492562,-0.3687916,0.0804646
31,-0.4868284,-0.502848,"('evil', 'good')",-0.4868284,-0.502848,-0.0160196
32,-0.09780538,-0.25415528,"('unkind', 'kind')",-0.0978054,-0.2541553,-0.1563499
33,0.27599436,0.16989423,"('wrong', 'right')",0.2759944,0.1698942,-0.1061002
34,0.82304454,1.0827127,"('mean', 'honorable')",0.8230445,1.0827127,0.2596682
35,0.59155095,0.42977285,"('corrupt', 'incorrupt')",0.5915509,0.4297729,-0.161778
36,-0.6716379,-0.7953978,"('hostile', 'amicable')",-0.6716379,-0.7953978,-0.1237599
37,-0.39981905,-0.34232485,"('fake', 'genuine')",-0.399819,-0.3423249,0.0574941
38,-0.28700972,-0.40386036,"('untruthful', 'truthful')",-0.2870097,-0.4038604,-0.1168507
39,-0.019750804,0.16813576,"('exploitative', 'cooperative')",-0.0197508,0.1681358,0.1878866
40,-1.0602763,-1.1194458,"('stingy', 'generous')",-1.0602763,-1.1194458,-0.0591695
41,-0.118086815,-0.3555757,"('unforgiving', 'forgiving')",-0.1180868,-0.3555757,-0.2374889
42,-0.78247887,-0.6895935,"('unreliable', 'reliable')",-0.7824789,-0.6895935,0.0928854
43,-0.94087166,-0.9328729,"('irresponsible', 'responsible')",-0.9408717,-0.9328729,0.0079988
44,-0.15433136,0.030202176,"('prejudiced', 'unprejudiced')",-0.1543314,0.0302022,0.1845336
45,-0.42992756,-0.595431,"('incompetent', 'competent')",-0.4299276,-0.595431,-0.1655034
46,-0.9321968,-0.9732228,"('uncompetitive', 'competitive')",-0.9321968,-0.9732228,-0.041026
47,1.3098232,1.3842529,"('stupid', 'smart')",1.3098232,1.3842529,0.0744297
48,-0.8466273,-0.77463007,"('unintelligent', 'intelligent')",-0.8466273,-0.7746301,0.0719972
49,-0.8524158,-0.6162994,"('unable', 'able')",-0.8524158,-0.6162994,0.2361164
50,-0.040483415,0.010945581,"('clumsy', 'skillful')",-0.0404834,0.0109456,0.051429
51,-0.7369205,-0.6085162,"('uneducated', 'educated')",-0.7369205,-0.6085162,0.1284043
52,-0.3727435,-0.528471,"('irrational', 'rational')",-0.3727435,-0.528471,-0.1557275
53,-1.6116669,-1.7730808,"('uncreative', 'creative')",-1.6116669,-1.7730808,-0.1614139
54,-0.077210814,-0.22316936,"('incapable', 'capable')",-0.0772108,-0.2231694,-0.1459586
55,-0.6878723,-0.5218621,"('incompetent', 'clever')",-0.6878723,-0.5218621,0.1660102
56,-0.08139354,-0.04762161,"('impractical', 'practical')",-0.0813935,-0.0476216,0.0337719
57,-1.3661187,-1.593416,"('unimaginative', 'imaginative')",-1.3661187,-1.593416,-0.2272973
58,-1.1145103,-1.1640257,"('undiscriminating', 'discriminating')",-1.1145103,-1.1640257,-0.0495154
59,0.115997896,0.040727284,"('foolish', 'wise')",0.1159979,0.0407273,-0.0752706
60,-0.64745504,-0.3721175,"('inefficient', 'efficient')",-0.647455,-0.3721175,0.2753375
61,-0.6667195,-0.74871385,"('illogical', 'logical')",-0.6667195,-0.7487139,-0.0819944
62,-0.63021505,-0.46697164,"('incompetent', 'brilliant')",-0.630215,-0.4669716,0.1632434
63,-0.4507508,-0.44898468,"('unperceptive', 'insightful')",-0.4507508,-0.4489847,0.0017661
64,-2.4120386,-2.262649,"('shy', 'confident')",-2.4120386,-2.2626491,0.1493895
65,-1.059067,-0.8696979,"('insecure', 'secure')",-1.059067,-0.8696979,0.1893691
66,-0.5954931,-0.73385864,"('inactive', 'active')",-0.5954931,-0.7338586,-0.1383655
67,-0.1247271,-0.06818789,"('doubtful', 'determined')",-0.1247271,-0.0681879,0.0565392
68,-1.4420984,-1.1049933,"('dependent', 'independent')",-1.4420984,-1.1049933,0.3371051
69,-0.176025,-0.21110705,"('lazy', 'industrious')",-0.176025,-0.211107,-0.035082
70,-0.32230243,-0.2997548,"('lethargic', 'energetic')",-0.3223024,-0.2997548,0.0225476
71,0.107140765,0.02535497,"('diffident', 'self-confident')",0.1071408,0.025355,-0.0817858
72,-0.28407136,-0.34253085,"('unambitious', 'ambitious')",-0.2840714,-0.3425308,-0.0584594
73,-1.4251199,-1.285305,"('helpless', 'self-reliant')",-1.4251199,-1.285305,0.1398149
74,-0.2931062,-0.25743312,"('undedicated', 'dedicated')",-0.2931062,-0.2574331,0.0356731
75,-0.0060516875,-0.03437027,"('meek', 'impulsive')",-0.0060517,-0.0343703,-0.0283186
76,-0.13137197,0.12697385,"('anxious', 'daring')",-0.131372,0.1269739,0.2583459
77,-1.1293027,-1.0226022,"('unmotivated', 'motivated')",-1.1293027,-1.0226022,0.1067005
78,0.32236642,0.2694464,"('nonresilient', 'resilient')",0.3223664,0.2694464,-0.05292
79,0.38964757,0.29044574,"('wavering', 'unwavering')",0.3896476,0.2904457,-0.0992019
80,0.31015298,0.287678,"('dominated', 'dominating')",0.310153,0.287678,-0.022475
81,-1.1008303,-0.9756359,"('submissive', 'aggressive')",-1.1008303,-0.9756359,0.1251944
82,1.0894781,1.109705,"('poor', 'rich')",1.0894781,1.109705,0.0202269
83,-0.74454904,-0.7202455,"('powerless', 'powerful')",-0.744549,-0.7202455,0.0243035
84,-0.7178851,-0.7086944,"('inferior', 'superior')",-0.7178851,-0.7086944,0.0091907
85,-0.8914822,-0.96578866,"('insignificant', 'prestigious')",-0.8914822,-0.9657887,-0.0743065
86,-1.2828184,-1.5058492,"('uninfluential', 'influential')",-1.2828184,-1.5058492,-0.2230308
87,-0.2524987,-0.25779516,"('unsuccessful', 'successful')",-0.2524987,-0.2577952,-0.0052965
88,-1.159188,-1.1453038,"('low', 'eminent')",-1.159188,-1.1453038,0.0138842
