,fmc_male,fmc_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0147036,-1.1612414,"('unsociable', 'sociable')",-0.275841,-0.3654037,-0.32423842,-0.42646906,-0.538261,-0.6510381,-0.1127771
1,-1.9581159,-2.0520422,"('unfriendly', 'friendly')",-0.3145059,-0.49869168,1.470601,1.3155373,-0.2673403,-0.4117322,-0.1443919
2,0.6579754,0.7212867,"('unlikable', 'likable')",0.5020283,0.5246487,1.143635,1.212444,0.7678796,0.8194598,0.0515802
3,0.12735786,0.289504,"('repellent', 'pleasant')",0.3347724,0.43558115,0.02781251,0.06738539,0.1633143,0.2641568,0.1008425
4,-0.36695367,-0.39305905,"('disliked', 'liked')",-0.3746574,-0.45332614,-5.1260347,-5.2623487,-1.9558819,-2.0362446,-0.0803627
5,-1.7486949,-1.6675091,"('distant', 'outgoing')",-1.2833657,-1.2096506,-0.5292236,-0.49194986,-1.1870948,-1.1230365,0.0640583
6,-2.3865135,-2.3078678,"('distant', 'open')",-1.6840181,-1.6512834,-0.001254987,-0.039259933,-1.3572623,-1.3328037,0.0244586
7,0.047562,-0.014682081,"('insensitive', 'sensitive')",0.39269722,0.4345772,0.20998761,0.25067902,0.216749,0.2235247,0.0067757
8,-1.6179391,-1.6733494,"('unaffectionate', 'affectionate')",-0.5138091,-0.57530695,0.3639737,0.2606964,-0.5892582,-0.6626533,-0.0733951
9,-1.5049033,-1.6144946,"('unaffectionate', 'caring')",-0.33099464,-0.41781762,0.89034766,0.8182552,-0.3151834,-0.4046857,-0.0895023
10,-0.5645425,-0.6209873,"('unsympathetic', 'sympathetic')",-0.55700773,-0.516814,-0.8425328,-0.85855746,-0.6546943,-0.6654529,-0.0107586
11,0.18396491,0.12438775,"('unhelpful', 'helpful')",0.9870589,1.0332161,1.7473147,1.7554115,0.9727795,0.9710051,-0.0017744
12,-0.42588276,-0.33711308,"('unsupportive', 'supportive')",-0.0047491863,0.13605654,-2.0701115,-1.997584,-0.8335811,-0.7328802,0.1007009
13,0.16827856,0.09566034,"('impolite', 'polite')",-0.22835378,-0.16616237,-0.56786054,-0.5413231,-0.2093119,-0.2039417,0.0053702
14,0.9169857,0.8603363,"('antisocial', 'social')",0.9652685,1.0246468,-0.42083332,-0.42354232,0.4871403,0.4871469,6.6e-06
15,0.53145576,0.40184385,"('boring', 'funny')",0.33658808,0.27132878,1.0727715,1.0142763,0.6469385,0.562483,-0.0844555
