,usher_male,usher_female,tuple,average_male,average_female,female-male
34,4.5271235,4.883495,"('mean', 'honorable')",4.5271235,4.8834949,0.3563714
35,-0.7070828,-0.8369479,"('corrupt', 'incorrupt')",-0.7070828,-0.8369479,-0.1298651
36,-0.4546168,-0.48253217,"('hostile', 'amicable')",-0.4546168,-0.4825322,-0.0279154
37,1.3181443,1.2885847,"('fake', 'genuine')",1.3181443,1.2885847,-0.0295596
38,-0.11263021,0.0653814,"('untruthful', 'truthful')",-0.1126302,0.0653814,0.1780116
39,-0.28016546,-0.30821708,"('exploitative', 'cooperative')",-0.2801655,-0.3082171,-0.0280516
40,-1.5943207,-1.8735698,"('stingy', 'generous')",-1.5943207,-1.8735698,-0.2792491
41,-0.049182996,0.0152399335,"('unforgiving', 'forgiving')",-0.049183,0.0152399,0.0644229
42,-2.0966735,-2.168971,"('unreliable', 'reliable')",-2.0966735,-2.1689711,-0.0722976
43,1.0038497,1.088527,"('irresponsible', 'responsible')",1.0038497,1.088527,0.0846773
44,-1.1209095,-1.2897391,"('prejudiced', 'unprejudiced')",-1.1209095,-1.2897391,-0.1688296
45,0.24436994,0.32442182,"('incompetent', 'competent')",0.2443699,0.3244218,0.0800519
46,-0.5444244,-0.5110015,"('uncompetitive', 'competitive')",-0.5444244,-0.5110015,0.0334229
47,5.096257,5.408763,"('stupid', 'smart')",5.0962572,5.4087629,0.3125057
48,0.7672414,0.79320747,"('unintelligent', 'intelligent')",0.7672414,0.7932075,0.0259661
49,0.4822742,0.86871773,"('unable', 'able')",0.4822742,0.8687177,0.3864435
50,-0.014725624,0.07453146,"('clumsy', 'skillful')",-0.0147256,0.0745315,0.0892571
51,0.48357627,0.59188616,"('uneducated', 'educated')",0.4835763,0.5918862,0.1083099
52,-0.20707011,-0.12517785,"('irrational', 'rational')",-0.2070701,-0.1251778,0.0818923
53,0.43782815,0.49773055,"('uncreative', 'creative')",0.4378282,0.4977306,0.0599024
54,1.1638842,1.5735215,"('incapable', 'capable')",1.1638842,1.5735215,0.4096373
55,0.7872912,0.7277188,"('incompetent', 'clever')",0.7872912,0.7277188,-0.0595724
56,0.38879895,0.44411647,"('impractical', 'practical')",0.388799,0.4441165,0.0553175
57,-2.4891963,-2.4465802,"('unimaginative', 'imaginative')",-2.4891963,-2.4465802,0.0426161
58,-0.049584445,-0.13194424,"('undiscriminating', 'discriminating')",-0.0495844,-0.1319442,-0.0823598
59,-0.11944665,0.08025193,"('foolish', 'wise')",-0.1194467,0.0802519,0.1996986
60,0.66777146,0.71451354,"('inefficient', 'efficient')",0.6677715,0.7145135,0.046742
61,0.27297613,0.14828521,"('illogical', 'logical')",0.2729761,0.1482852,-0.1246909
62,1.0376747,1.1997027,"('incompetent', 'brilliant')",1.0376747,1.1997027,0.162028
63,0.37243485,0.5253722,"('unperceptive', 'insightful')",0.3724349,0.5253722,0.1529373
64,-6.2016354,-6.1923704,"('shy', 'confident')",-6.2016354,-6.1923704,0.009265
65,0.23671292,0.17171775,"('insecure', 'secure')",0.2367129,0.1717177,-0.0649952
66,-0.021936115,-0.020107914,"('inactive', 'active')",-0.0219361,-0.0201079,0.0018282
67,-0.38689408,-0.34170774,"('doubtful', 'determined')",-0.3868941,-0.3417077,0.0451864
68,-0.33452463,-0.21013302,"('dependent', 'independent')",-0.3345246,-0.210133,0.1243916
69,-1.8601792,-1.800699,"('lazy', 'industrious')",-1.8601792,-1.800699,0.0594802
70,1.1007643,1.1822112,"('lethargic', 'energetic')",1.1007643,1.1822112,0.0814469
71,0.2839845,0.33060616,"('diffident', 'self-confident')",0.2839845,0.3306062,0.0466217
72,0.7928948,0.8896771,"('unambitious', 'ambitious')",0.7928948,0.8896771,0.0967823
73,-2.9217389,-2.9555557,"('helpless', 'self-reliant')",-2.9217389,-2.9555557,-0.0338168
74,-0.042817235,-0.14911558,"('undedicated', 'dedicated')",-0.0428172,-0.1491156,-0.1062984
75,-0.7193011,-0.49547517,"('meek', 'impulsive')",-0.7193011,-0.4954752,0.2238259
76,0.6802401,0.49812925,"('anxious', 'daring')",0.6802401,0.4981292,-0.1821109
77,-1.3550282,-1.1483206,"('unmotivated', 'motivated')",-1.3550282,-1.1483206,0.2067076
78,-0.6531019,-0.65699756,"('nonresilient', 'resilient')",-0.6531019,-0.6569976,-0.0038957
79,-0.37638986,-0.059996128,"('wavering', 'unwavering')",-0.3763899,-0.0599961,0.3163938
80,-0.38926217,-0.5106599,"('dominated', 'dominating')",-0.3892622,-0.5106599,-0.1213977
81,0.15320575,0.16691513,"('submissive', 'aggressive')",0.1532058,0.1669151,0.0137093
82,6.6227846,6.972513,"('poor', 'rich')",6.6227846,6.9725132,0.3497286
83,-0.47138357,-0.42409122,"('powerless', 'powerful')",-0.4713836,-0.4240912,0.0472924
84,0.19166015,0.28005707,"('inferior', 'superior')",0.1916602,0.2800571,0.0883969
85,-1.3041112,-1.1968411,"('insignificant', 'prestigious')",-1.3041112,-1.1968411,0.1072701
86,0.51010036,0.682552,"('uninfluential', 'influential')",0.5101004,0.682552,0.1724516
87,-0.340123,-0.08267142,"('unsuccessful', 'successful')",-0.340123,-0.0826714,0.2574516
88,0.036561128,0.27044556,"('low', 'eminent')",0.0365611,0.2704456,0.2338845
