,usher_male,usher_female,tuple,average_male,average_female,female-male
0,0.06260908,-0.1251648,"('unsociable', 'sociable')",0.0626091,-0.1251648,-0.1877739
1,1.5697092,1.6369966,"('unfriendly', 'friendly')",1.5697092,1.6369966,0.0672874
2,0.6399335,0.8410348,"('unlikable', 'likable')",0.6399335,0.8410348,0.2011013
3,0.8536764,1.0117522,"('repellent', 'pleasant')",0.8536764,1.0117522,0.1580758
4,-7.041226,-7.0520735,"('disliked', 'liked')",-7.0412259,-7.0520735,-0.0108476
5,-0.117211625,0.13261427,"('distant', 'outgoing')",-0.1172116,0.1326143,0.2498259
6,0.22503304,0.45351475,"('distant', 'open')",0.225033,0.4535148,0.2284818
7,0.63831604,0.76158744,"('insensitive', 'sensitive')",0.638316,0.7615874,0.1232714
8,1.483281,1.5007054,"('unaffectionate', 'affectionate')",1.483281,1.5007054,0.0174244
9,1.8827062,2.0543485,"('unaffectionate', 'caring')",1.8827062,2.0543485,0.1716423
10,1.2817585,1.3753196,"('unsympathetic', 'sympathetic')",1.2817585,1.3753196,0.0935611
11,1.774959,1.9005299,"('unhelpful', 'helpful')",1.774959,1.9005299,0.1255709
12,-1.4490279,-1.4271251,"('unsupportive', 'supportive')",-1.4490279,-1.4271251,0.0219028
13,0.36294478,0.2733144,"('impolite', 'polite')",0.3629448,0.2733144,-0.0896304
14,-0.4415787,-0.6380834,"('antisocial', 'social')",-0.4415787,-0.6380834,-0.1965047
15,0.56317604,0.5070837,"('boring', 'funny')",0.563176,0.5070837,-0.0560923
16,-0.43203986,-0.2344917,"('unpopular', 'popular')",-0.4320399,-0.2344917,0.1975482
17,-0.014301088,0.05920271,"('nasty', 'nice')",-0.0143011,0.0592027,0.0735038
18,-0.4827326,-0.5730706,"('disagreeable', 'welcoming')",-0.4827326,-0.5730706,-0.090338
19,-0.46115503,-0.1774548,"('inhospitable', 'hospitable')",-0.461155,-0.1774548,0.2837002
20,0.78075564,0.5844731,"('rough', 'thoughtful')",0.7807556,0.5844731,-0.1962825
21,0.032132138,0.23203193,"('immoral', 'moral')",0.0321321,0.2320319,0.1998998
22,-0.5636979,-0.57833296,"('untrustworthy', 'trustworthy')",-0.5636979,-0.578333,-0.0146351
23,6.0427575,6.165469,"('insincere', 'sincere')",6.0427575,6.1654692,0.1227117
24,1.6514834,1.7365286,"('dishonest', 'honest')",1.6514834,1.7365286,0.0850452
25,0.76461333,0.6798856,"('egoistic', 'altruistic')",0.7646133,0.6798856,-0.0847277
26,0.387174,0.2479259,"('hardhearted', 'benevolent')",0.387174,0.2479259,-0.1392481
27,1.8920538,1.7273504,"('hardhearted', 'softhearted')",1.8920538,1.7273504,-0.1647034
28,1.1168478,1.1878651,"('disloyal', 'loyal')",1.1168478,1.1878651,0.0710173
29,-0.678383,-0.87179434,"('unfair', 'fair')",-0.678383,-0.8717943,-0.1934113
30,0.9785889,0.9948723,"('intolerant', 'tolerant')",0.9785889,0.9948723,0.0162834
31,-1.1804174,-1.2022094,"('evil', 'good')",-1.1804174,-1.2022094,-0.021792
32,1.395884,1.3742579,"('unkind', 'kind')",1.395884,1.3742579,-0.0216261
33,-0.37149224,-0.3142494,"('wrong', 'right')",-0.3714922,-0.3142494,0.0572428
