,travel_male,travel_female,tuple,average_male,average_female,female-male
0,0.36640763,0.21154189,"('unsociable', 'sociable')",0.3664076,0.2115419,-0.1548657
1,1.5822301,1.5524547,"('unfriendly', 'friendly')",1.5822301,1.5524547,-0.0297754
2,0.7090731,0.842033,"('unlikable', 'likable')",0.7090731,0.842033,0.1329599
3,0.069041505,0.08146622,"('repellent', 'pleasant')",0.0690415,0.0814662,0.0124247
4,-6.539243,-6.471491,"('disliked', 'liked')",-6.5392432,-6.4714909,0.0677523
5,-0.008689411,0.068994716,"('distant', 'outgoing')",-0.0086894,0.0689947,0.0776841
6,0.03902652,0.073585,"('distant', 'open')",0.0390265,0.073585,0.0345585
7,0.8083675,0.8797804,"('insensitive', 'sensitive')",0.8083675,0.8797804,0.0714129
8,1.072365,0.9686163,"('unaffectionate', 'affectionate')",1.072365,0.9686163,-0.1037487
9,1.9281718,1.9438288,"('unaffectionate', 'caring')",1.9281718,1.9438288,0.015657
10,0.5835471,0.4380902,"('unsympathetic', 'sympathetic')",0.5835471,0.4380902,-0.1454569
11,2.2901793,2.4019074,"('unhelpful', 'helpful')",2.2901793,2.4019074,0.1117281
12,-1.0533427,-0.9663224,"('unsupportive', 'supportive')",-1.0533427,-0.9663224,0.0870203
13,0.083885565,0.12579122,"('impolite', 'polite')",0.0838856,0.1257912,0.0419056
14,0.42427114,0.40010697,"('antisocial', 'social')",0.4242711,0.400107,-0.0241641
15,0.059116364,0.14034224,"('boring', 'funny')",0.0591164,0.1403422,0.0812258
16,0.002844274,0.12767059,"('unpopular', 'popular')",0.0028443,0.1276706,0.1248263
17,-0.040638745,-0.032698564,"('nasty', 'nice')",-0.0406387,-0.0326986,0.0079401
18,-1.066486,-1.019434,"('disagreeable', 'welcoming')",-1.066486,-1.019434,0.047052
19,-0.7160402,-0.6279522,"('inhospitable', 'hospitable')",-0.7160402,-0.6279522,0.088088
20,0.4607156,0.44471866,"('rough', 'thoughtful')",0.4607156,0.4447187,-0.0159969
21,-0.59525526,-0.46599397,"('immoral', 'moral')",-0.5952553,-0.465994,0.1292613
22,-0.161866,-0.24790844,"('untrustworthy', 'trustworthy')",-0.161866,-0.2479084,-0.0860424
23,6.1453795,6.228959,"('insincere', 'sincere')",6.1453795,6.2289591,0.0835796
24,1.5737405,1.4977242,"('dishonest', 'honest')",1.5737405,1.4977242,-0.0760163
25,0.66103756,0.65396804,"('egoistic', 'altruistic')",0.6610376,0.653968,-0.0070696
26,1.3765599,1.2649084,"('hardhearted', 'benevolent')",1.3765599,1.2649084,-0.1116515
27,0.5978997,0.5262673,"('hardhearted', 'softhearted')",0.5978997,0.5262673,-0.0716324
28,1.1772002,1.0981935,"('disloyal', 'loyal')",1.1772002,1.0981935,-0.0790067
29,-0.29551142,-0.48544544,"('unfair', 'fair')",-0.2955114,-0.4854454,-0.189934
30,1.3342555,1.3656448,"('intolerant', 'tolerant')",1.3342555,1.3656448,0.0313893
31,-1.5354464,-1.6069592,"('evil', 'good')",-1.5354464,-1.6069592,-0.0715128
32,1.0146426,0.94617176,"('unkind', 'kind')",1.0146426,0.9461718,-0.0684708
33,0.13416898,0.21988694,"('wrong', 'right')",0.134169,0.2198869,0.0857179
34,4.2399473,4.390433,"('mean', 'honorable')",4.2399473,4.3904328,0.1504855
35,-1.069647,-1.2118293,"('corrupt', 'incorrupt')",-1.069647,-1.2118293,-0.1421823
36,-0.2984042,-0.4876519,"('hostile', 'amicable')",-0.2984042,-0.4876519,-0.1892477
37,0.22223368,0.16688661,"('fake', 'genuine')",0.2222337,0.1668866,-0.0553471
38,0.5908595,0.6312117,"('untruthful', 'truthful')",0.5908595,0.6312117,0.0403522
39,0.26274478,0.2996042,"('exploitative', 'cooperative')",0.2627448,0.2996042,0.0368594
40,-2.0442622,-2.119643,"('stingy', 'generous')",-2.0442622,-2.119643,-0.0753808
41,0.34040904,0.3409397,"('unforgiving', 'forgiving')",0.340409,0.3409397,0.0005307
42,-1.9430318,-1.8656095,"('unreliable', 'reliable')",-1.9430318,-1.8656095,0.0774223
43,1.7171434,1.7939414,"('irresponsible', 'responsible')",1.7171434,1.7939414,0.076798
44,-1.1643535,-1.2048202,"('prejudiced', 'unprejudiced')",-1.1643535,-1.2048202,-0.0404667
45,0.26320648,0.23615077,"('incompetent', 'competent')",0.2632065,0.2361508,-0.0270557
46,-0.6245507,-0.6159222,"('uncompetitive', 'competitive')",-0.6245507,-0.6159222,0.0086285
47,5.820211,5.962507,"('stupid', 'smart')",5.8202109,5.9625068,0.1422959
48,0.410542,0.3964102,"('unintelligent', 'intelligent')",0.410542,0.3964102,-0.0141318
49,-0.71857595,-0.5071944,"('unable', 'able')",-0.718576,-0.5071944,0.2113816
50,-0.16785562,-0.06121426,"('clumsy', 'skillful')",-0.1678556,-0.0612143,0.1066413
51,-0.11366504,-0.07575202,"('uneducated', 'educated')",-0.113665,-0.075752,0.037913
52,-0.23410366,-0.27882746,"('irrational', 'rational')",-0.2341037,-0.2788275,-0.0447238
53,0.63308793,0.68226314,"('uncreative', 'creative')",0.6330879,0.6822631,0.0491752
54,0.9010133,0.95229524,"('incapable', 'capable')",0.9010133,0.9522952,0.0512819
55,0.25783977,0.25260994,"('incompetent', 'clever')",0.2578398,0.2526099,-0.0052299
56,0.92641187,1.0586753,"('impractical', 'practical')",0.9264119,1.0586753,0.1322634
57,-2.211201,-2.2535868,"('unimaginative', 'imaginative')",-2.211201,-2.2535868,-0.0423858
