,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.24776068,-0.38690656,"('unsociable', 'sociable')",0.327611,0.34807226,-0.62289137,-0.71789646,0.04269922,-0.08262925,-0.1250855,-0.20984,-0.0847545
1,-0.9366136,-0.98466825,"('unfriendly', 'friendly')",-1.2622819,-1.3287871,-2.121212,-2.1930804,1.1528288,0.96781206,-0.7918197,-0.8846809,-0.0928612
2,0.28420112,0.37955973,"('unlikable', 'likable')",0.7492199,0.8163005,-0.25386688,-0.1494172,0.554872,0.5966632,0.3336065,0.4107766,0.0771701
3,0.1831675,0.31777692,"('repellent', 'pleasant')",-0.115522236,0.019138183,-0.52500176,-0.42887026,0.49585178,0.5890626,0.0096238,0.1242769,0.1146531
4,-1.0134,-1.0849292,"('disliked', 'liked')",-0.086279675,-0.16138247,0.75836813,0.68456113,-5.789773,-5.830072,-1.5327711,-1.5979556,-0.0651845
5,-0.87984,-0.7900673,"('distant', 'outgoing')",-0.7690132,-0.80544615,0.4255696,0.4272533,-0.55099154,-0.60828453,-0.4435688,-0.4441361,-0.0005673
6,-0.23248944,-0.1401109,"('distant', 'open')",-0.8762243,-0.8060795,-0.08015673,-0.0385319,-0.5515598,-0.64188266,-0.4351076,-0.4066513,0.0284563
7,0.27057913,0.24539506,"('insensitive', 'sensitive')",-0.11118518,0.015627656,-0.11463264,-0.12880608,0.5769759,0.568868,0.1554343,0.1752712,0.0198369
8,0.09964177,0.07478604,"('unaffectionate', 'affectionate')",-0.14296882,-0.13050506,-1.0207849,-1.0408545,0.96405137,0.8204427,-0.0250151,-0.0690327,-0.0440176
9,0.5047054,0.45194468,"('unaffectionate', 'caring')",-0.4726535,-0.46690404,-1.1380396,-1.1733758,1.2552506,1.1568652,0.0373157,-0.0078675,-0.0451832
10,0.30129215,0.1599966,"('unsympathetic', 'sympathetic')",0.10460241,0.20781134,-0.52653027,-0.5486152,-0.054860365,-0.10889569,-0.043874,-0.0724257,-0.0285517
11,-0.5950786,-0.6510661,"('unhelpful', 'helpful')",-0.7992751,-0.72311,-1.0711496,-1.0678245,1.4320563,1.4522583,-0.2583617,-0.2474356,0.0109261
12,0.53266305,0.53780156,"('unsupportive', 'supportive')",0.31522545,0.48422348,0.044288658,0.05744423,-1.3126868,-1.2748079,-0.1051274,-0.0488347,0.0562927
13,-0.14109056,-0.19862713,"('impolite', 'polite')",0.047406483,0.13414533,-0.33853695,-0.35838154,-1.1139244,-1.1033151,-0.3865364,-0.3815446,0.0049918
14,-0.008417681,-0.105687656,"('antisocial', 'social')",1.3651248,1.3563962,-0.02421425,-0.03523145,0.048918337,-0.014541997,0.3453528,0.3002338,-0.045119
