,priority_male,priority_female,tuple,average_male,average_female,female-male
0,0.102691874,-0.091273405,"('unsociable', 'sociable')",0.1026919,-0.0912734,-0.1939653
1,1.0314608,1.1436883,"('unfriendly', 'friendly')",1.0314608,1.1436883,0.1122275
2,0.5178022,0.63775325,"('unlikable', 'likable')",0.5178022,0.6377532,0.119951
3,0.7673712,0.77302027,"('repellent', 'pleasant')",0.7673712,0.7730203,0.0056491
4,-7.444368,-7.298424,"('disliked', 'liked')",-7.4443679,-7.2984238,0.1459441
5,-0.498778,-0.18946317,"('distant', 'outgoing')",-0.498778,-0.1894632,0.3093148
6,-0.12291321,0.14309707,"('distant', 'open')",-0.1229132,0.1430971,0.2660103
7,1.4535319,1.291558,"('insensitive', 'sensitive')",1.4535319,1.291558,-0.1619739
8,1.227285,1.3109605,"('unaffectionate', 'affectionate')",1.227285,1.3109605,0.0836755
9,1.4679123,1.6103964,"('unaffectionate', 'caring')",1.4679123,1.6103964,0.1424841
10,1.5205562,1.2023485,"('unsympathetic', 'sympathetic')",1.5205562,1.2023485,-0.3182077
11,1.9280474,1.8092638,"('unhelpful', 'helpful')",1.9280474,1.8092638,-0.1187836
12,-1.1418144,-1.1248355,"('unsupportive', 'supportive')",-1.1418144,-1.1248355,0.0169789
13,0.10460215,-0.087088004,"('impolite', 'polite')",0.1046022,-0.087088,-0.1916902
14,0.085377954,-0.06157151,"('antisocial', 'social')",0.085378,-0.0615715,-0.1469495
15,0.101110876,0.09799752,"('boring', 'funny')",0.1011109,0.0979975,-0.0031134
16,-0.69381744,-0.4362903,"('unpopular', 'popular')",-0.6938174,-0.4362903,0.2575271
17,-0.16171478,-0.14759198,"('nasty', 'nice')",-0.1617148,-0.147592,0.0141228
18,-0.5907771,-0.4709649,"('disagreeable', 'welcoming')",-0.5907771,-0.4709649,0.1198122
19,-0.31484777,-0.12753987,"('inhospitable', 'hospitable')",-0.3148478,-0.1275399,0.1873079
20,0.7496215,0.53710395,"('rough', 'thoughtful')",0.7496215,0.537104,-0.2125175
21,0.25527975,0.12930284,"('immoral', 'moral')",0.2552797,0.1293028,-0.1259769
22,0.30864373,0.1903314,"('untrustworthy', 'trustworthy')",0.3086437,0.1903314,-0.1183123
23,6.4415326,6.3955994,"('insincere', 'sincere')",6.4415326,6.3955994,-0.0459332
24,1.8538452,1.8032429,"('dishonest', 'honest')",1.8538452,1.8032429,-0.0506023
25,0.32663977,0.41687045,"('egoistic', 'altruistic')",0.3266398,0.4168704,0.0902306
26,0.3918574,0.28601807,"('hardhearted', 'benevolent')",0.3918574,0.2860181,-0.1058393
27,1.7519773,1.6058062,"('hardhearted', 'softhearted')",1.7519773,1.6058062,-0.1461711
28,1.1660019,1.0747266,"('disloyal', 'loyal')",1.1660019,1.0747266,-0.0912753
29,-0.09353581,-0.16224378,"('unfair', 'fair')",-0.0935358,-0.1622438,-0.068708
30,1.2910637,1.0648625,"('intolerant', 'tolerant')",1.2910637,1.0648625,-0.2262012
31,-1.0975296,-0.8113237,"('evil', 'good')",-1.0975296,-0.8113237,0.2862059
32,1.2153312,1.0290003,"('unkind', 'kind')",1.2153312,1.0290003,-0.1863309
33,-0.6428987,-0.37323284,"('wrong', 'right')",-0.6428987,-0.3732328,0.2696659
34,4.3887954,4.5761786,"('mean', 'honorable')",4.3887954,4.5761786,0.1873832
35,-1.0740348,-0.9768266,"('corrupt', 'incorrupt')",-1.0740348,-0.9768266,0.0972082
36,-0.747525,-0.6437421,"('hostile', 'amicable')",-0.747525,-0.6437421,0.1037829
37,0.76792824,0.68951094,"('fake', 'genuine')",0.7679282,0.6895109,-0.0784173
38,-0.07250567,-0.010709338,"('untruthful', 'truthful')",-0.0725057,-0.0107093,0.0617964
39,0.092663795,-0.030906493,"('exploitative', 'cooperative')",0.0926638,-0.0309065,-0.1235703
40,-1.2440605,-1.3376714,"('stingy', 'generous')",-1.2440605,-1.3376714,-0.0936109
41,0.3491915,0.14599675,"('unforgiving', 'forgiving')",0.3491915,0.1459967,-0.2031948
42,-1.6367751,-1.7033784,"('unreliable', 'reliable')",-1.6367751,-1.7033784,-0.0666033
43,1.7291368,1.5445287,"('irresponsible', 'responsible')",1.7291368,1.5445287,-0.1846081
44,-1.1193441,-1.2554566,"('prejudiced', 'unprejudiced')",-1.1193441,-1.2554566,-0.1361125
45,0.45483473,0.296356,"('incompetent', 'competent')",0.4548347,0.296356,-0.1584787
46,-0.2869414,-0.50493747,"('uncompetitive', 'competitive')",-0.2869414,-0.5049375,-0.2179961
47,5.7762856,5.87171,"('stupid', 'smart')",5.7762856,5.8717098,0.0954242
48,0.934582,0.735663,"('unintelligent', 'intelligent')",0.934582,0.735663,-0.198919
49,-0.4357074,-0.2638153,"('unable', 'able')",-0.4357074,-0.2638153,0.1718921
50,-0.32496953,-0.18139948,"('clumsy', 'skillful')",-0.3249695,-0.1813995,0.14357
51,0.40775654,0.29567254,"('uneducated', 'educated')",0.4077565,0.2956725,-0.112084
52,-0.41158235,-0.26078707,"('irrational', 'rational')",-0.4115824,-0.2607871,0.1507953
53,0.3595542,0.3641512,"('uncreative', 'creative')",0.3595542,0.3641512,0.004597
54,1.1451308,1.355102,"('incapable', 'capable')",1.1451308,1.3551019,0.2099711
55,0.89366645,0.71054626,"('incompetent', 'clever')",0.8936664,0.7105463,-0.1831201
56,0.6908861,0.58344626,"('impractical', 'practical')",0.6908861,0.5834463,-0.1074398
57,-2.5128248,-2.7378361,"('unimaginative', 'imaginative')",-2.5128248,-2.7378361,-0.2250113
58,-0.09326617,-0.19698691,"('undiscriminating', 'discriminating')",-0.0932662,-0.1969869,-0.1037207
59,0.03290733,0.26952028,"('foolish', 'wise')",0.0329073,0.2695203,0.236613
60,0.5422801,0.3748331,"('inefficient', 'efficient')",0.5422801,0.3748331,-0.167447
61,0.68266606,0.47194028,"('illogical', 'logical')",0.6826661,0.4719403,-0.2107258
62,1.3088171,1.2644979,"('incompetent', 'brilliant')",1.3088171,1.2644979,-0.0443192
63,0.7929069,0.73221976,"('unperceptive', 'insightful')",0.7929069,0.7322198,-0.0606871
64,-5.890218,-5.8892555,"('shy', 'confident')",-5.8902178,-5.8892555,0.0009623
65,1.1838607,0.94679236,"('insecure', 'secure')",1.1838607,0.9467924,-0.2370683
66,0.0031668842,0.036474217,"('inactive', 'active')",0.0031669,0.0364742,0.0333073
67,-0.55268633,-0.44262967,"('doubtful', 'determined')",-0.5526863,-0.4426297,0.1100566
68,-0.49805576,-0.4688768,"('dependent', 'independent')",-0.4980558,-0.4688768,0.029179
69,-1.8164564,-1.5173941,"('lazy', 'industrious')",-1.8164564,-1.5173941,0.2990623
70,1.8318287,1.5820487,"('lethargic', 'energetic')",1.8318287,1.5820487,-0.24978
71,0.33936396,0.5315773,"('diffident', 'self-confident')",0.339364,0.5315773,0.1922133
72,1.0149869,1.0040691,"('unambitious', 'ambitious')",1.0149869,1.0040691,-0.0109178
73,-3.1781676,-3.015179,"('helpless', 'self-reliant')",-3.1781676,-3.0151789,0.1629887
74,0.064939395,-0.052779086,"('undedicated', 'dedicated')",0.0649394,-0.0527791,-0.1177185
75,-0.6749901,-0.5009059,"('meek', 'impulsive')",-0.6749901,-0.5009059,0.1740842
76,0.8435651,0.60523033,"('anxious', 'daring')",0.8435651,0.6052303,-0.2383348
77,-0.8990373,-0.8736209,"('unmotivated', 'motivated')",-0.8990373,-0.8736209,0.0254164
78,-0.41685683,-0.40164435,"('nonresilient', 'resilient')",-0.4168568,-0.4016443,0.0152125
79,-0.08244023,0.058667343,"('wavering', 'unwavering')",-0.0824402,0.0586673,0.1411075
80,0.10719188,-0.096444145,"('dominated', 'dominating')",0.1071919,-0.0964441,-0.203636
81,0.4663679,0.20166448,"('submissive', 'aggressive')",0.4663679,0.2016645,-0.2647034
82,6.1407,6.253722,"('poor', 'rich')",6.1406999,6.2537222,0.1130223
83,-0.40378073,-0.3986228,"('powerless', 'powerful')",-0.4037807,-0.3986228,0.0051579
84,0.121782705,0.14685665,"('inferior', 'superior')",0.1217827,0.1468567,0.025074
85,-1.2294904,-1.0638099,"('insignificant', 'prestigious')",-1.2294904,-1.0638099,0.1656805
86,0.57994854,0.44424438,"('uninfluential', 'influential')",0.5799485,0.4442444,-0.1357041
87,-0.16618606,-0.043628864,"('unsuccessful', 'successful')",-0.1661861,-0.0436289,0.1225572
88,-0.13292095,-0.12697507,"('low', 'eminent')",-0.132921,-0.1269751,0.0059459
