,motor_male,motor_female,tuple,average_male,average_female,female-male
0,-0.51046115,-0.42930317,"('unsociable', 'sociable')",-0.5104612,-0.4293032,0.081158
1,1.7922763,1.6350999,"('unfriendly', 'friendly')",1.7922763,1.6350999,-0.1571764
2,0.26542377,0.33719546,"('unlikable', 'likable')",0.2654238,0.3371955,0.0717717
3,-0.01628284,0.06825082,"('repellent', 'pleasant')",-0.0162828,0.0682508,0.0845336
4,-6.632601,-6.795611,"('disliked', 'liked')",-6.6326008,-6.7956109,-0.1630101
5,0.3917336,0.2970829,"('distant', 'outgoing')",0.3917336,0.2970829,-0.0946507
6,0.77917385,0.6119132,"('distant', 'open')",0.7791739,0.6119132,-0.1672607
7,0.31751937,0.44885048,"('insensitive', 'sensitive')",0.3175194,0.4488505,0.1313311
8,1.664466,1.4234799,"('unaffectionate', 'affectionate')",1.664466,1.4234799,-0.2409861
9,2.1202383,2.0589592,"('unaffectionate', 'caring')",2.1202383,2.0589592,-0.0612791
10,0.06986737,0.24178776,"('unsympathetic', 'sympathetic')",0.0698674,0.2417878,0.1719204
11,1.7742825,1.9363333,"('unhelpful', 'helpful')",1.7742825,1.9363333,0.1620508
12,-1.8294318,-1.8087852,"('unsupportive', 'supportive')",-1.8294318,-1.8087852,0.0206466
13,-0.65973073,-0.5303899,"('impolite', 'polite')",-0.6597307,-0.5303899,0.1293408
14,-0.24994895,-0.13884583,"('antisocial', 'social')",-0.2499489,-0.1388458,0.1111031
15,0.43721002,0.35270703,"('boring', 'funny')",0.43721,0.352707,-0.084503
16,0.029367015,-0.051056847,"('unpopular', 'popular')",0.029367,-0.0510568,-0.0804238
17,0.3177319,0.32722977,"('nasty', 'nice')",0.3177319,0.3272298,0.0094979
18,-0.36170045,-0.44351563,"('disagreeable', 'welcoming')",-0.3617004,-0.4435156,-0.0818152
19,0.16032341,0.122329235,"('inhospitable', 'hospitable')",0.1603234,0.1223292,-0.0379942
20,0.3533761,0.3126176,"('rough', 'thoughtful')",0.3533761,0.3126176,-0.0407585
21,-0.8339595,-0.5559441,"('immoral', 'moral')",-0.8339595,-0.5559441,0.2780154
22,-0.8079928,-0.7675656,"('untrustworthy', 'trustworthy')",-0.8079928,-0.7675656,0.0404272
23,5.7806153,5.9442096,"('insincere', 'sincere')",5.7806153,5.9442096,0.1635943
24,1.3136531,1.3016766,"('dishonest', 'honest')",1.3136531,1.3016766,-0.0119765
25,0.6113845,0.44719744,"('egoistic', 'altruistic')",0.6113845,0.4471974,-0.1641871
26,1.2852039,1.145317,"('hardhearted', 'benevolent')",1.2852039,1.145317,-0.1398869
27,1.4945148,1.2936525,"('hardhearted', 'softhearted')",1.4945148,1.2936525,-0.2008623
28,1.2591904,1.2214409,"('disloyal', 'loyal')",1.2591904,1.2214409,-0.0377495
29,0.16936979,0.041317105,"('unfair', 'fair')",0.1693698,0.0413171,-0.1280527
30,0.20158009,0.37941045,"('intolerant', 'tolerant')",0.2015801,0.3794104,0.1778303
31,-0.46089727,-0.6661878,"('evil', 'good')",-0.4608973,-0.6661878,-0.2052905
32,1.064594,1.0433012,"('unkind', 'kind')",1.064594,1.0433012,-0.0212928
33,0.35332733,0.23083839,"('wrong', 'right')",0.3533273,0.2308384,-0.1224889
34,4.555433,4.7112703,"('mean', 'honorable')",4.5554328,4.7112703,0.1558375
35,-0.16884586,-0.5084496,"('corrupt', 'incorrupt')",-0.1688459,-0.5084496,-0.3396037
36,0.123024344,-0.18449348,"('hostile', 'amicable')",0.1230243,-0.1844935,-0.3075178
37,0.8527298,0.85092396,"('fake', 'genuine')",0.8527298,0.850924,-0.0018058
38,0.36900237,0.38697925,"('untruthful', 'truthful')",0.3690024,0.3869793,0.0179769
39,0.1578526,0.18378744,"('exploitative', 'cooperative')",0.1578526,0.1837874,0.0259348
40,-1.9354483,-2.1058495,"('stingy', 'generous')",-1.9354483,-2.1058495,-0.1704012
41,0.3161645,0.31654984,"('unforgiving', 'forgiving')",0.3161645,0.3165498,0.0003853
42,-2.7433414,-2.6375964,"('unreliable', 'reliable')",-2.7433414,-2.6375964,0.105745
