,live_male,live_female,tuple,nation_male,nation_female,entertainment_male,entertainment_female,inc_male,inc_female,average_male,average_female,female-male
0,0.47251254,0.35184285,"('unsociable', 'sociable')",0.22992949,0.15288815,1.021484,0.8223293,-0.4176654,-0.60242325,0.3265652,0.1811592,-0.145406
1,0.97730756,0.93565327,"('unfriendly', 'friendly')",-0.57807523,-0.5242601,0.28508604,0.28425926,1.8626287,1.7001108,0.6367368,0.5989408,-0.037796
2,0.8281134,0.919118,"('unlikable', 'likable')",0.18313631,0.3431086,1.0716263,1.2206781,1.0932666,1.247689,0.7940357,0.9326484,0.1386127
3,-0.59579474,-0.5443037,"('repellent', 'pleasant')",-0.52755296,-0.36444125,0.088600665,0.20703779,0.0018038936,0.039067302,-0.2582358,-0.1656599,0.0925759
4,0.13613896,0.12575078,"('disliked', 'liked')",-0.2594221,-0.24972434,-0.28282353,-0.20445222,-5.4440403,-5.4216814,-1.4625367,-1.4375268,0.0250099
5,0.6775755,0.8520331,"('distant', 'outgoing')",0.78887075,0.7935648,0.14993235,0.24290667,0.19767952,0.23816712,0.4535145,0.5316679,0.0781534
6,0.63048935,0.7772138,"('distant', 'open')",-0.03519544,0.008026587,-0.63575006,-0.5405145,0.499348,0.5129229,0.114723,0.1894122,0.0746892
7,0.5391182,0.50222385,"('insensitive', 'sensitive')",-0.3483527,-0.22883186,-0.031325936,-0.013356671,0.2320898,0.17736289,0.0978823,0.1093496,0.0114673
8,0.033008344,0.1175377,"('unaffectionate', 'affectionate')",-0.77382904,-0.6711523,-0.1621214,-0.07579775,0.1155965,0.072379135,-0.1968364,-0.1392583,0.0575781
9,0.9927572,1.067501,"('unaffectionate', 'caring')",-0.6367656,-0.5220923,0.57172686,0.6002761,0.81151086,0.78626657,0.4348073,0.4829878,0.0481805
10,-1.1594491,-1.2815802,"('unsympathetic', 'sympathetic')",-1.5034765,-1.3422769,-0.80356824,-0.7286654,-0.87946236,-0.9619341,-1.0864891,-1.0786141,0.007875
11,0.1956856,0.22641213,"('unhelpful', 'helpful')",0.4216088,0.4910966,0.8112199,0.8380407,1.6563172,1.6912389,0.7712079,0.8116971,0.0404892
12,1.1441547,1.2485297,"('unsupportive', 'supportive')",0.29754153,0.5474243,0.3180343,0.46047208,-1.6711148,-1.6377194,0.0221539,0.1546767,0.1325228
13,1.1430951,1.0654517,"('impolite', 'polite')",0.35365722,0.24182528,0.543887,0.42940986,-0.17601547,-0.28754765,0.466156,0.3622848,-0.1038712
14,0.7136946,0.74030113,"('antisocial', 'social')",0.32554227,0.3817059,1.4453967,1.4046971,-1.0453402,-1.0309726,0.3598233,0.3739329,0.0141096
15,0.90236264,0.9505618,"('boring', 'funny')",0.48454013,0.46554172,0.9378025,0.9444949,0.5951582,0.60449266,0.7299659,0.7412728,0.0113069
16,0.014830764,0.078329794,"('unpopular', 'popular')",-0.1782025,-0.20221253,0.19180562,0.36548045,0.83468306,0.8485372,0.2157792,0.2725337,0.0567545
17,-0.8481204,-0.70895153,"('nasty', 'nice')",-1.1251421,-0.9943595,-1.0507835,-0.87325203,-0.56268513,-0.447666,-0.8966827,-0.7560572,0.1406255
18,0.033977244,0.092388436,"('disagreeable', 'welcoming')",0.2830043,0.39139402,0.5436308,0.6188921,-0.05200262,-0.046490066,0.2021524,0.2640461,0.0618937
19,-0.4641446,-0.3800564,"('inhospitable', 'hospitable')",0.19582082,0.24860859,-0.84911585,-0.73603886,0.009285569,0.115020305,-0.2770385,-0.1881166,0.0889219
20,-1.1214334,-1.0223331,"('rough', 'thoughtful')",-0.81614935,-0.6165634,-0.8078988,-0.7033715,0.4786413,0.4657585,-0.5667101,-0.4691274,0.0975827
21,0.023435874,-0.12810728,"('immoral', 'moral')",-0.32658696,-0.31761864,0.94998014,0.9145751,-0.74723685,-0.76958346,-0.025102,-0.0751836,-0.0500816
22,0.35571176,0.37491643,"('untrustworthy', 'trustworthy')",0.22506322,0.36410233,-0.5617983,-0.57624936,-1.096214,-1.1382097,-0.2693093,-0.2438601,0.0254492
23,-0.0034853406,-0.068089366,"('insincere', 'sincere')",0.20633891,0.23744756,0.16248548,0.14945073,4.9565835,4.824482,1.3304806,1.2858227,-0.0446579
24,0.9445128,0.94080037,"('dishonest', 'honest')",-0.0011131428,0.13065314,-0.05038906,-0.03190974,0.63482755,0.58224106,0.3819596,0.4054462,0.0234866
25,0.17576551,0.19739932,"('egoistic', 'altruistic')",0.07775244,0.047195613,0.19526169,0.1753255,1.6369567,1.5765073,0.5214341,0.4991069,-0.0223272
26,-0.2152245,-0.17169923,"('hardhearted', 'benevolent')",-0.20580252,-0.12471097,0.9586126,1.008464,1.5517468,1.4598691,0.5223331,0.5429807,0.0206476
27,-1.2082385,-1.0520946,"('hardhearted', 'softhearted')",-1.0797143,-0.91017175,-0.38606632,-0.32777718,1.2289611,1.107561,-0.3612646,-0.2956207,0.0656439
28,0.4687579,0.2898298,"('disloyal', 'loyal')",0.06719828,-0.06495486,-0.18870832,-0.25825253,0.9441205,0.70509434,0.3228421,0.1679292,-0.1549129
