,quest_male,quest_female,tuple,diagnostics_male,diagnostics_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.16929641,-0.38942862,"('unsociable', 'sociable')",0.12913534,-0.095065534,-0.6813665,-0.884711,-0.2405092,-0.4564017,-0.2158925
1,-1.0652306,-1.1593919,"('unfriendly', 'friendly')",-0.6334412,-0.7889351,2.0608153,1.8818904,0.1207145,-0.0221455,-0.14286
2,-0.09710172,-0.050159797,"('unlikable', 'likable')",0.5410949,0.49954838,0.64955884,0.727205,0.3645173,0.3921978,0.0276805
3,0.6375227,0.76587474,"('repellent', 'pleasant')",-0.8122502,-0.76576996,-0.33034274,-0.20301518,-0.1683567,-0.0676368,0.1007199
4,-0.92749906,-0.96954525,"('disliked', 'liked')",-0.12725195,-0.07998073,-5.721422,-5.633249,-2.2587244,-2.2275915,0.0311329
5,-1.017693,-0.9755438,"('distant', 'outgoing')",-0.5613649,-0.5276537,0.65914285,0.68898,-0.3066384,-0.2714058,0.0352326
6,-1.2228963,-1.1425736,"('distant', 'open')",-0.991271,-0.94783485,0.8987284,0.8975356,-0.4384797,-0.3976243,0.0408554
7,0.80283296,0.7526134,"('insensitive', 'sensitive')",-0.5280955,-0.5468093,0.22916567,0.26462188,0.1679677,0.1568087,-0.011159
8,-0.0662059,-0.07350696,"('unaffectionate', 'affectionate')",-0.6840261,-0.6881365,0.81513983,0.7227,0.0216359,-0.0129812,-0.0346171
9,0.7392734,0.73507327,"('unaffectionate', 'caring')",-0.05075015,-0.064377725,1.3869848,1.3852067,0.691836,0.6853007,-0.0065353
10,1.0512849,0.92957336,"('unsympathetic', 'sympathetic')",-1.0391737,-1.1564655,-0.7981785,-0.86913466,-0.2620224,-0.3653423,-0.1033199
11,0.31889895,0.308751,"('unhelpful', 'helpful')",0.41537955,0.31337547,1.7037684,1.6749667,0.8126823,0.7656977,-0.0469846
12,0.10878855,0.07512706,"('unsupportive', 'supportive')",0.26465556,0.3287575,-1.8218377,-1.8019118,-0.4827979,-0.4660091,0.0167888
13,0.072921194,-0.05330472,"('impolite', 'polite')",0.68626195,0.46363086,-0.19710824,-0.32413352,0.1873583,0.0287309,-0.1586274
14,0.34454572,0.28058213,"('antisocial', 'social')",0.14799023,0.14841877,-1.0726814,-1.0596887,-0.1933818,-0.2102293,-0.0168475
15,-0.28352034,-0.3228679,"('boring', 'funny')",0.08775055,0.0090877805,0.8050611,0.7740956,0.2030971,0.1534385,-0.0496586
16,-0.76212204,-0.785557,"('unpopular', 'popular')",0.33893508,0.3334304,0.9462874,0.9582905,0.1743668,0.1687213,-0.0056455
17,-0.4533762,-0.39373338,"('nasty', 'nice')",-0.44663405,-0.44337857,-0.30858475,-0.2734905,-0.402865,-0.3702008,0.0326642
18,-0.5811015,-0.6623571,"('disagreeable', 'welcoming')",-0.34284383,-0.29747516,-0.11243479,-0.16670123,-0.34546,-0.3755112,-0.0300512
19,-0.89160806,-0.888624,"('inhospitable', 'hospitable')",-0.67018086,-0.761598,0.5420105,0.5067189,-0.3399262,-0.3811677,-0.0412415
20,0.3527004,0.46339568,"('rough', 'thoughtful')",0.11517081,0.06263541,0.5765362,0.5726554,0.3481358,0.3662288,0.018093
21,0.48047537,0.39969835,"('immoral', 'moral')",0.5786291,0.441958,-0.84053034,-0.853102,0.072858,-0.0038152,-0.0766732
22,-0.37058142,-0.39389274,"('untrustworthy', 'trustworthy')",0.13713536,0.008977415,-1.2239114,-1.1865127,-0.4857858,-0.5238094,-0.0380236
23,1.3694223,1.2986671,"('insincere', 'sincere')",0.25009662,0.106568016,5.5906773,5.5398555,2.4033988,2.3150301,-0.0883687
24,1.1818709,1.1317421,"('dishonest', 'honest')",-0.15222026,-0.26640478,0.838192,0.7969616,0.6226142,0.5540996,-0.0685146
25,-0.7222751,-0.6669837,"('egoistic', 'altruistic')",-0.05687743,-0.019548573,1.393078,1.3608576,0.2046418,0.2247751,0.0201333
26,-1.2693746,-1.311953,"('hardhearted', 'benevolent')",-0.037571438,-0.08512334,1.2861288,1.1555954,-0.0069391,-0.0804936,-0.0735545
27,-0.17724107,-0.08187698,"('hardhearted', 'softhearted')",-0.29332107,-0.19994953,1.6081026,1.5475955,0.3791801,0.421923,0.0427429
28,0.42490262,0.31477752,"('disloyal', 'loyal')",-0.29366332,-0.4446706,0.8369568,0.750313,0.322732,0.2068066,-0.1159254
29,-0.43096524,-0.37748054,"('unfair', 'fair')",-1.2430108,-1.2533935,-0.55382353,-0.670159,-0.7425998,-0.767011,-0.0244112
30,1.157264,1.0664338,"('intolerant', 'tolerant')",0.17077234,0.06375091,1.2898403,1.1762497,0.8726255,0.7688115,-0.103814
