,institute_male,institute_female,tuple,average_male,average_female,female-male
0,0.83016753,0.57055014,"('unsociable', 'sociable')",0.8301675,0.5705501,-0.2596174
1,1.3998228,1.3311629,"('unfriendly', 'friendly')",1.3998228,1.3311629,-0.0686599
2,0.508452,0.6316108,"('unlikable', 'likable')",0.508452,0.6316108,0.1231588
3,0.63041574,0.6322205,"('repellent', 'pleasant')",0.6304157,0.6322205,0.0018048
4,-6.229196,-6.527536,"('disliked', 'liked')",-6.2291961,-6.5275359,-0.2983398
5,-1.162813,-1.0177985,"('distant', 'outgoing')",-1.1628129,-1.0177985,0.1450144
6,-0.61676407,-0.47579026,"('distant', 'open')",-0.6167641,-0.4757903,0.1409738
7,1.1426259,1.1635363,"('insensitive', 'sensitive')",1.1426259,1.1635363,0.0209104
8,0.38085636,0.41252154,"('unaffectionate', 'affectionate')",0.3808564,0.4125215,0.0316651
9,1.345602,1.3576216,"('unaffectionate', 'caring')",1.345602,1.3576216,0.0120196
10,0.8671765,0.92248994,"('unsympathetic', 'sympathetic')",0.8671765,0.9224899,0.0553134
11,2.5995736,2.6408012,"('unhelpful', 'helpful')",2.5995736,2.6408012,0.0412276
12,-1.5245779,-1.6117756,"('unsupportive', 'supportive')",-1.5245779,-1.6117756,-0.0871977
13,-0.34825906,-0.33409044,"('impolite', 'polite')",-0.3482591,-0.3340904,0.0141687
14,0.51343423,0.41666654,"('antisocial', 'social')",0.5134342,0.4166665,-0.0967677
15,0.6068053,0.47179186,"('boring', 'funny')",0.6068053,0.4717919,-0.1350134
16,0.2496199,0.15330797,"('unpopular', 'popular')",0.2496199,0.153308,-0.0963119
17,-0.23117185,-0.19359162,"('nasty', 'nice')",-0.2311718,-0.1935916,0.0375802
18,-0.81827414,-0.8348442,"('disagreeable', 'welcoming')",-0.8182741,-0.8348442,-0.0165701
19,-1.0485235,-0.9661409,"('inhospitable', 'hospitable')",-1.0485235,-0.9661409,0.0823826
20,1.3985434,1.387193,"('rough', 'thoughtful')",1.3985434,1.387193,-0.0113504
21,0.4275394,0.41406828,"('immoral', 'moral')",0.4275394,0.4140683,-0.0134711
22,-0.22935933,-0.16786604,"('untrustworthy', 'trustworthy')",-0.2293593,-0.167866,0.0614933
23,6.257326,6.452694,"('insincere', 'sincere')",6.2573261,6.4526939,0.1953678
24,1.3001426,1.4238611,"('dishonest', 'honest')",1.3001426,1.4238611,0.1237185
25,0.91435546,0.85123897,"('egoistic', 'altruistic')",0.9143555,0.851239,-0.0631165
26,2.2548215,2.1124346,"('hardhearted', 'benevolent')",2.2548215,2.1124346,-0.1423869
27,1.1479981,1.1325518,"('hardhearted', 'softhearted')",1.1479981,1.1325518,-0.0154463
28,0.9561452,1.0224636,"('disloyal', 'loyal')",0.9561452,1.0224636,0.0663184
29,-1.0969173,-1.2316256,"('unfair', 'fair')",-1.0969173,-1.2316256,-0.1347083
30,1.3082598,1.2650088,"('intolerant', 'tolerant')",1.3082598,1.2650088,-0.043251
31,-1.7205578,-1.7909117,"('evil', 'good')",-1.7205578,-1.7909117,-0.0703539
32,1.211799,1.1127167,"('unkind', 'kind')",1.211799,1.1127167,-0.0990823
33,-0.7595091,-0.8453095,"('wrong', 'right')",-0.7595091,-0.8453095,-0.0858004
34,5.2053223,5.524214,"('mean', 'honorable')",5.2053223,5.5242138,0.3188915
35,-1.1360624,-1.2489161,"('corrupt', 'incorrupt')",-1.1360624,-1.2489161,-0.1128537
36,-0.9517073,-1.0718856,"('hostile', 'amicable')",-0.9517073,-1.0718856,-0.1201783
37,0.10138756,0.1587232,"('fake', 'genuine')",0.1013876,0.1587232,0.0573356
38,0.18886696,0.267779,"('untruthful', 'truthful')",0.188867,0.267779,0.078912
39,-0.02063034,0.10400912,"('exploitative', 'cooperative')",-0.0206303,0.1040091,0.1246394
40,-2.5706592,-2.6531465,"('stingy', 'generous')",-2.5706592,-2.6531465,-0.0824873
41,0.5445063,0.46255824,"('unforgiving', 'forgiving')",0.5445063,0.4625582,-0.0819481
42,-2.4166725,-2.4486165,"('unreliable', 'reliable')",-2.4166725,-2.4486165,-0.031944
43,1.2680184,1.3804696,"('irresponsible', 'responsible')",1.2680184,1.3804696,0.1124512
44,-1.5879925,-1.4327496,"('prejudiced', 'unprejudiced')",-1.5879925,-1.4327496,0.1552429
45,0.4530166,0.4307785,"('incompetent', 'competent')",0.4530166,0.4307785,-0.0222381
46,-0.5821084,-0.6993213,"('uncompetitive', 'competitive')",-0.5821084,-0.6993213,-0.1172129
47,5.3321137,5.7277975,"('stupid', 'smart')",5.3321137,5.7277975,0.3956838
48,1.1490103,1.1070807,"('unintelligent', 'intelligent')",1.1490103,1.1070807,-0.0419296
49,0.5770014,0.653995,"('unable', 'able')",0.5770014,0.653995,0.0769936
