,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,female-male
0,-1.0312152,-1.1396356,"('unsociable', 'sociable')",-0.16925249,-0.23262307,-0.20943113,-0.38527,-0.4699663,-0.5858429,-0.1158766
1,0.13954845,0.05730816,"('unfriendly', 'friendly')",1.2127247,1.2501036,1.4404879,1.3586932,0.9309203,0.8887017,-0.0422186
2,0.8802781,0.93403476,"('unlikable', 'likable')",0.418784,0.6021916,0.88929045,1.0854818,0.7294509,0.8739027,0.1444518
3,-0.48459473,-0.43958655,"('repellent', 'pleasant')",-0.5069778,-0.42281607,0.556157,0.63308203,-0.1451385,-0.0764402,0.0686983
4,-0.2976478,-0.3128119,"('disliked', 'liked')",0.5942464,0.5920397,-7.005116,-7.0410204,-2.2361725,-2.2539309,-0.0177584
5,-0.14816275,-0.13985744,"('distant', 'outgoing')",0.54777944,0.6110018,-0.66662073,-0.57450485,-0.0890013,-0.0344535,0.0545478
6,-0.041729644,-0.019476764,"('distant', 'open')",0.18121077,0.2690903,-0.41582263,-0.33506066,-0.0921138,-0.0284824,0.0636314
7,0.6477276,0.66093916,"('insensitive', 'sensitive')",0.23079026,0.35903895,0.0651218,0.12706298,0.3145465,0.382347,0.0678005
8,0.014214203,0.049469963,"('unaffectionate', 'affectionate')",0.0880845,0.057132013,0.107227,0.089723825,0.0698419,0.0654419,-0.0044
9,0.7424613,0.74364537,"('unaffectionate', 'caring')",0.37034163,0.38661566,0.8644106,0.8898694,0.6590712,0.6733768,0.0143056
10,0.18309696,0.23667993,"('unsympathetic', 'sympathetic')",-0.85338974,-0.7980138,-0.187155,-0.25355068,-0.2858159,-0.2716282,0.0141877
11,0.01610142,0.025829066,"('unhelpful', 'helpful')",0.23492259,0.34644693,2.0311747,2.0216894,0.7607329,0.7979885,0.0372556
12,0.72166616,0.78933954,"('unsupportive', 'supportive')",0.1953037,0.33116102,-2.1617284,-2.0777175,-0.4149195,-0.3190723,0.0958472
13,-0.35966688,-0.46002203,"('impolite', 'polite')",0.2797924,0.2971001,0.12464982,0.12355524,0.0149251,-0.0131222,-0.0280473
