,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.9126717,-2.0681157,"('unsociable', 'sociable')",-0.456478,-0.6200542,-1.1845748,-1.344085,-0.1595102
1,-0.6741667,-0.8139864,"('unfriendly', 'friendly')",1.9681607,1.758754,0.646997,0.4723838,-0.1746132
2,0.11515802,0.14959764,"('unlikable', 'likable')",0.43702456,0.49591386,0.2760913,0.3227558,0.0466645
3,-0.93210465,-0.8812521,"('repellent', 'pleasant')",0.15230775,0.2908191,-0.3898984,-0.2952165,0.0946819
4,0.09091678,-0.0044633746,"('disliked', 'liked')",-6.0688157,-6.153559,-2.9889495,-3.0790112,-0.0900617
5,0.04572598,0.08906862,"('distant', 'outgoing')",-0.008529138,-0.014071923,0.0185984,0.0374983,0.0188999
6,-0.2255836,-0.17386253,"('distant', 'open')",0.1611597,0.1182898,-0.032212,-0.0277864,0.0044256
7,-0.9986483,-0.97994864,"('insensitive', 'sensitive')",0.64315397,0.7365553,-0.1777472,-0.1216967,0.0560505
8,-1.1948804,-1.2101992,"('unaffectionate', 'affectionate')",0.82953024,0.6649508,-0.1826751,-0.2726242,-0.0899491
9,-1.3690903,-1.3842537,"('unaffectionate', 'caring')",1.1581944,1.1189415,-0.1054479,-0.1326561,-0.0272082
10,-2.2141135,-2.269728,"('unsympathetic', 'sympathetic')",-0.8001657,-0.7992482,-1.5071396,-1.5344881,-0.0273485
11,-0.7294515,-0.76341677,"('unhelpful', 'helpful')",1.4766948,1.6539407,0.3736217,0.445262,0.0716403
12,-1.5393032,-1.5257405,"('unsupportive', 'supportive')",-1.6419772,-1.6059288,-1.5906402,-1.5658346,0.0248056
13,-1.4666883,-1.6766272,"('impolite', 'polite')",-0.54677844,-0.5923799,-1.0067334,-1.1345036,-0.1277702
14,-0.9069594,-0.84038913,"('antisocial', 'social')",-0.50133264,-0.49500105,-0.704146,-0.6676951,0.0364509
15,0.28816742,0.16931313,"('boring', 'funny')",0.58385646,0.5074689,0.4360119,0.338391,-0.0976209
16,-0.20477669,-0.21739762,"('unpopular', 'popular')",0.391975,0.46556413,0.0935991,0.1240833,0.0304842
17,-0.17358238,-0.1363869,"('nasty', 'nice')",-0.29784375,-0.27086174,-0.2357131,-0.2036243,0.0320888
18,-0.81417096,-0.8150299,"('disagreeable', 'welcoming')",-0.110997394,-0.15336967,-0.4625842,-0.4841998,-0.0216156
19,-0.038548917,-0.08860154,"('inhospitable', 'hospitable')",0.24969073,0.2295419,0.1055709,0.0704702,-0.0351007
20,-0.0042085163,0.037962884,"('rough', 'thoughtful')",1.1441793,1.1225743,0.5699854,0.5802686,0.0102832
21,-0.4611854,-0.5579228,"('immoral', 'moral')",-0.71869475,-0.6419455,-0.5899401,-0.5999341,-0.009994
22,-0.260966,-0.3475952,"('untrustworthy', 'trustworthy')",-0.84458554,-0.8995338,-0.5527757,-0.6235645,-0.0707888
23,-0.71513236,-0.7222232,"('insincere', 'sincere')",5.6275706,5.7062483,2.4562192,2.4920125,0.0357933
24,-0.89497626,-0.9253768,"('dishonest', 'honest')",0.6099537,0.57831156,-0.1425113,-0.1735326,-0.0310213
25,0.19382115,0.22012392,"('egoistic', 'altruistic')",1.9654461,1.8607172,1.0796336,1.0404205,-0.0392131
26,0.0871812,-0.023627667,"('hardhearted', 'benevolent')",1.5638789,1.2862796,0.8255301,0.631326,-0.1942041
27,-0.3745214,-0.39281797,"('hardhearted', 'softhearted')",1.5195899,1.3768938,0.5725343,0.4920379,-0.0804964
28,-0.8728787,-0.92139965,"('disloyal', 'loyal')",0.90188116,0.82968485,0.0145012,-0.0458574,-0.0603586
29,0.21120839,0.15244529,"('unfair', 'fair')",-0.14068307,-0.34384406,0.0352627,-0.0956994,-0.1309621
30,-0.07840672,-0.13306361,"('intolerant', 'tolerant')",1.2694416,1.2420435,0.5955175,0.55449,-0.0410275
31,-0.040248413,-0.13896838,"('evil', 'good')",-0.5629517,-0.7652631,-0.3016,-0.4521157,-0.1505157
32,-0.5735947,-0.6290649,"('unkind', 'kind')",0.8164797,0.6116724,0.1214425,-0.0086963,-0.1301388
33,0.85446143,0.76053077,"('wrong', 'right')",-0.24223511,-0.32751235,0.3061132,0.2165092,-0.089604
34,0.051457856,0.1256163,"('mean', 'honorable')",5.729676,5.950195,2.8905668,3.0379055,0.1473387
35,1.3580668,1.3756747,"('corrupt', 'incorrupt')",-0.07423079,-0.25783375,0.641918,0.5589205,-0.0829975
36,0.59658206,0.45225933,"('hostile', 'amicable')",0.18701778,-0.117692724,0.3917999,0.1672833,-0.2245166
37,0.047597717,0.03541978,"('fake', 'genuine')",0.2799849,0.28790715,0.1637913,0.1616635,-0.0021278
38,-0.61622477,-0.667775,"('untruthful', 'truthful')",-0.040805966,0.06502573,-0.3285154,-0.3013746,0.0271408
39,0.3934781,0.33316287,"('exploitative', 'cooperative')",0.30327275,0.24028558,0.3483754,0.2867242,-0.0616512
40,-0.04534687,-0.03652122,"('stingy', 'generous')",-1.0115333,-1.0931491,-0.5284401,-0.5648351,-0.036395
