,seagate_male,seagate_female,tuple,technology_male,technology_female,holdings_male,holdings_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.6002988,-1.5884656,"('unsociable', 'sociable')",-0.45301405,-0.51334006,-0.2125496,-0.32138038,-0.37662816,-0.50385404,-0.6606227,-0.73176,-0.0711373
1,-1.2253389,-1.3476589,"('unfriendly', 'friendly')",1.0499663,0.8808335,-0.15985894,-0.3031107,1.9545709,1.8204583,0.4048348,0.2626306,-0.1422042
2,0.77494633,0.7901598,"('unlikable', 'likable')",0.74679756,0.81860614,1.4337626,1.5053439,0.3130557,0.40116972,0.8171405,0.8788199,0.0616794
3,-0.7489292,-0.60949844,"('repellent', 'pleasant')",-0.13881862,0.036314856,0.40890908,0.51174253,-0.21718048,-0.12934488,-0.1740048,-0.0476965,0.1263083
4,0.40938607,0.35201705,"('disliked', 'liked')",-0.13855894,-0.176449,1.4993724,1.4176468,-3.2214644,-3.399839,-0.3628162,-0.451656,-0.0888398
5,-0.48961458,-0.54739124,"('distant', 'outgoing')",0.3206187,0.31867024,-0.20471448,-0.251283,0.7110859,0.6438603,0.0843439,0.0409641,-0.0433798
6,-0.34028944,-0.3819374,"('distant', 'open')",0.08483748,0.06678104,-0.51360965,-0.56739396,0.6711386,0.6025353,-0.0244808,-0.0700038,-0.045523
7,-0.46718833,-0.40920827,"('insensitive', 'sensitive')",0.29303905,0.3920107,0.39060414,0.34086978,0.24078229,0.28321972,0.1143093,0.151723,0.0374137
8,-0.23892409,-0.41668987,"('unaffectionate', 'affectionate')",0.7239112,0.6179387,-0.61436445,-0.7358965,0.7142919,0.53132975,0.1462286,-0.0008295,-0.1470581
9,-0.6668795,-0.7710875,"('unaffectionate', 'caring')",0.85806316,0.76788044,0.013554737,-0.1273693,1.1967075,1.1137865,0.3503615,0.2458025,-0.104559
10,-1.2752115,-1.2070186,"('unsympathetic', 'sympathetic')",-0.6414158,-0.6113656,-0.67386633,-0.6743542,-0.6210491,-0.57915086,-0.8028857,-0.7679723,0.0349134
11,-0.70184743,-0.685144,"('unhelpful', 'helpful')",0.592119,0.61952376,-1.3924861,-1.4061421,0.7321429,0.7349511,-0.1925179,-0.1842028,0.0083151
12,-0.43496275,-0.41897374,"('unsupportive', 'supportive')",0.84298277,0.95056677,0.43591195,0.49649027,-0.9935498,-1.0227686,-0.0374045,0.0013287,0.0387332
13,-1.012506,-0.9532399,"('impolite', 'polite')",-0.04711092,0.039884657,-0.33113772,-0.3233739,-0.3812308,-0.40194857,-0.4429964,-0.4096694,0.033327
14,-0.3329833,-0.26718068,"('antisocial', 'social')",1.1137545,1.2115715,1.7056856,1.7371134,0.50243753,0.5217621,0.7472236,0.8008166,0.053593
15,0.8179646,0.73060024,"('boring', 'funny')",0.11022313,-0.0032987632,-0.788941,-0.88622266,0.2424169,0.1691589,0.0954159,0.0025594,-0.0928565
16,-0.38468778,-0.35547012,"('unpopular', 'popular')",-0.426804,-0.40422976,-0.8866284,-0.83940864,0.004469186,-0.048595004,-0.4234127,-0.4119259,0.0114868
17,0.32085088,0.3416464,"('nasty', 'nice')",-0.23167229,-0.19169372,-0.60449606,-0.5976752,-0.8842037,-0.91472626,-0.3498803,-0.3406122,0.0092681
18,0.3266281,0.37082714,"('disagreeable', 'welcoming')",0.21926391,0.30238265,-0.82756317,-0.75241125,-1.0058134,-1.0526881,-0.3218711,-0.2829724,0.0388987
19,-0.73065937,-0.7795308,"('inhospitable', 'hospitable')",-0.6294922,-0.6745827,-1.145115,-1.1544673,-0.46967515,-0.5033907,-0.7437354,-0.7779929,-0.0342575
20,-0.1346378,-0.09266315,"('rough', 'thoughtful')",0.81090343,0.92734414,-0.29119846,-0.24569835,0.84422565,0.83539796,0.3073232,0.3560951,0.0487719
21,-0.7433264,-0.6650309,"('immoral', 'moral')",0.43085778,0.48745593,-0.33991763,-0.24765748,-1.3798852,-1.2914753,-0.5080678,-0.4291769,0.0788909
22,-0.18869182,-0.1754474,"('untrustworthy', 'trustworthy')",-0.19168529,-0.17296627,0.25022933,0.23808259,-0.5440246,-0.60624087,-0.1685431,-0.179143,-0.0105999
23,-1.2423099,-1.2673844,"('insincere', 'sincere')",-0.9626223,-0.9615277,-1.5719566,-1.6677005,3.4516857,3.4345515,-0.0813008,-0.1155153,-0.0342145
24,-0.8352192,-0.8406292,"('dishonest', 'honest')",-0.98354244,-1.0001887,-1.2937778,-1.3111241,0.32539326,0.29630587,-0.6967865,-0.713909,-0.0171225
25,0.35866636,0.3399017,"('egoistic', 'altruistic')",0.2099607,0.14990677,1.013654,0.9657345,1.3574812,1.2575476,0.7349406,0.6782726,-0.056668
26,0.19196033,0.07367118,"('hardhearted', 'benevolent')",1.0278741,1.028545,1.9939247,1.8902315,2.7572894,2.6005454,1.4927621,1.3982483,-0.0945138
27,-0.8579918,-0.83639574,"('hardhearted', 'softhearted')",-0.2967941,-0.23682483,0.13932632,0.040267494,0.47527593,0.30927128,-0.1350459,-0.1809205,-0.0458746
28,-0.45026016,-0.51146454,"('disloyal', 'loyal')",0.298284,0.158938,0.16122311,0.026761848,0.80587816,0.6552019,0.2037813,0.0823593,-0.121422
29,0.82082486,0.8402033,"('unfair', 'fair')",-0.3268571,-0.37650323,-0.21231687,-0.24472107,-0.40580368,-0.52195793,-0.0310382,-0.0757447,-0.0447065
30,-0.26755723,-0.25034288,"('intolerant', 'tolerant')",0.9580916,0.9602351,0.25778744,0.2819123,0.16588116,0.1850933,0.2785507,0.2942245,0.0156738
31,-0.5327609,-0.53588015,"('evil', 'good')",-0.159009,-0.23130995,-1.0082648,-0.984122,0.052966006,-0.01897361,-0.4117672,-0.4425714,-0.0308042
32,-1.577695,-1.5838301,"('unkind', 'kind')",-0.18335822,-0.1449413,-0.14211392,-0.22807476,0.18230397,0.11959402,-0.4302158,-0.4593131,-0.0290973
33,0.6305868,0.58332884,"('wrong', 'right')",1.4425617,1.4315084,0.29542208,0.3400936,0.25820956,0.14497918,0.656695,0.6249775,-0.0317175
34,-0.06745369,-0.03478966,"('mean', 'honorable')",-0.74758184,-0.6647404,-0.9155794,-0.8093914,3.6828585,3.8221762,0.4880609,0.5783137,0.0902528
35,1.094578,1.0196584,"('corrupt', 'incorrupt')",0.012183314,-0.11568546,-0.20838243,-0.28220326,0.080218144,-0.028123962,0.2446493,0.1484114,-0.0962379
36,0.40324792,0.3242363,"('hostile', 'amicable')",-0.054119438,-0.23369475,0.28879586,0.12118812,1.5685201,1.3744662,0.5516111,0.396549,-0.1550621
